"gender","MaritalStatus","Familysize","ProductCategory","Sales","Quantity","Age","year","month","pred"
"M","Yes",4,"Office Supplies",2.688,1,65,2014,6,2
"M","Yes",4,"Office Supplies",6.6,3,65,2014,6,2
"M","Yes",4,"Office Supplies",1.72,1,66,2015,10,2
"M","Yes",4,"Office Supplies",25.344,4,68,2017,6,2
"M","Yes",4,"Office Supplies",3.816,1,68,2017,7,2
"M","Yes",4,"Office Supplies",17.48,4,68,2017,7,2
"F","Yes",4,"Furniture",515.88,6,22,2014,6,6
"F","Yes",4,"Furniture",683.144,4,23,2014,11,6
"F","Yes",4,"Office Supplies",1.476,3,23,2014,11,5
"F","Yes",4,"Office Supplies",40.712,7,23,2014,11,5
"F","Yes",4,"Furniture",20.104,1,23,2015,6,6
"F","Yes",4,"Technology",30.08,2,23,2015,8,4
"F","Yes",4,"Office Supplies",36.288,7,23,2015,8,5
"F","Yes",4,"Office Supplies",10.272,3,23,2015,8,5
"F","Yes",4,"Technology",252.8,4,23,2015,8,4
"F","Yes",4,"Office Supplies",181.35,9,24,2015,9,5
"F","Yes",4,"Office Supplies",8.64,3,24,2015,9,5
"F","Yes",4,"Office Supplies",2.08,5,24,2015,9,5
"F","Yes",4,"Technology",1114.4,7,24,2015,9,4
"F","Yes",4,"Office Supplies",305.01,9,24,2016,1,5
"F","Yes",4,"Office Supplies",50.784,2,24,2016,1,5
"F","Yes",4,"Office Supplies",26.01,9,24,2016,1,5
"F","Yes",4,"Furniture",47.04,3,24,2016,6,6
"F","Yes",4,"Office Supplies",30.84,4,24,2016,6,5
"F","Yes",4,"Office Supplies",226.56,6,24,2016,6,5
"F","Yes",4,"Office Supplies",115.02,9,24,2016,6,5
"F","Yes",4,"Technology",68.04,7,24,2016,6,4
"F","Yes",4,"Furniture",474.43,11,25,2017,1,6
"F","Yes",4,"Office Supplies",725.84,4,25,2017,3,5
"F","Yes",4,"Office Supplies",10.896,3,25,2017,3,5
"F","Yes",4,"Office Supplies",8.544,2,25,2017,3,5
"F","Yes",4,"Technology",239.97,3,25,2017,6,4
"M","Yes",4,"Office Supplies",25.68,3,25,2014,8,2
"M","Yes",4,"Office Supplies",12.384,3,25,2014,8,2
"M","Yes",4,"Office Supplies",49.12,4,26,2015,2,2
"M","Yes",4,"Office Supplies",36.288,7,27,2015,10,2
"M","Yes",4,"Technology",150.384,2,27,2015,10,3
"M","Yes",4,"Office Supplies",19.968,2,27,2016,7,2
"M","Yes",4,"Office Supplies",33.488,7,27,2016,7,2
"M","Yes",4,"Office Supplies",8.736,4,27,2016,7,2
"M","Yes",4,"Furniture",662.88,3,27,2016,7,1
"M","Yes",4,"Office Supplies",22.911,7,27,2016,9,2
"M","Yes",4,"Office Supplies",309.456,9,27,2016,9,2
"M","Yes",4,"Office Supplies",19.456,4,27,2016,9,2
"M","Yes",4,"Furniture",472.518,3,27,2016,9,1
"M","Yes",4,"Technology",1012.68,3,27,2016,9,3
"M","Yes",4,"Office Supplies",17.22,5,27,2016,9,2
"M","Yes",4,"Furniture",698.352,3,28,2016,12,1
"M","Yes",4,"Furniture",1747.25,5,28,2016,12,1
"M","Yes",4,"Furniture",2563.056,8,28,2016,12,1
"M","Yes",4,"Furniture",698.352,3,28,2017,6,1
"M","Yes",4,"Furniture",77.728,2,28,2017,6,1
"M","Yes",4,"Office Supplies",25.696,2,28,2017,8,2
"M","Yes",4,"Office Supplies",34.24,8,29,2017,11,2
"F","Yes",4,"Technology",1299.99,2,41,2014,9,4
"F","Yes",4,"Office Supplies",533.94,3,41,2014,11,5
"F","Yes",4,"Office Supplies",167.94,3,41,2014,11,5
"F","Yes",4,"Furniture",31.68,6,41,2014,11,6
"F","Yes",4,"Office Supplies",43.98,2,42,2015,5,5
"F","Yes",4,"Technology",377.97,3,42,2015,5,4
"F","Yes",4,"Furniture",123.96,3,42,2015,5,6
"F","Yes",4,"Furniture",204.6,2,42,2015,9,6
"F","Yes",4,"Technology",135.72,3,42,2015,10,4
"F","Yes",4,"Office Supplies",12.56,2,42,2015,10,5
"F","Yes",4,"Technology",263.96,4,42,2015,10,4
"F","Yes",4,"Office Supplies",8.56,2,45,2017,11,5
"F","Yes",4,"Office Supplies",52.4,5,45,2017,11,5
"F","Yes",4,"Office Supplies",14.94,3,45,2017,11,5
"M","Yes",3,"Office Supplies",64.864,4,20,2014,1,2
"M","Yes",3,"Office Supplies",4.368,3,21,2014,7,2
"M","Yes",3,"Furniture",289.24,7,21,2014,8,1
"M","Yes",3,"Office Supplies",69.456,2,21,2014,8,2
"M","Yes",3,"Furniture",318.43,5,23,2016,11,1
"M","Yes",3,"Technology",122.92,7,23,2016,11,3
"M","Yes",3,"Furniture",7.068,3,23,2016,11,1
"M","Yes",3,"Office Supplies",27.18,3,24,2017,9,2
"M","Yes",3,"Furniture",177.225,5,24,2017,10,1
"F","Yes",4,"Office Supplies",10.56,2,39,2014,1,5
"F","Yes",4,"Office Supplies",229.94,2,39,2014,1,5
"F","Yes",4,"Technology",31.92,2,40,2015,3,4
"F","Yes",4,"Office Supplies",39.92,2,41,2015,7,5
"F","Yes",4,"Furniture",239.666,2,41,2016,6,6
"F","Yes",4,"Office Supplies",22.5,6,41,2016,6,5
"F","Yes",4,"Office Supplies",219.84,4,41,2016,6,5
"F","Yes",4,"Office Supplies",12.96,2,42,2016,11,5
"F","Yes",4,"Technology",863.928,9,42,2016,12,4
"F","Yes",4,"Office Supplies",23.36,4,43,2017,12,5
"F","Yes",4,"Technology",39.98,2,43,2017,12,4
"F","Yes",4,"Office Supplies",7.68,5,67,2014,9,5
"F","Yes",4,"Furniture",129.92,5,67,2014,10,6
"F","Yes",4,"Office Supplies",52.76,2,70,2017,7,5
"F","Yes",4,"Office Supplies",63.84,8,70,2017,8,5
"F","Yes",4,"Technology",347.97,3,70,2017,8,4
"F","Yes",4,"Office Supplies",37.008,6,70,2017,8,5
"F","Yes",4,"Furniture",198.46,2,65,2017,7,6
"F","Yes",4,"Office Supplies",786.48,8,65,2017,7,5
"F","Yes",4,"Office Supplies",23.168,2,65,2017,7,5
"F","Yes",4,"Technology",50,2,65,2017,7,4
"F","Yes",4,"Technology",475.944,7,81,2014,12,4
"F","Yes",4,"Office Supplies",87.36,6,81,2015,1,5
"F","Yes",4,"Office Supplies",56.16,6,81,2015,1,5
"F","Yes",4,"Technology",91.475,1,82,2016,6,4
"F","Yes",4,"Office Supplies",9.664,2,84,2017,11,5
"F","Yes",4,"Furniture",8.544,4,84,2017,12,6
"F","Yes",4,"Furniture",842.376,3,84,2017,12,6
"F","No",1,"Office Supplies",604.656,9,62,2014,11,5
"F","No",1,"Technology",11.992,1,63,2016,3,4
"F","No",1,"Office Supplies",12.96,2,65,2017,9,5
"F","No",1,"Office Supplies",17.94,3,65,2017,9,5
"F","No",1,"Technology",40.776,3,65,2017,11,4
"F","Yes",4,"Office Supplies",166.44,3,64,2014,11,5
"F","Yes",4,"Office Supplies",43.056,9,65,2015,6,5
"F","Yes",4,"Office Supplies",51.184,7,66,2016,3,5
"F","Yes",4,"Furniture",434.646,3,66,2016,4,6
"F","Yes",4,"Technology",99.99,1,67,2017,4,4
"F","Yes",4,"Office Supplies",286.15,5,67,2017,4,5
"M","Yes",4,"Furniture",493.43,5,38,2014,9,1
"M","Yes",4,"Technology",11.12,2,38,2014,9,3
"M","Yes",4,"Technology",1439.968,4,39,2015,4,3
"M","Yes",4,"Technology",43.56,3,39,2015,4,3
"M","Yes",4,"Office Supplies",8.26,2,39,2015,5,2
"M","Yes",4,"Technology",2973.32,7,39,2015,5,3
"M","Yes",4,"Office Supplies",104.79,7,39,2015,5,2
"M","Yes",4,"Technology",775.728,6,39,2015,5,3
"M","Yes",4,"Office Supplies",68.62,2,39,2015,9,2
"M","Yes",4,"Technology",71.976,3,41,2017,6,3
"M","Yes",4,"Office Supplies",19.44,3,41,2017,6,2
"M","Yes",4,"Furniture",400.784,1,41,2017,6,1
"F","Yes",4,"Office Supplies",636.408,3,40,2014,3,5
"F","Yes",4,"Office Supplies",83.168,4,40,2014,3,5
"F","Yes",4,"Technology",1799.97,5,41,2014,5,4
"F","Yes",4,"Furniture",700.056,3,41,2014,5,6
"F","Yes",4,"Office Supplies",2.78,2,42,2015,10,5
"F","Yes",4,"Office Supplies",79.96,2,42,2015,10,5
"F","Yes",4,"Furniture",300.93,5,43,2016,9,6
"F","Yes",4,"Technology",719.96,5,43,2016,9,4
"F","Yes",4,"Office Supplies",4.91,1,44,2017,4,5
"F","Yes",4,"Furniture",204.6664,1,44,2017,5,6
"F","Yes",4,"Office Supplies",2.88,1,44,2017,6,5
"F","Yes",4,"Office Supplies",25.92,4,44,2017,8,5
"F","Yes",4,"Office Supplies",80.48,1,44,2017,9,5
"M","Yes",4,"Office Supplies",5.94,3,39,2014,1,2
"M","Yes",4,"Technology",783.96,4,40,2014,11,3
"M","Yes",4,"Office Supplies",48.896,2,40,2014,11,2
"M","Yes",4,"Office Supplies",7.856,2,40,2014,11,2
"M","Yes",4,"Technology",323.976,3,40,2014,12,3
"M","Yes",4,"Office Supplies",15.552,3,40,2014,12,2
"M","Yes",4,"Office Supplies",32.592,3,40,2014,12,2
"M","Yes",4,"Office Supplies",6.48,1,41,2015,12,2
"M","Yes",4,"Office Supplies",41.86,7,41,2015,12,2
"M","Yes",4,"Technology",1619.91,9,41,2015,12,3
"M","Yes",4,"Furniture",113.92,4,41,2015,12,1
"M","Yes",4,"Technology",107.97,3,42,2017,4,3
"M","Yes",4,"Office Supplies",15.92,5,43,2017,9,2
"M","Yes",4,"Office Supplies",109.92,2,79,2016,5,2
"M","Yes",4,"Office Supplies",19.44,3,79,2016,5,2
"M","Yes",4,"Office Supplies",11.16,2,79,2016,5,2
"M","Yes",4,"Furniture",26.94,3,79,2016,5,1
"M","Yes",4,"Technology",1399.944,7,79,2016,8,3
"M","Yes",4,"Office Supplies",39.808,4,79,2016,11,2
"M","Yes",4,"Office Supplies",18.54,2,79,2016,12,2
"M","Yes",4,"Office Supplies",679.96,5,79,2016,12,2
"M","Yes",4,"Furniture",1685.88,6,39,2016,5,1
"M","Yes",4,"Office Supplies",5.728,2,39,2016,5,2
"M","Yes",4,"Technology",199.98,2,40,2017,3,3
"M","Yes",4,"Technology",183.96,5,40,2017,5,3
"M","Yes",4,"Office Supplies",17.61,3,40,2017,5,2
"M","Yes",4,"Furniture",300.904,1,40,2017,5,1
"M","Yes",4,"Furniture",31.984,2,40,2017,6,1
"M","Yes",4,"Technology",71.984,2,40,2017,6,3
"M","Yes",4,"Furniture",321.568,2,41,2017,11,1
"M","Yes",4,"Office Supplies",244.55,5,41,2017,11,2
"M","Yes",4,"Technology",166.16,8,41,2017,11,3
"M","Yes",4,"Office Supplies",197.72,4,58,2015,11,2
"M","Yes",4,"Office Supplies",182.72,8,59,2016,12,2
"M","Yes",4,"Furniture",400.032,2,59,2016,12,1
"M","Yes",4,"Office Supplies",33.63,3,59,2016,12,2
"M","Yes",4,"Furniture",542.646,3,59,2016,12,1
"M","Yes",4,"Office Supplies",6.3,2,59,2016,12,2
"M","Yes",4,"Office Supplies",13.468,13,59,2017,3,2
"M","Yes",4,"Technology",239.96,5,60,2017,11,3
"M","Yes",4,"Furniture",215.544,4,60,2017,12,1
"F","Yes",4,"Furniture",1573.488,7,63,2014,12,6
"F","Yes",4,"Office Supplies",155.82,7,65,2016,11,5
"F","Yes",4,"Office Supplies",70.008,3,65,2016,11,5
"F","Yes",4,"Furniture",31.56,3,65,2016,11,6
"F","Yes",4,"Office Supplies",1.188,2,66,2017,12,5
"M","Yes",4,"Office Supplies",7.218,3,29,2015,11,2
"M","Yes",4,"Office Supplies",27.2,4,29,2015,11,2
"M","Yes",4,"Furniture",59.99,7,29,2016,1,1
"M","Yes",4,"Office Supplies",2.182,1,30,2016,5,2
"M","Yes",4,"Office Supplies",27.384,7,30,2016,5,2
"M","Yes",4,"Office Supplies",26.406,3,30,2016,5,2
"M","Yes",4,"Office Supplies",92.94,3,30,2016,6,2
"M","Yes",4,"Office Supplies",52.56,3,30,2016,6,2
"M","Yes",4,"Technology",1439.976,4,30,2016,7,3
"M","Yes",4,"Office Supplies",4.956,4,31,2017,2,2
"M","Yes",4,"Office Supplies",146.82,3,31,2017,11,2
"M","Yes",4,"Office Supplies",61.568,2,31,2017,12,2
"F","No",1,"Office Supplies",21.34,2,31,2015,4,5
"F","No",1,"Furniture",544.008,3,32,2016,7,6
"F","No",1,"Office Supplies",1.872,3,32,2016,7,5
"F","No",1,"Furniture",854.352,3,32,2016,7,6
"F","No",1,"Office Supplies",593.568,2,32,2016,7,5
"F","No",1,"Office Supplies",338.04,3,32,2016,7,5
"F","No",1,"Office Supplies",15.936,4,32,2016,9,5
"F","No",1,"Office Supplies",9.78,1,32,2017,1,5
"F","No",1,"Technology",69.98,2,33,2017,4,4
"F","No",1,"Furniture",332.028,9,33,2017,7,6
"F","No",1,"Office Supplies",11.394,9,33,2017,7,5
"F","No",1,"Office Supplies",15.552,3,33,2017,7,5
"F","No",1,"Office Supplies",31.104,6,33,2017,7,5
"F","No",1,"Office Supplies",6.316,1,33,2017,7,5
"F","Yes",3,"Office Supplies",20.016,9,79,2014,6,5
"F","Yes",3,"Office Supplies",3.104,1,79,2014,6,5
"F","Yes",3,"Office Supplies",10.92,6,80,2015,11,5
"F","Yes",3,"Technology",83.9,2,80,2015,11,4
"F","Yes",3,"Office Supplies",19.75,5,80,2015,11,5
"F","Yes",3,"Technology",393.54,3,80,2015,11,4
"F","Yes",3,"Office Supplies",12.42,3,81,2016,10,5
"F","Yes",3,"Furniture",41.37,3,82,2017,11,6
"M","Yes",3,"Technology",321.552,6,21,2014,10,3
"M","Yes",3,"Office Supplies",142.04,4,21,2015,4,2
"M","Yes",3,"Office Supplies",14.67,3,21,2015,4,2
"M","Yes",3,"Technology",748.752,8,22,2015,11,3
"M","Yes",3,"Office Supplies",8.872,1,22,2016,4,2
"M","Yes",3,"Office Supplies",121.104,6,22,2016,4,2
"M","Yes",3,"Office Supplies",40.635,7,22,2016,5,2
"M","Yes",3,"Office Supplies",69.5,5,22,2016,5,2
"M","Yes",3,"Office Supplies",191.6,4,22,2016,5,2
"M","Yes",3,"Furniture",701.372,2,23,2016,9,1
"M","Yes",3,"Office Supplies",2.308,2,23,2016,9,2
"M","Yes",3,"Office Supplies",12.74,7,23,2017,1,2
"M","Yes",3,"Office Supplies",8.82,3,23,2017,1,2
"M","Yes",3,"Furniture",120.784,1,23,2017,1,1
"M","Yes",3,"Office Supplies",82.4,5,23,2017,6,2
"M","Yes",3,"Office Supplies",6.24,2,23,2017,6,2
"M","Yes",3,"Office Supplies",447.84,8,23,2017,6,2
"M","Yes",3,"Technology",41.424,2,23,2017,7,3
"M","Yes",3,"Office Supplies",18.648,7,22,2014,9,2
"M","Yes",3,"Furniture",68.704,2,22,2014,11,1
"M","Yes",3,"Office Supplies",3.132,2,22,2014,11,2
"M","Yes",3,"Office Supplies",22.428,3,22,2014,11,2
"M","Yes",3,"Office Supplies",98.376,3,22,2014,12,2
"M","Yes",3,"Office Supplies",29.94,4,22,2014,12,2
"M","Yes",3,"Office Supplies",17.472,3,22,2014,12,2
"M","Yes",3,"Technology",36.738,1,22,2014,12,3
"M","Yes",3,"Technology",179.94,2,22,2014,12,3
"M","Yes",3,"Office Supplies",186.69,3,23,2015,5,2
"M","Yes",3,"Technology",599.99,1,23,2015,11,3
"M","Yes",3,"Office Supplies",92.064,6,24,2016,2,2
"M","Yes",3,"Office Supplies",6.976,4,24,2016,2,2
"M","Yes",3,"Furniture",62.958,3,24,2016,2,1
"M","Yes",3,"Office Supplies",5.184,1,24,2016,2,2
"M","Yes",3,"Furniture",135.8,7,24,2016,2,1
"M","Yes",3,"Office Supplies",185.88,6,24,2016,6,2
"M","Yes",3,"Office Supplies",12.96,2,24,2016,6,2
"M","Yes",3,"Technology",95.968,4,24,2016,6,3
"M","Yes",3,"Office Supplies",10.368,2,24,2016,6,2
"M","Yes",3,"Furniture",528.43,5,24,2016,7,1
"M","Yes",3,"Office Supplies",41.472,8,24,2016,7,2
"M","Yes",3,"Technology",341.991,3,24,2016,7,3
"M","Yes",3,"Office Supplies",9.78,2,25,2017,4,2
"M","Yes",3,"Office Supplies",54.816,3,25,2017,7,2
"M","Yes",4,"Furniture",31.4,5,38,2015,4,1
"M","Yes",4,"Furniture",9.48,1,38,2015,4,1
"M","Yes",4,"Technology",209.5,10,38,2015,4,3
"M","Yes",4,"Furniture",24.3,5,38,2015,4,1
"M","Yes",4,"Office Supplies",6.48,1,38,2015,4,2
"M","Yes",4,"Furniture",801.568,2,39,2016,9,1
"M","Yes",4,"Office Supplies",368.91,9,39,2016,9,2
"M","Yes",4,"Furniture",885.528,9,39,2016,9,1
"M","Yes",4,"Furniture",10.16,2,40,2017,10,1
"M","Yes",4,"Technology",209.94,6,40,2017,10,3
"M","Yes",4,"Technology",31.984,2,40,2017,10,3
"M","Yes",4,"Office Supplies",5083.96,5,40,2017,10,2
"M","Yes",4,"Furniture",9.64,2,41,2017,10,1
"M","Yes",4,"Office Supplies",38.864,7,41,2017,11,2
"M","No",1,"Furniture",161.28,2,40,2016,8,1
"F","Yes",3,"Office Supplies",13.36,2,29,2014,6,5
"F","Yes",3,"Technology",475.944,7,29,2014,9,4
"F","Yes",3,"Furniture",186.304,4,29,2014,12,6
"F","Yes",3,"Office Supplies",29.304,3,30,2015,3,5
"F","Yes",3,"Office Supplies",2.946,2,30,2015,9,5
"F","Yes",3,"Office Supplies",32.07,5,30,2015,10,5
"F","Yes",3,"Technology",24,2,30,2015,10,4
"F","Yes",3,"Furniture",35.49,1,30,2015,10,6
"F","Yes",3,"Technology",47.984,2,30,2015,10,4
"F","Yes",3,"Office Supplies",28.8,3,31,2016,4,5
"F","Yes",3,"Technology",419.944,7,31,2016,7,4
"F","Yes",3,"Office Supplies",5.904,2,31,2016,12,5
"F","Yes",3,"Office Supplies",13.712,2,31,2016,12,5
"F","Yes",3,"Technology",23.08,2,32,2017,5,4
"M","Yes",4,"Technology",863.88,3,60,2017,10,3
"M","Yes",4,"Office Supplies",21.34,2,30,2015,4,2
"M","Yes",4,"Furniture",544.008,3,31,2016,7,1
"M","Yes",4,"Office Supplies",1.872,3,31,2016,7,2
"M","Yes",4,"Furniture",854.352,3,31,2016,7,1
"M","Yes",4,"Office Supplies",593.568,2,31,2016,7,2
"M","Yes",4,"Office Supplies",338.04,3,31,2016,7,2
"M","Yes",4,"Office Supplies",15.936,4,32,2016,9,2
"M","Yes",4,"Office Supplies",9.78,1,32,2017,1,2
"M","Yes",4,"Technology",69.98,2,32,2017,4,3
"M","Yes",4,"Furniture",332.028,9,32,2017,7,1
"M","Yes",4,"Office Supplies",11.394,9,32,2017,7,2
"M","Yes",4,"Office Supplies",15.552,3,32,2017,7,2
"M","Yes",4,"Office Supplies",31.104,6,32,2017,7,2
"M","Yes",4,"Office Supplies",6.316,1,32,2017,7,2
"M","Yes",3,"Office Supplies",2.368,2,25,2014,4,2
"M","Yes",3,"Office Supplies",19.008,3,25,2014,4,2
"M","Yes",3,"Office Supplies",40.74,3,28,2016,10,2
"M","Yes",3,"Office Supplies",11.67,3,28,2016,10,2
"M","Yes",3,"Office Supplies",18.693,3,28,2016,12,2
"M","Yes",3,"Technology",383.952,6,28,2016,12,3
"M","Yes",3,"Furniture",189.576,1,29,2017,10,1
"M","Yes",3,"Technology",71.96,5,29,2017,10,3
"M","Yes",3,"Office Supplies",4.17,3,29,2017,12,2
"M","Yes",3,"Technology",67.04,4,29,2017,12,3
"M","Yes",3,"Office Supplies",37.32,3,29,2017,12,2
"M","Yes",3,"Office Supplies",18.45,5,29,2017,12,2
"F","Yes",4,"Office Supplies",15,4,50,2014,2,5
"F","Yes",4,"Technology",161.61,1,50,2014,2,4
"F","Yes",4,"Technology",144.95,5,50,2014,2,4
"F","Yes",4,"Furniture",73.915,1,50,2014,9,6
"F","Yes",4,"Office Supplies",38.88,6,51,2015,7,5
"F","Yes",4,"Office Supplies",26.16,4,53,2017,5,5
"F","Yes",4,"Office Supplies",1347.52,8,53,2017,6,5
"F","Yes",4,"Office Supplies",1085.42,7,53,2017,6,5
"M","Yes",4,"Office Supplies",6.912,3,30,2014,4,2
"M","Yes",4,"Technology",383.976,3,30,2014,4,3
"M","Yes",4,"Office Supplies",10.368,2,30,2014,4,2
"M","Yes",4,"Technology",335.944,7,30,2014,4,3
"M","Yes",4,"Furniture",369.912,3,31,2015,4,1
"M","Yes",4,"Office Supplies",434.352,3,32,2015,12,2
"M","Yes",4,"Office Supplies",3.552,2,32,2015,12,2
"M","Yes",4,"Office Supplies",88.832,4,32,2015,12,2
"M","Yes",4,"Furniture",573.174,7,33,2016,8,1
"M","Yes",4,"Office Supplies",73.36,7,33,2016,11,2
"M","Yes",4,"Technology",159.96,5,34,2017,8,3
"M","Yes",4,"Office Supplies",13.76,2,34,2017,8,2
"M","Yes",4,"Office Supplies",31.44,3,34,2017,8,2
"M","Yes",4,"Office Supplies",83.79,7,34,2017,8,2
"M","Yes",4,"Office Supplies",59.52,3,34,2017,8,2
"M","Yes",4,"Office Supplies",31.92,4,34,2017,8,2
"M","Yes",4,"Office Supplies",48.86,7,34,2017,11,2
"F","Yes",4,"Office Supplies",14.304,6,41,2014,7,5
"F","Yes",4,"Furniture",119.833,1,41,2014,7,6
"F","Yes",4,"Office Supplies",5.56,2,41,2014,7,5
"F","Yes",4,"Office Supplies",32.4,5,41,2014,7,5
"F","Yes",4,"Office Supplies",242.94,3,44,2017,1,5
"F","Yes",4,"Technology",179.97,3,44,2017,1,4
"F","Yes",4,"Office Supplies",99.696,6,44,2017,1,5
"F","Yes",4,"Office Supplies",27.936,4,44,2017,1,5
"F","Yes",4,"Furniture",84.98,1,44,2017,1,6
"F","Yes",4,"Office Supplies",18.72,5,44,2017,1,5
"F","Yes",4,"Technology",41.22,1,44,2017,4,4
"F","Yes",4,"Office Supplies",240.37,1,44,2017,4,5
"F","Yes",4,"Technology",119.02,2,44,2017,4,4
"F","Yes",4,"Furniture",32.776,1,44,2017,9,6
"F","Yes",4,"Office Supplies",147.184,2,44,2017,9,5
"F","Yes",4,"Technology",54.384,2,44,2017,9,4
"F","Yes",4,"Office Supplies",76.776,4,44,2017,9,5
"F","Yes",4,"Office Supplies",14.352,3,44,2017,9,5
"F","Yes",4,"Office Supplies",209.792,2,44,2017,9,5
"F","Yes",4,"Technology",176.8,8,26,2014,8,4
"F","Yes",4,"Office Supplies",11.736,3,27,2015,4,5
"F","Yes",4,"Office Supplies",4.784,1,28,2016,6,5
"F","Yes",4,"Office Supplies",4.73,1,28,2016,6,5
"F","Yes",4,"Office Supplies",44.02,2,28,2016,11,5
"F","Yes",4,"Office Supplies",7.968,2,28,2016,12,5
"F","Yes",4,"Technology",1499.97,5,28,2016,12,4
"F","Yes",4,"Technology",258.9,10,29,2017,7,4
"F","Yes",4,"Office Supplies",24.56,2,29,2017,7,5
"F","Yes",4,"Office Supplies",7.536,6,29,2017,11,5
"F","Yes",4,"Office Supplies",1.408,2,29,2017,11,5
"F","Yes",4,"Office Supplies",4.144,4,29,2017,11,5
"F","Yes",4,"Office Supplies",52.752,3,29,2017,11,5
"F","Yes",4,"Office Supplies",59.94,3,29,2017,11,5
"F","Yes",4,"Office Supplies",45.36,4,29,2017,11,5
"F","Yes",4,"Office Supplies",26.4,5,29,2017,11,5
"F","Yes",4,"Office Supplies",41.4,4,29,2017,11,5
"F","Yes",4,"Technology",16.95,1,29,2017,11,4
"F","Yes",4,"Office Supplies",2.88,1,29,2017,11,5
"F","Yes",4,"Office Supplies",1443.96,12,29,2017,11,5
"M","Yes",4,"Office Supplies",16.52,4,55,2015,8,2
"M","Yes",4,"Furniture",275.058,3,55,2015,12,1
"M","Yes",4,"Technology",1079.85,3,57,2017,9,3
"M","Yes",4,"Office Supplies",70.98,1,57,2017,9,2
"M","Yes",4,"Office Supplies",29.95,5,57,2017,9,2
"M","Yes",4,"Furniture",589.41,5,57,2017,9,1
"M","Yes",4,"Office Supplies",5.682,1,57,2017,11,2
"F","Yes",4,"Office Supplies",5,1,58,2015,11,5
"F","Yes",4,"Technology",371.97,3,58,2015,11,4
"F","Yes",4,"Office Supplies",1.408,1,59,2016,10,5
"F","Yes",4,"Furniture",169.568,2,59,2016,10,6
"F","Yes",4,"Office Supplies",19.83,1,59,2017,3,5
"F","Yes",4,"Furniture",25.83,3,60,2017,11,6
"M","Yes",3,"Technology",55.984,2,22,2015,6,3
"M","Yes",3,"Furniture",129.93,3,22,2015,9,1
"M","Yes",3,"Office Supplies",69.93,7,22,2015,9,2
"M","Yes",3,"Office Supplies",28.85,5,23,2016,10,2
"M","Yes",3,"Office Supplies",93.06,6,23,2016,10,2
"M","Yes",3,"Technology",302.376,3,23,2016,10,3
"M","Yes",3,"Office Supplies",5.904,2,24,2017,5,2
"M","Yes",3,"Technology",54.368,4,24,2017,5,3
"M","Yes",3,"Furniture",219.075,3,24,2017,11,1
"F","Yes",4,"Office Supplies",220.776,3,37,2014,7,5
"F","Yes",4,"Office Supplies",281.424,11,37,2014,7,5
"F","Yes",4,"Office Supplies",5.46,3,37,2014,9,5
"F","Yes",4,"Office Supplies",14.496,3,38,2015,3,5
"F","Yes",4,"Furniture",301.47,3,39,2016,3,6
"F","Yes",4,"Office Supplies",18.656,2,39,2016,3,5
"F","Yes",4,"Office Supplies",12.48,2,40,2017,6,5
"F","Yes",4,"Office Supplies",37.608,3,40,2017,6,5
"F","Yes",4,"Office Supplies",272.048,7,40,2017,8,5
"F","Yes",4,"Office Supplies",1614.582,6,40,2017,8,5
"F","Yes",4,"Office Supplies",24.32,5,40,2017,8,5
"F","Yes",4,"Technology",1.584,2,40,2017,8,4
"F","Yes",4,"Furniture",31.984,1,40,2017,8,6
"F","Yes",4,"Office Supplies",14.76,5,40,2017,8,5
"F","Yes",4,"Furniture",423.648,2,40,2017,8,6
"F","Yes",4,"Office Supplies",8.928,2,40,2017,9,5
"F","Yes",4,"Office Supplies",47.584,2,40,2017,9,5
"F","Yes",4,"Office Supplies",4.36,2,40,2017,11,5
"M","Yes",4,"Office Supplies",36.36,3,43,2014,10,2
"M","Yes",4,"Office Supplies",10.368,2,43,2015,1,2
"M","Yes",4,"Furniture",21.936,2,44,2015,9,1
"M","Yes",4,"Office Supplies",6.588,3,44,2015,9,2
"M","Yes",4,"Office Supplies",77.55,5,44,2015,10,2
"M","Yes",4,"Furniture",301.96,2,44,2015,11,1
"M","Yes",4,"Office Supplies",555.21,5,44,2015,11,2
"M","Yes",4,"Office Supplies",523.48,4,44,2015,11,2
"M","Yes",4,"Office Supplies",161.82,9,44,2015,11,2
"M","Yes",4,"Furniture",1403.92,5,45,2016,10,1
"M","Yes",4,"Office Supplies",29.664,4,46,2017,8,2
"M","Yes",4,"Office Supplies",9.184,7,46,2017,8,2
"M","Yes",4,"Technology",153.584,2,46,2017,8,3
"M","Yes",4,"Office Supplies",12.864,8,46,2017,8,2
"M","Yes",4,"Office Supplies",2.655,1,46,2017,9,2
"M","Yes",4,"Office Supplies",10.848,2,46,2017,11,2
"M","Yes",4,"Technology",18.544,2,46,2017,11,3
"F","Yes",4,"Furniture",39.88,2,47,2014,12,6
"F","Yes",4,"Furniture",79.44,3,47,2014,12,6
"F","Yes",4,"Furniture",392.94,3,48,2015,10,6
"F","Yes",4,"Office Supplies",45.36,7,48,2015,10,5
"F","Yes",4,"Furniture",1454.9,5,48,2016,4,6
"M","Yes",4,"Technology",178.384,2,78,2014,8,3
"M","Yes",4,"Office Supplies",15.552,3,78,2014,8,2
"M","Yes",4,"Technology",559.71,3,78,2014,9,3
"M","Yes",4,"Office Supplies",46.62,9,79,2015,9,2
