"","gender","MaritalStatus","Familysize","ProductCategory","Sales","Quantity","prodbin","Age","Billyear","Billmonth"
"1225","F","No",1,"Office Supplies",62.24,8,5,38,2015,11
"1226","M","No",1,"Office Supplies",25.06,7,6,44,2017,11
"1227","M","No",1,"Office Supplies",8.134,7,5,41,2014,3
"1228","M","No",1,"Office Supplies",3.304,1,6,44,2017,7
"1229","M","No",1,"Technology",79.984,2,9,41,2014,3
"1230","M","No",1,"Office Supplies",4.312,2,5,43,2016,8
"1231","M","No",1,"Office Supplies",59.52,3,4,44,2017,5
"1232","M","No",1,"Office Supplies",34.4,5,7,44,2017,5
"1233","M","No",1,"Office Supplies",39.128,1,8,41,2014,12
"1234","M","No",1,"Office Supplies",15.7,5,7,44,2017,5
"1235","F","Yes",4,"Office Supplies",19.44,3,7,49,2017,12
"1236","F","Yes",4,"Office Supplies",15.48,3,4,47,2015,7
"1237","F","Yes",4,"Office Supplies",5.88,1,7,46,2014,11
"1238","F","Yes",4,"Office Supplies",51.45,3,8,49,2017,1
"1239","F","Yes",4,"Furniture",51.072,6,2,47,2015,6
"1240","F","Yes",4,"Furniture",897.15,3,1,49,2017,12
"1241","F","Yes",4,"Office Supplies",11.96,2,7,49,2017,1
"1242","F","Yes",4,"Office Supplies",163.96,4,6,49,2017,4
"1243","F","Yes",4,"Furniture",600.558,3,2,46,2014,12
"1244","F","Yes",4,"Technology",163.96,4,9,49,2017,11
"1245","F","Yes",4,"Office Supplies",1126.02,3,8,49,2017,1
"1246","F","Yes",4,"Technology",2999.95,5,9,49,2017,1
"1247","F","Yes",2,"Technology",59.96,5,10,18,2016,9
"1248","F","Yes",2,"Office Supplies",64.4,5,8,19,2017,5
"1249","F","Yes",2,"Office Supplies",19.46,7,3,18,2016,12
"1250","F","Yes",2,"Office Supplies",440.19,9,7,19,2017,5
"1251","F","Yes",2,"Office Supplies",8.72,5,6,17,2015,11
"1252","F","Yes",2,"Technology",91.176,3,8,17,2015,11
"1253","F","Yes",2,"Technology",69.93,7,10,19,2017,3
"1254","F","Yes",2,"Office Supplies",15.552,3,7,16,2014,8
"1255","F","Yes",2,"Technology",69.98,2,9,18,2016,1
"1256","F","Yes",2,"Office Supplies",70.368,2,4,18,2016,9
"1257","F","Yes",2,"Technology",159.968,4,9,17,2015,11
"1258","F","Yes",2,"Office Supplies",19.44,3,7,16,2014,4
"1259","F","Yes",2,"Office Supplies",60.34,7,3,18,2016,12
"1260","F","Yes",2,"Technology",19.8,5,10,17,2015,4
"1261","F","Yes",2,"Office Supplies",89.82,6,8,17,2015,3
"1262","F","Yes",2,"Technology",99.98,2,9,16,2014,4
"1263","F","Yes",2,"Office Supplies",1.984,2,6,16,2014,12
"1264","F","Yes",2,"Furniture",1013.832,9,1,16,2014,12
"1265","F","Yes",2,"Furniture",79.92,4,2,18,2016,1
"1266","F","Yes",2,"Office Supplies",12.96,2,7,16,2014,4
"1267","F","Yes",2,"Office Supplies",9.762,2,4,17,2015,9
"1268","F","Yes",2,"Office Supplies",232.55,5,8,16,2014,4
"1269","F","Yes",2,"Office Supplies",34.65,3,4,17,2015,4
"1270","M","No",1,"Office Supplies",20.07,3,6,29,2017,6
"1271","M","No",1,"Office Supplies",208.16,1,3,26,2014,5
"1272","M","No",1,"Office Supplies",37.24,4,8,29,2017,8
"1273","M","No",1,"Office Supplies",22.74,3,4,27,2015,4
"1274","M","No",1,"Office Supplies",242.94,3,8,28,2016,2
"1275","M","No",1,"Furniture",4007.84,10,1,26,2014,11
"1276","M","No",1,"Furniture",44.46,2,3,28,2016,2
"1277","M","No",1,"Office Supplies",2152.776,3,5,26,2014,11
"1278","M","No",1,"Office Supplies",35,7,6,29,2017,8
"1279","M","No",1,"Office Supplies",5.04,2,8,26,2014,5
"1280","M","No",1,"Office Supplies",15.28,2,6,29,2017,8
"1281","M","No",1,"Furniture",899.43,5,2,29,2017,5
"1282","M","No",1,"Office Supplies",17.96,5,4,26,2014,5
"1283","M","No",1,"Furniture",1267.53,3,1,27,2015,4
"1284","M","No",1,"Technology",156.792,1,10,28,2016,12
"1285","M","No",1,"Office Supplies",70.88,2,7,28,2016,2
"1286","M","No",1,"Office Supplies",248.08,7,7,28,2016,12
"1287","M","No",1,"Technology",1379.92,8,9,27,2015,4
"1288","M","No",1,"Office Supplies",10.824,3,6,29,2017,11
"1289","M","No",1,"Office Supplies",35.89,1,5,28,2016,12
"1290","M","No",1,"Office Supplies",189.7,5,6,28,2016,12
"1291","M","No",1,"Technology",7.992,1,10,29,2017,5
"1292","M","No",1,"Office Supplies",47.952,3,6,29,2017,5
"1293","M","No",1,"Office Supplies",46.2,5,4,29,2017,5
"1294","M","No",1,"Technology",431.976,3,10,28,2016,12
"1295","M","No",1,"Office Supplies",33.568,2,5,28,2016,6
"1296","M","No",1,"Office Supplies",59.808,3,5,28,2016,12
"1297","M","No",1,"Office Supplies",47.208,7,5,28,2016,12
"1298","M","No",1,"Office Supplies",76.864,2,7,29,2017,5
"1299","F","Yes",3,"Office Supplies",11.76,4,4,30,2014,12
"1300","F","Yes",3,"Office Supplies",18.9,3,6,32,2016,7
"1301","F","Yes",3,"Technology",196.776,3,10,33,2017,12
"1302","F","Yes",3,"Office Supplies",54.32,4,3,33,2017,12
"1303","F","Yes",3,"Office Supplies",22.83,3,7,33,2017,12
"1304","F","Yes",3,"Office Supplies",1.78,1,4,31,2015,12
"1305","F","Yes",3,"Furniture",19.312,2,3,32,2016,8
"1306","F","Yes",3,"Office Supplies",25.92,4,6,31,2015,12
"1307","F","Yes",3,"Technology",101.94,6,9,31,2015,12
"1308","F","Yes",4,"Office Supplies",51.45,3,8,38,2014,12
"1309","F","Yes",4,"Office Supplies",20.16,7,6,40,2016,10
"1310","F","Yes",4,"Office Supplies",10.98,1,3,38,2014,12
"1311","F","Yes",4,"Office Supplies",12.35,5,6,38,2014,2
"1312","F","Yes",4,"Office Supplies",7.86,3,6,38,2014,12
"1313","F","Yes",4,"Office Supplies",37.056,3,5,38,2014,12
"1314","F","Yes",4,"Office Supplies",12.96,2,7,40,2016,10
"1315","F","Yes",4,"Office Supplies",29.46,6,6,40,2016,10
"1316","F","Yes",4,"Office Supplies",13.36,2,7,40,2016,11
"1317","F","Yes",4,"Office Supplies",868.59,3,3,40,2016,10
"1318","F","Yes",4,"Office Supplies",121.6,4,4,40,2016,10
"1319","F","Yes",4,"Technology",59.97,3,9,40,2016,11
"1320","F","Yes",4,"Technology",5.5,1,10,40,2016,10
"1321","F","Yes",4,"Furniture",601.536,4,2,39,2015,9
"1322","F","Yes",4,"Office Supplies",7.9,2,6,39,2015,9
"1323","M","Yes",4,"Office Supplies",196.62,2,6,28,2014,11
"1324","M","Yes",4,"Office Supplies",579.51,3,8,31,2017,2
"1325","M","Yes",4,"Furniture",9.94,2,2,31,2017,8
"1326","M","Yes",4,"Office Supplies",15.96,2,7,28,2014,11
"1327","M","Yes",4,"Office Supplies",144.12,3,7,28,2014,11
"1328","M","Yes",4,"Technology",37.91,1,10,31,2017,8
"1329","M","Yes",4,"Office Supplies",151.92,4,3,28,2014,11
"1330","M","Yes",4,"Furniture",88.02,3,2,31,2017,8
"1331","M","Yes",4,"Office Supplies",107.424,9,5,31,2017,8
"1332","M","Yes",4,"Furniture",15.712,4,2,29,2015,9
"1333","M","Yes",4,"Office Supplies",15.552,3,7,29,2015,9
"1334","M","Yes",4,"Furniture",55.968,1,2,29,2015,9
"1335","M","Yes",4,"Technology",370.782,3,10,31,2017,11
"1336","M","Yes",4,"Technology",14.99,1,10,31,2017,2
"1337","M","Yes",4,"Office Supplies",24.672,2,8,29,2015,9
"1338","M","Yes",4,"Furniture",40.48,2,2,31,2017,8
"1339","F","Yes",4,"Technology",374.376,3,10,46,2017,12
"1340","F","Yes",4,"Office Supplies",3.592,1,5,45,2016,4
"1341","F","Yes",4,"Office Supplies",33.9,5,7,45,2016,12
"1342","F","Yes",4,"Office Supplies",63.84,8,8,45,2016,4
"1343","F","Yes",4,"Office Supplies",20.65,5,6,45,2016,1
"1344","F","Yes",4,"Office Supplies",44.4,3,6,45,2016,1
"1345","F","Yes",4,"Office Supplies",30.672,3,5,43,2014,12
"1346","F","Yes",4,"Furniture",1317.492,6,1,45,2016,4
"1347","F","Yes",4,"Office Supplies",8.64,3,4,43,2014,12
"1348","F","Yes",4,"Technology",1079.976,4,9,43,2014,12
"1349","F","Yes",4,"Technology",7.88,4,9,46,2017,11
"1350","F","Yes",4,"Furniture",211.372,2,3,44,2015,4
"1351","F","Yes",4,"Furniture",609.98,4,3,44,2015,4
"1352","F","Yes",4,"Technology",239.976,3,10,44,2015,4
"1353","F","Yes",4,"Office Supplies",4.28,1,7,39,2017,12
"1354","F","Yes",4,"Furniture",273.06,2,3,39,2017,12
"1355","F","Yes",4,"Office Supplies",118.25,5,8,39,2017,12
"1356","F","Yes",4,"Office Supplies",67.86,6,5,39,2017,12
"1357","F","Yes",4,"Technology",235.152,8,10,38,2016,10
"1358","F","Yes",4,"Technology",15.576,3,8,38,2016,7
"1359","F","Yes",4,"Office Supplies",39.312,13,6,39,2017,12
"1360","F","Yes",4,"Technology",390.75,5,9,39,2017,11
"1361","F","Yes",4,"Office Supplies",13.023,1,4,39,2017,12
"1362","F","Yes",4,"Furniture",14.98,1,2,38,2016,3
"1363","F","Yes",4,"Furniture",20.32,4,2,38,2016,3
"1364","F","Yes",4,"Technology",552,10,10,39,2017,4
"1365","F","Yes",4,"Technology",158.928,7,9,39,2017,12
"1366","F","Yes",4,"Office Supplies",77.55,5,8,40,2016,11
"1367","F","Yes",4,"Office Supplies",25.71,3,8,40,2016,2
"1368","F","Yes",4,"Office Supplies",7.24,5,6,39,2015,9
"1369","F","Yes",4,"Furniture",266.352,3,2,39,2015,7
"1370","F","Yes",4,"Office Supplies",140.75,5,4,40,2016,11
"1371","F","Yes",4,"Office Supplies",8.67,3,6,40,2016,2
"1372","F","Yes",4,"Office Supplies",68.742,9,4,41,2017,3
"1373","F","Yes",4,"Office Supplies",34.68,6,7,38,2014,12
"1374","F","Yes",4,"Office Supplies",36.63,3,8,40,2016,11
"1375","F","Yes",4,"Furniture",66.645,3,3,41,2017,10
"1376","F","Yes",4,"Furniture",652.45,5,3,41,2017,10
"1377","F","Yes",4,"Technology",115.36,7,8,38,2014,2
"1378","F","Yes",4,"Office Supplies",24.88,2,8,40,2016,11
"1379","F","Yes",4,"Office Supplies",56.45,5,8,40,2016,2
"1380","F","Yes",3,"Office Supplies",1.632,1,5,33,2014,11
"1381","F","Yes",3,"Office Supplies",23.36,2,5,35,2016,1
"1382","F","Yes",3,"Office Supplies",90.86,7,3,36,2017,3
"1383","F","Yes",3,"Technology",267.96,5,10,33,2014,11
"1384","M","Yes",4,"Office Supplies",12.645,5,5,41,2014,3
"1385","M","Yes",4,"Furniture",135.3,5,2,44,2017,9
"1386","M","Yes",4,"Office Supplies",19.92,4,7,42,2015,9
"1387","M","Yes",4,"Office Supplies",4.032,2,4,41,2014,3
"1388","M","Yes",4,"Office Supplies",160.72,14,7,42,2015,9
"1389","M","Yes",4,"Technology",140.376,3,10,42,2015,6
"1390","M","Yes",4,"Technology",113.52,4,9,44,2017,9
"1391","M","Yes",4,"Furniture",1125.488,7,2,41,2014,3
"1392","M","Yes",4,"Furniture",355.36,4,2,42,2015,6
"1393","M","Yes",4,"Office Supplies",7.3,2,8,42,2015,9
"1394","M","Yes",4,"Furniture",590.058,7,1,63,2015,12
"1395","M","Yes",4,"Office Supplies",552.56,4,8,64,2016,5
"1396","M","Yes",4,"Office Supplies",14.04,3,4,63,2015,12
"1397","F","Yes",4,"Office Supplies",1000.02,7,8,31,2017,12
"1398","F","Yes",4,"Office Supplies",98.46,9,5,29,2015,7
"1399","F","Yes",4,"Office Supplies",221.96,2,8,29,2015,12
"1400","F","Yes",4,"Furniture",436.704,6,2,31,2017,4
"1401","F","Yes",4,"Furniture",358.58,2,3,29,2015,7
"1402","F","Yes",4,"Office Supplies",34.5,3,5,31,2017,5
"1403","F","Yes",4,"Furniture",65.94,3,2,31,2017,8
"1404","F","Yes",4,"Office Supplies",9.552,3,4,31,2017,7
"1405","F","Yes",4,"Technology",236,4,8,29,2015,12
"1406","F","Yes",4,"Office Supplies",2793.528,9,5,31,2017,8
"1407","F","Yes",4,"Office Supplies",1000.02,7,8,31,2017,8
"1408","F","Yes",4,"Office Supplies",465.18,3,8,29,2015,1
"1409","M","Yes",4,"Furniture",48.712,1,2,70,2014,3
"1410","M","Yes",4,"Office Supplies",17.94,3,4,70,2014,3
"1411","M","Yes",4,"Office Supplies",242.94,3,8,70,2014,3
"1412","M","Yes",4,"Technology",221.98,2,10,72,2016,11
"1413","M","Yes",4,"Furniture",341.96,2,1,72,2016,11
"1414","M","Yes",4,"Office Supplies",12.624,2,8,70,2014,2
"1415","M","Yes",4,"Office Supplies",48.86,7,8,41,2017,11
"1416","M","Yes",4,"Office Supplies",6.912,3,6,38,2014,4
"1417","M","Yes",4,"Office Supplies",31.44,3,8,41,2017,8
"1418","M","Yes",4,"Office Supplies",13.76,2,4,41,2017,8
"1419","M","Yes",4,"Technology",159.96,5,10,41,2017,8
"1420","M","Yes",4,"Furniture",573.174,7,2,40,2016,8
"1421","M","Yes",4,"Office Supplies",434.352,3,3,39,2015,12
"1422","M","Yes",4,"Office Supplies",59.52,3,3,41,2017,8
"1423","M","Yes",4,"Office Supplies",31.92,4,8,41,2017,8
"1424","M","Yes",4,"Office Supplies",73.36,7,8,40,2016,11
"1425","M","Yes",4,"Office Supplies",83.79,7,3,41,2017,8
"1426","M","Yes",4,"Technology",383.976,3,9,38,2014,4
"1427","M","Yes",4,"Technology",335.944,7,9,38,2014,4
"1428","M","Yes",4,"Office Supplies",3.552,2,3,39,2015,12
"1429","M","Yes",4,"Office Supplies",10.368,2,6,38,2014,4
"1430","M","Yes",4,"Office Supplies",88.832,4,3,39,2015,12
"1431","M","Yes",4,"Furniture",369.912,3,3,39,2015,4
"1432","F","Yes",4,"Office Supplies",704.76,5,8,55,2016,7
"1433","F","Yes",4,"Office Supplies",8.226,3,5,54,2015,12
"1434","F","Yes",4,"Office Supplies",27.396,3,5,55,2016,7
"1435","F","Yes",4,"Office Supplies",12.39,3,6,84,2017,11
"1436","F","Yes",4,"Technology",35.88,3,10,84,2017,10
"1437","F","Yes",4,"Office Supplies",11.56,2,7,84,2017,10
"1438","F","Yes",4,"Office Supplies",200.984,7,5,82,2015,9
"1439","F","Yes",4,"Office Supplies",26.4,5,7,84,2017,10
"1440","F","Yes",4,"Furniture",69.08,11,2,84,2017,10
"1441","F","Yes",4,"Office Supplies",67.15,5,8,81,2014,11
"1442","F","Yes",4,"Furniture",292.272,6,1,81,2014,12
"1443","F","Yes",4,"Office Supplies",142.86,1,8,81,2014,12
"1444","F","No",1,"Furniture",77.952,3,2,65,2015,12
"1445","F","No",1,"Technology",23.472,3,9,64,2014,10
"1446","F","No",1,"Office Supplies",9.344,2,4,65,2015,12
"1447","F","No",1,"Technology",1799.97,3,9,64,2014,9
"1448","F","No",1,"Technology",246.384,2,10,64,2014,9
"1449","F","No",1,"Office Supplies",95.97,5,5,65,2015,12
"1450","F","No",1,"Technology",105.584,2,10,65,2015,12
"1451","F","Yes",4,"Office Supplies",81.96,2,8,43,2015,10
"1452","F","Yes",4,"Office Supplies",108.92,14,7,42,2014,3
"1453","F","Yes",4,"Furniture",321.568,2,1,45,2017,11
"1454","F","Yes",4,"Technology",17.9,2,9,43,2015,10
"1455","F","Yes",4,"Furniture",283.92,5,2,45,2017,11
"1456","F","Yes",4,"Office Supplies",186.048,6,7,44,2016,12
"1457","F","Yes",4,"Office Supplies",167.96,2,5,45,2017,11
"1458","F","Yes",4,"Office Supplies",286.79,7,4,43,2015,2
"1459","F","Yes",4,"Office Supplies",35.1,6,4,45,2017,5
"1460","F","Yes",4,"Office Supplies",16.38,9,4,45,2017,11
"1461","F","Yes",4,"Office Supplies",12.96,2,7,45,2017,11
"1462","M","Yes",3,"Technology",111.79,7,9,20,2014,11
"1463","M","Yes",3,"Office Supplies",32.784,4,3,21,2015,7
"1464","M","Yes",3,"Technology",101.994,2,9,20,2014,10
"1465","M","Yes",3,"Office Supplies",9.87,3,7,21,2015,3
"1466","M","Yes",3,"Office Supplies",212.64,6,7,21,2015,3
"1467","M","Yes",3,"Office Supplies",735.98,2,5,23,2017,12
"1468","M","Yes",3,"Office Supplies",7.44,3,4,20,2014,11
"1469","M","Yes",3,"Furniture",19.92,3,3,21,2015,3
"1470","M","Yes",3,"Office Supplies",22.96,7,4,23,2017,11
"1471","M","Yes",3,"Office Supplies",40.2,5,5,23,2017,12
"1472","M","Yes",3,"Office Supplies",7.98,3,4,20,2014,3
"1473","M","Yes",3,"Furniture",725.344,4,2,20,2014,11
"1474","M","Yes",3,"Technology",539.92,5,10,20,2014,11
"1475","M","Yes",3,"Technology",53.25,3,9,21,2015,3
"1476","M","Yes",3,"Office Supplies",22.75,7,3,23,2017,12
"1477","M","Yes",3,"Office Supplies",18.264,2,5,20,2014,10
"1478","M","Yes",4,"Office Supplies",193.8,5,7,38,2015,8
"1479","M","Yes",4,"Technology",158.376,4,10,40,2017,6
"1480","M","Yes",4,"Technology",251.91,9,9,38,2015,8
"1481","M","Yes",4,"Office Supplies",27.744,6,6,40,2017,6
"1482","M","Yes",4,"Office Supplies",97.88,2,7,38,2015,8
"1483","M","Yes",4,"Office Supplies",8.64,3,6,38,2015,8
"1484","M","Yes",4,"Office Supplies",3.798,2,5,40,2017,6
"1485","M","Yes",4,"Office Supplies",21.4,5,7,38,2015,8
"1486","M","Yes",4,"Office Supplies",24.816,2,8,38,2015,12
"1487","M","Yes",4,"Technology",799.96,4,9,40,2017,2
"1488","M","Yes",4,"Office Supplies",542.94,3,3,38,2015,8
"1489","M","Yes",4,"Office Supplies",6.63,3,4,40,2017,2
"1490","M","Yes",4,"Furniture",107.53,1,2,40,2017,2
"1491","M","Yes",4,"Office Supplies",25.86,3,3,38,2015,8
"1492","F","Yes",4,"Office Supplies",8.39,1,3,38,2015,9
"1493","F","Yes",4,"Furniture",61.96,4,1,37,2014,1
"1494","F","Yes",4,"Office Supplies",33.4,5,4,39,2016,9
"1495","F","Yes",4,"Office Supplies",2.862,3,5,37,2014,8
"1496","F","Yes",4,"Furniture",701.96,2,1,40,2017,11
"1497","F","Yes",4,"Technology",167.968,4,10,37,2014,12
"1498","F","Yes",4,"Office Supplies",20.856,8,5,37,2014,8
"1499","F","Yes",4,"Technology",337.98,2,10,38,2015,9
"1500","F","Yes",4,"Office Supplies",1113.024,8,4,37,2014,12
"1501","F","Yes",4,"Office Supplies",6.528,4,5,37,2014,8
"1502","F","Yes",4,"Office Supplies",9.584,1,5,44,2016,5
"1503","F","Yes",4,"Furniture",37.68,2,3,43,2015,4
"1504","F","Yes",4,"Technology",258.576,2,10,43,2015,4
"1505","F","Yes",4,"Technology",257.98,2,10,42,2014,10
"1506","F","Yes",4,"Office Supplies",19.92,4,6,43,2015,11
"1507","F","Yes",4,"Furniture",1106.91,9,2,43,2015,11
"1508","F","Yes",4,"Office Supplies",75.84,2,3,43,2015,4
"1509","F","Yes",4,"Office Supplies",16.032,6,4,43,2015,2
"1510","F","Yes",4,"Office Supplies",4.419,3,4,43,2015,2
"1511","F","Yes",4,"Furniture",399.672,7,3,45,2017,3
"1512","M","Yes",4,"Office Supplies",8.448,2,6,36,2017,11
"1513","M","Yes",4,"Furniture",512.19,5,3,36,2017,9
"1514","M","Yes",4,"Office Supplies",164.88,3,6,36,2017,9
"1515","M","Yes",4,"Office Supplies",10.56,2,6,35,2016,10
"1516","M","Yes",4,"Technology",56.4,3,9,33,2014,5
"1517","M","Yes",4,"Office Supplies",14.96,4,6,35,2016,11
"1518","M","Yes",4,"Office Supplies",45.576,3,4,35,2016,5
"1519","M","Yes",4,"Office Supplies",1.556,2,3,36,2017,9
"1520","M","Yes",4,"Office Supplies",44.94,3,8,35,2016,5
"1521","M","Yes",4,"Office Supplies",39.296,4,8,36,2017,11
"1522","M","Yes",4,"Technology",63.96,4,9,36,2017,8
"1523","M","Yes",4,"Office Supplies",10.272,3,7,36,2017,9
"1524","M","Yes",4,"Technology",686.4,2,9,35,2016,11
"1525","F","Yes",4,"Office Supplies",239.5,5,7,48,2016,9
"1526","F","Yes",4,"Office Supplies",14.304,6,7,47,2015,1
"1527","F","Yes",4,"Technology",703.968,4,10,46,2014,11
"1528","F","Yes",4,"Office Supplies",27.52,4,7,49,2017,12
"1529","F","Yes",4,"Office Supplies",7.824,1,5,49,2017,12
"1530","F","Yes",4,"Office Supplies",62.65,7,7,46,2014,11
"1531","F","Yes",4,"Office Supplies",7.632,3,8,46,2014,8
"1532","F","Yes",4,"Furniture",222.666,2,1,46,2014,11
"1533","F","Yes",4,"Furniture",459.92,4,1,49,2017,12
"1534","F","Yes",4,"Office Supplies",61.06,2,6,49,2017,12
"1535","F","Yes",4,"Office Supplies",1089.75,3,3,49,2017,12
"1536","F","Yes",4,"Technology",178.11,3,9,49,2017,12
"1537","F","Yes",4,"Office Supplies",32.4,5,6,48,2016,8
"1538","F","Yes",4,"Office Supplies",340.92,3,8,46,2014,11
"1539","F","Yes",4,"Office Supplies",92.52,6,8,46,2014,11
"1540","F","Yes",4,"Office Supplies",94.85,5,7,46,2014,11
"1541","M","Yes",3,"Office Supplies",4.662,3,5,25,2015,11
"1542","M","Yes",3,"Office Supplies",1.362,1,5,25,2015,8
"1543","M","Yes",3,"Furniture",523.92,5,2,25,2015,11
"1544","M","Yes",3,"Technology",100.792,1,10,25,2015,11
"1545","M","Yes",3,"Office Supplies",70.88,2,6,26,2016,8
"1546","M","Yes",3,"Office Supplies",11.76,5,4,25,2015,11
"1547","M","Yes",3,"Furniture",11.568,3,2,26,2016,10
"1548","M","Yes",3,"Furniture",146.136,3,2,25,2015,11
"1549","M","Yes",3,"Office Supplies",87.84,8,3,26,2016,5
"1550","M","Yes",3,"Furniture",177.68,2,2,24,2014,4
"1551","M","Yes",3,"Furniture",2275.5,10,3,26,2016,5
"1552","M","Yes",3,"Office Supplies",116.4,8,5,25,2015,12
"1553","M","Yes",3,"Furniture",863.128,7,3,26,2016,7
"1554","M","Yes",3,"Technology",361.376,2,10,26,2016,11
"1555","M","Yes",3,"Office Supplies",33.488,7,8,25,2015,8
"1556","M","Yes",3,"Technology",1979.7,6,9,26,2016,5
"1557","M","Yes",3,"Office Supplies",5.238,2,5,25,2015,11
"1558","M","Yes",3,"Technology",946.344,7,10,25,2015,5
"1559","M","Yes",3,"Office Supplies",23.04,3,8,25,2015,8
"1560","M","Yes",3,"Technology",52.68,3,10,26,2016,10
"1561","M","Yes",3,"Furniture",14.76,5,2,25,2015,8
"1562","M","Yes",3,"Office Supplies",17.94,3,6,25,2015,5
"1563","M","Yes",3,"Office Supplies",62.1,6,6,26,2016,5
"1564","M","Yes",4,"Furniture",121.96,2,2,77,2016,6
"1565","M","Yes",4,"Technology",989.97,3,9,76,2015,6
"1566","M","Yes",4,"Office Supplies",38.376,3,5,77,2016,12
"1567","M","Yes",4,"Office Supplies",5.715,5,5,78,2017,3
"1568","M","Yes",4,"Office Supplies",8.74,2,3,77,2016,6
"1569","M","Yes",4,"Office Supplies",49.12,4,7,78,2017,10
"1570","M","Yes",4,"Technology",119.98,2,9,76,2015,6
"1571","M","Yes",4,"Office Supplies",275.24,4,3,77,2016,6
"1572","M","Yes",4,"Furniture",18.84,3,2,78,2017,7
"1573","M","Yes",4,"Office Supplies",61.96,2,7,77,2016,6
"1574","M","Yes",4,"Office Supplies",7.96,2,5,77,2016,6
"1575","M","Yes",3,"Office Supplies",40.736,2,4,45,2017,11
"1576","M","Yes",3,"Office Supplies",37,5,7,43,2015,11
"1577","M","Yes",3,"Technology",27.6,4,9,42,2014,5
"1578","M","Yes",3,"Office Supplies",11.76,4,4,45,2017,11
"1579","M","Yes",3,"Office Supplies",33.96,2,5,43,2015,11
"1580","M","Yes",3,"Technology",37.6,2,9,43,2015,11
"1581","M","Yes",3,"Technology",57.408,6,10,42,2014,5
"1582","M","Yes",3,"Office Supplies",826.11,3,3,43,2015,11
"1583","M","Yes",3,"Technology",59.9,2,9,43,2015,11
"1584","M","Yes",3,"Office Supplies",14.352,3,7,44,2016,5
"1585","M","Yes",3,"Office Supplies",9.248,2,7,44,2016,11
"1586","M","Yes",3,"Office Supplies",26.4,5,7,45,2017,11
"1587","M","Yes",3,"Office Supplies",38.016,6,7,45,2017,5
"1588","M","Yes",3,"Office Supplies",11.808,2,4,40,2017,12
"1589","M","Yes",3,"Office Supplies",16.256,2,4,40,2017,4
"1590","M","Yes",3,"Office Supplies",18.76,2,8,40,2017,1
"1591","M","Yes",3,"Technology",5.94,3,10,37,2014,3
"1592","M","Yes",3,"Technology",67.8,4,9,40,2017,1
"1593","M","Yes",3,"Office Supplies",2.52,2,6,40,2017,1
"1594","M","Yes",3,"Technology",12.12,4,9,40,2017,1
"1595","M","Yes",3,"Office Supplies",11.34,1,7,40,2017,1
"1596","M","Yes",3,"Furniture",687.4,5,1,38,2015,8
"1597","M","Yes",3,"Furniture",18.96,2,2,40,2017,1
"1598","M","Yes",3,"Technology",219.184,2,10,40,2017,4
"1599","M","Yes",3,"Technology",159.8,4,9,40,2017,1
"1600","M","Yes",3,"Office Supplies",67.4,5,8,40,2017,1
"1601","F","Yes",4,"Technology",131.98,2,10,33,2015,8
"1602","F","Yes",4,"Technology",627.168,4,10,32,2014,12
"1603","F","Yes",4,"Office Supplies",5.104,1,4,33,2015,8
"1604","F","Yes",4,"Office Supplies",40.88,7,3,34,2016,9
"1605","F","Yes",4,"Technology",114.52,7,9,33,2015,8
"1606","F","Yes",4,"Office Supplies",85.056,3,6,33,2015,5
"1607","F","Yes",4,"Technology",395,5,9,32,2014,12
"1608","F","Yes",4,"Furniture",44.46,2,3,32,2014,12
"1609","F","Yes",4,"Technology",59.994,1,10,34,2016,7
"1610","F","Yes",4,"Furniture",241.568,2,2,32,2014,12
"1611","F","Yes",4,"Office Supplies",10.08,2,6,34,2016,7
"1612","F","Yes",4,"Office Supplies",5.715,5,5,34,2016,7
"1613","F","Yes",4,"Office Supplies",9.42,5,5,34,2016,7
"1614","F","Yes",4,"Technology",47.984,2,9,35,2017,1
"1615","F","Yes",4,"Technology",631.96,4,10,33,2015,10
"1616","F","Yes",4,"Office Supplies",6.456,4,4,32,2014,12
"1617","F","Yes",4,"Technology",62.592,8,9,35,2017,1
"1618","F","Yes",4,"Office Supplies",23.92,4,7,33,2015,10
"1619","F","Yes",4,"Office Supplies",32.784,4,5,35,2017,1
"1620","F","Yes",4,"Office Supplies",10.368,2,7,32,2014,12
"1621","F","Yes",4,"Office Supplies",27.264,2,5,34,2016,10
"1622","F","Yes",4,"Office Supplies",27.888,7,6,32,2014,12
"1623","F","Yes",4,"Technology",52.68,3,10,32,2014,12
"1624","F","Yes",4,"Office Supplies",11.52,5,6,32,2014,12
"1625","F","Yes",4,"Office Supplies",39.072,3,8,32,2014,12
"1626","F","Yes",4,"Furniture",435.168,4,1,34,2016,1
"1627","F","Yes",4,"Office Supplies",9.84,3,4,34,2016,11
"1628","F","Yes",4,"Furniture",48.58,1,1,34,2016,1
"1629","F","Yes",4,"Technology",103.92,10,9,32,2014,12
"1630","F","Yes",4,"Office Supplies",4.276,1,4,35,2017,1
"1631","F","Yes",4,"Office Supplies",13.88,5,8,32,2014,12
"1632","F","Yes",4,"Office Supplies",12.224,2,6,33,2015,12
"1633","F","Yes",3,"Technology",49.616,2,9,31,2017,3
"1634","F","Yes",3,"Office Supplies",10.68,1,8,31,2017,12
"1635","F","Yes",3,"Office Supplies",12.576,4,6,29,2015,4
"1636","F","Yes",3,"Technology",15.216,1,9,28,2014,9
