"","gender","MaritalStatus","Familysize","ProductCategory","Sales","Quantity","prodbin","Age","Billyear","Billmonth","pam_fit2$clustering"
"6760","M","Yes",3,"Office Supplies",9.96,2,"(7e+03,7.2e+03]",23,2017,11,2
"6761","M","Yes",3,"Technology",479.97,3,"(7.6e+03,7.8e+03]",23,2017,12,4
"6762","M","Yes",3,"Office Supplies",5.43,3,"(7e+03,7.2e+03]",21,2015,6,2
"6763","M","Yes",3,"Office Supplies",91.36,5,"(7e+03,7.2e+03]",20,2014,8,2
"6764","M","Yes",3,"Office Supplies",17.472,3,"(6.8e+03,7e+03]",23,2017,7,2
"6765","M","Yes",3,"Office Supplies",39.68,2,"(6.4e+03,6.6e+03]",22,2016,3,2
"6766","M","Yes",3,"Office Supplies",62.94,3,"(6.8e+03,7e+03]",20,2014,8,2
"6767","M","Yes",3,"Technology",143.976,3,"(7.8e+03,8e+03]",21,2015,6,3
"6768","M","Yes",3,"Technology",479.952,6,"(7.6e+03,7.8e+03]",23,2017,6,4
"6769","M","Yes",3,"Office Supplies",27.93,3,"(7.4e+03,7.6e+03]",23,2017,11,2
"6770","M","Yes",3,"Office Supplies",152.24,5,"(6.4e+03,6.6e+03]",20,2014,8,2
"6771","F","Yes",3,"Furniture",27.58,2,"(6.2e+03,6.4e+03]",22,2017,11,6
"6772","F","Yes",3,"Furniture",339.92,5,"(6e+03,6.2e+03]",21,2016,11,6
"6773","F","Yes",3,"Office Supplies",10.528,4,"(7.2e+03,7.4e+03]",21,2016,11,5
"6774","F","Yes",3,"Office Supplies",56.7,5,"(7.2e+03,7.4e+03]",21,2016,1,5
"6775","F","Yes",3,"Office Supplies",11.646,9,"(6.6e+03,6.8e+03]",22,2017,9,5
"6776","F","Yes",3,"Technology",109.592,1,"(7.8e+03,8e+03]",21,2016,1,4
"6777","F","Yes",3,"Technology",377.97,3,"(7.8e+03,8e+03]",21,2016,6,4
"6778","F","Yes",3,"Furniture",111,2,"(6.4e+03,6.6e+03]",19,2014,3,6
"6779","F","Yes",3,"Office Supplies",1856.19,7,"(7.4e+03,7.6e+03]",19,2014,3,5
"6780","F","Yes",3,"Office Supplies",42.384,2,"(6.4e+03,6.6e+03]",21,2016,11,5
"6781","F","Yes",3,"Technology",1279.968,4,"(7.6e+03,7.8e+03]",19,2014,3,4
"6782","F","Yes",3,"Office Supplies",82.56,5,"(6.8e+03,7e+03]",22,2017,9,5
"6783","F","Yes",3,"Furniture",22.2,6,"(6.2e+03,6.4e+03]",20,2015,5,6
"6784","F","Yes",3,"Technology",284.97,3,"(7.4e+03,7.6e+03]",22,2017,9,4
"6785","F","Yes",3,"Office Supplies",11.364,3,"(6.8e+03,7e+03]",22,2017,4,5
"6786","F","Yes",4,"Office Supplies",60.69,7,"(6.4e+03,6.6e+03]",43,2015,3,5
"6787","F","Yes",4,"Office Supplies",20.704,4,"(6.6e+03,6.8e+03]",44,2016,9,5
"6788","F","Yes",4,"Office Supplies",25.99,1,"(6.6e+03,6.8e+03]",45,2017,7,5
"6789","F","Yes",4,"Technology",23.92,2,"(7.8e+03,8e+03]",43,2015,3,3
"6790","F","Yes",4,"Office Supplies",11.07,3,"(7e+03,7.2e+03]",44,2016,9,5
"6791","F","Yes",4,"Office Supplies",10.47,3,"(7e+03,7.2e+03]",44,2016,9,5
"6792","F","Yes",4,"Office Supplies",3.64,2,"(6.6e+03,6.8e+03]",44,2016,4,5
"6793","F","Yes",4,"Office Supplies",207.24,11,"(6.4e+03,6.6e+03]",42,2014,12,5
"6794","F","Yes",4,"Office Supplies",8.82,3,"(6.6e+03,6.8e+03]",44,2016,11,5
"6795","F","Yes",4,"Technology",71.928,9,"(7.8e+03,8e+03]",45,2017,7,4
"6796","F","Yes",4,"Furniture",120.576,8,"(6.4e+03,6.6e+03]",45,2017,8,6
"6797","F","Yes",4,"Technology",45.894,1,"(7.8e+03,8e+03]",43,2015,9,3
"6798","F","Yes",4,"Office Supplies",121.104,6,"(6.8e+03,7e+03]",43,2015,9,5
"6799","F","Yes",4,"Furniture",2665.62,9,"(6.4e+03,6.6e+03]",45,2017,11,6
"6800","F","Yes",4,"Office Supplies",25.12,5,"(6.8e+03,7e+03]",45,2017,11,5
"6801","F","Yes",4,"Technology",79.99,1,"(7.4e+03,7.6e+03]",43,2017,5,4
"6802","F","Yes",4,"Office Supplies",24.56,2,"(7.2e+03,7.4e+03]",42,2016,9,5
"6803","F","Yes",4,"Office Supplies",160.32,2,"(6.4e+03,6.6e+03]",42,2016,3,5
"6804","F","Yes",4,"Office Supplies",46,4,"(6.8e+03,7e+03]",42,2016,3,5
"6805","F","Yes",4,"Office Supplies",67.8,10,"(7.2e+03,7.4e+03]",43,2017,11,5
"6806","F","Yes",4,"Office Supplies",49.12,4,"(7.2e+03,7.4e+03]",42,2016,9,5
"6807","F","Yes",4,"Technology",6.79,1,"(7.4e+03,7.6e+03]",42,2016,9,4
"6808","F","Yes",4,"Furniture",2036.86,7,"(6.4e+03,6.6e+03]",43,2017,11,6
"6809","F","Yes",4,"Office Supplies",4.41,1,"(7.2e+03,7.4e+03]",43,2017,11,5
"6810","F","Yes",4,"Furniture",449.568,2,"(6.2e+03,6.4e+03]",43,2017,11,6
"6811","F","Yes",4,"Technology",108.96,3,"(7.6e+03,7.8e+03]",43,2017,11,4
"6812","F","Yes",4,"Office Supplies",27.93,3,"(7.4e+03,7.6e+03]",42,2016,8,5
"6813","F","Yes",4,"Office Supplies",4355.168,4,"(6.8e+03,7e+03]",42,2016,9,5
"6814","F","Yes",4,"Office Supplies",3.048,1,"(6.8e+03,7e+03]",42,2016,9,5
"6815","F","Yes",4,"Office Supplies",20.736,4,"(7.2e+03,7.4e+03]",43,2017,9,5
"6816","F","Yes",4,"Furniture",127.88,2,"(6.4e+03,6.6e+03]",42,2016,3,6
"6817","F","Yes",4,"Office Supplies",167.94,3,"(7e+03,7.2e+03]",43,2017,11,5
"6818","F","Yes",4,"Office Supplies",18.54,2,"(7.2e+03,7.4e+03]",41,2015,9,5
"6819","M","Yes",4,"Office Supplies",5.56,2,"(6.6e+03,6.8e+03]",45,2015,4,2
"6820","M","Yes",4,"Office Supplies",43.68,6,"(7e+03,7.2e+03]",44,2014,11,2
"6821","M","Yes",4,"Technology",783.96,5,"(7.8e+03,8e+03]",45,2015,4,3
"6822","M","Yes",4,"Furniture",172.764,2,"(6e+03,6.2e+03]",47,2017,6,1
"6823","M","Yes",4,"Office Supplies",17.856,4,"(6.6e+03,6.8e+03]",46,2016,11,2
"6824","M","Yes",4,"Office Supplies",3.984,1,"(7.2e+03,7.4e+03]",44,2014,5,2
"6825","M","Yes",4,"Technology",657.552,6,"(7.8e+03,8e+03]",46,2016,11,3
"6826","M","Yes",4,"Technology",323.37,3,"(7.6e+03,7.8e+03]",45,2015,4,3
"6827","M","Yes",4,"Office Supplies",1447.65,5,"(6.4e+03,6.6e+03]",45,2015,4,2
"6828","M","Yes",4,"Office Supplies",99.87,3,"(7.4e+03,7.6e+03]",47,2017,8,2
"6829","M","Yes",4,"Furniture",50.32,4,"(6.2e+03,6.4e+03]",47,2017,6,1
"6830","M","Yes",4,"Furniture",276.69,3,"(6.2e+03,6.4e+03]",47,2017,6,1
"6831","M","Yes",4,"Office Supplies",24.56,2,"(7.2e+03,7.4e+03]",47,2017,6,2
"6832","M","Yes",4,"Office Supplies",11.96,2,"(7e+03,7.2e+03]",45,2015,4,2
"6833","F","Yes",4,"Technology",258.696,3,"(7.6e+03,7.8e+03]",62,2016,4,4
"6834","F","Yes",4,"Furniture",513.024,2,"(6.4e+03,6.6e+03]",62,2016,8,6
"6835","F","Yes",4,"Office Supplies",69.12,9,"(7.4e+03,7.6e+03]",61,2015,9,5
"6836","F","Yes",4,"Office Supplies",4.47,3,"(6.8e+03,7e+03]",61,2015,9,5
"6837","F","Yes",4,"Office Supplies",40.752,3,"(6.8e+03,7e+03]",62,2016,11,5
"6838","F","Yes",4,"Office Supplies",15.24,5,"(6.8e+03,7e+03]",62,2016,8,5
"6839","F","Yes",4,"Office Supplies",16.27,5,"(6.6e+03,6.8e+03]",61,2015,9,5
"6840","F","Yes",4,"Office Supplies",134.272,8,"(6.8e+03,7e+03]",62,2016,11,5
"6841","F","Yes",4,"Technology",139.96,5,"(7.6e+03,7.8e+03]",62,2016,11,4
"6842","F","Yes",4,"Office Supplies",487.92,6,"(6.4e+03,6.6e+03]",62,2016,8,5
"6843","M","Yes",4,"Office Supplies",23.36,4,"(6.4e+03,6.6e+03]",80,2017,11,2
"6844","M","Yes",4,"Technology",25.488,2,"(7.6e+03,7.8e+03]",78,2015,12,3
"6845","M","Yes",4,"Office Supplies",56.3,2,"(6.6e+03,6.8e+03]",78,2015,11,2
"6846","M","Yes",4,"Furniture",1198.33,10,"(6e+03,6.2e+03]",77,2014,3,1
"6847","M","Yes",4,"Office Supplies",535.41,3,"(7.4e+03,7.6e+03]",31,2016,9,2
"6848","M","Yes",4,"Office Supplies",21.4,5,"(6.6e+03,6.8e+03]",31,2016,5,2
"6849","M","Yes",4,"Office Supplies",47.19,3,"(7.4e+03,7.6e+03]",30,2015,9,2
"6850","M","Yes",4,"Technology",36.784,2,"(7.8e+03,8e+03]",30,2015,9,3
"6851","M","Yes",4,"Office Supplies",115.36,7,"(6.8e+03,7e+03]",29,2014,4,2
"6852","M","Yes",4,"Office Supplies",186.15,3,"(6.4e+03,6.6e+03]",30,2015,9,2
"6853","M","Yes",4,"Office Supplies",2.952,2,"(6.8e+03,7e+03]",31,2016,5,2
"6854","M","Yes",4,"Technology",98.16,6,"(7.6e+03,7.8e+03]",32,2017,5,4
"6855","M","Yes",4,"Technology",134.97,3,"(7.8e+03,8e+03]",30,2015,2,3
"6856","M","Yes",4,"Technology",139.95,5,"(7.6e+03,7.8e+03]",30,2015,2,3
"6857","M","Yes",4,"Office Supplies",31.44,3,"(6.6e+03,6.8e+03]",32,2017,5,2
"6858","M","Yes",4,"Office Supplies",12.16,5,"(6.6e+03,6.8e+03]",32,2017,12,2
"6859","M","Yes",4,"Office Supplies",81.792,6,"(6.8e+03,7e+03]",30,2015,9,2
"6860","M","Yes",4,"Technology",699.98,2,"(7.8e+03,8e+03]",30,2015,2,3
"6861","M","Yes",4,"Office Supplies",27.018,6,"(6.6e+03,6.8e+03]",31,2016,5,2
"6862","M","Yes",3,"Technology",79.98,2,"(7.4e+03,7.6e+03]",40,2017,9,3
"6863","M","Yes",3,"Office Supplies",10.272,3,"(6.6e+03,6.8e+03]",38,2015,5,2
"6864","M","Yes",3,"Technology",71.98,2,"(7.4e+03,7.6e+03]",40,2017,9,3
"6865","M","Yes",4,"Office Supplies",15.552,3,"(7.2e+03,7.4e+03]",33,2015,11,2
"6866","M","Yes",4,"Office Supplies",144.12,3,"(7.2e+03,7.4e+03]",33,2015,8,2
"6867","M","Yes",4,"Office Supplies",44.96,2,"(7.2e+03,7.4e+03]",35,2017,12,2
"6868","M","Yes",4,"Furniture",43.13,1,"(6.2e+03,6.4e+03]",33,2015,3,1
"6869","M","Yes",4,"Furniture",103.936,4,"(6.2e+03,6.4e+03]",32,2014,9,1
"6870","M","Yes",4,"Office Supplies",223.888,7,"(6.8e+03,7e+03]",33,2015,11,2
"6871","M","Yes",4,"Furniture",10.02,3,"(6.2e+03,6.4e+03]",33,2015,8,1
"6872","M","Yes",4,"Office Supplies",64.784,1,"(7.4e+03,7.6e+03]",33,2015,11,2
"6873","M","Yes",4,"Office Supplies",62.04,4,"(7.4e+03,7.6e+03]",35,2017,12,2
"6874","M","Yes",4,"Office Supplies",182.94,3,"(6.8e+03,7e+03]",35,2017,12,2
"6875","M","Yes",4,"Office Supplies",367.96,4,"(7.4e+03,7.6e+03]",35,2017,12,2
"6876","M","Yes",4,"Technology",494.97,3,"(7.8e+03,8e+03]",35,2017,12,3
"6877","F","Yes",3,"Technology",299.97,3,"(7.6e+03,7.8e+03]",17,2014,4,4
"6878","F","Yes",3,"Technology",597.132,3,"(7.6e+03,7.8e+03]",20,2017,7,4
"6879","F","Yes",3,"Office Supplies",37.68,2,"(6.4e+03,6.6e+03]",19,2016,11,5
"6880","F","Yes",3,"Furniture",362.352,3,"(6.2e+03,6.4e+03]",20,2017,9,6
"6881","F","Yes",3,"Office Supplies",273.896,7,"(7.2e+03,7.4e+03]",20,2017,7,5
"6882","F","Yes",3,"Office Supplies",19.98,2,"(7.2e+03,7.4e+03]",19,2016,11,5
"6883","F","Yes",3,"Office Supplies",7.476,1,"(6.8e+03,7e+03]",20,2017,11,5
"6884","F","Yes",3,"Office Supplies",65.568,2,"(6.8e+03,7e+03]",17,2014,4,5
"6885","F","Yes",3,"Technology",430.88,2,"(7.8e+03,8e+03]",20,2017,11,4
"6886","F","Yes",3,"Office Supplies",7.184,2,"(6.8e+03,7e+03]",20,2017,9,5
"6887","F","Yes",3,"Office Supplies",8.928,2,"(6.8e+03,7e+03]",19,2016,9,5
"6888","F","Yes",3,"Furniture",591.32,4,"(6.4e+03,6.6e+03]",17,2014,10,6
"6889","F","Yes",3,"Office Supplies",194.7,5,"(7.4e+03,7.6e+03]",17,2014,10,5
"6890","F","Yes",3,"Office Supplies",70.95,3,"(6.6e+03,6.8e+03]",17,2014,4,5
"6891","F","Yes",3,"Office Supplies",17.38,2,"(6.8e+03,7e+03]",19,2016,11,5
"6892","F","Yes",3,"Office Supplies",287.52,8,"(6.8e+03,7e+03]",19,2016,11,5
"6893","F","Yes",3,"Technology",7.992,1,"(7.8e+03,8e+03]",20,2017,3,4
"6894","F","Yes",3,"Office Supplies",20.58,7,"(6.6e+03,6.8e+03]",19,2016,11,5
"6895","F","Yes",3,"Office Supplies",2.84,1,"(6.6e+03,6.8e+03]",17,2014,10,5
"6896","F","Yes",3,"Office Supplies",931.176,3,"(6.8e+03,7e+03]",20,2017,11,5
"6897","F","Yes",3,"Office Supplies",20.768,2,"(6.4e+03,6.6e+03]",20,2017,5,5
"6898","M","Yes",4,"Office Supplies",42.76,2,"(6.6e+03,6.8e+03]",80,2015,1,2
"6899","M","Yes",4,"Office Supplies",106.32,3,"(7e+03,7.2e+03]",80,2015,1,2
"6900","M","Yes",4,"Technology",479.976,3,"(7.6e+03,7.8e+03]",80,2015,10,3
"6901","M","Yes",4,"Office Supplies",51.55,5,"(7.2e+03,7.4e+03]",80,2015,1,2
"6902","M","Yes",4,"Office Supplies",12.96,9,"(6.8e+03,7e+03]",80,2015,9,2
"6903","M","Yes",4,"Office Supplies",991.2,6,"(7.4e+03,7.6e+03]",80,2015,9,2
"6904","M","Yes",4,"Office Supplies",163.44,3,"(6.4e+03,6.6e+03]",80,2015,1,2
"6905","M","Yes",4,"Office Supplies",51.465,5,"(6.8e+03,7e+03]",79,2014,3,2
"6906","M","Yes",4,"Technology",879.984,2,"(7.6e+03,7.8e+03]",80,2015,9,3
"6907","M","Yes",4,"Office Supplies",7.644,4,"(6.8e+03,7e+03]",79,2014,3,2
"6908","M","Yes",4,"Office Supplies",60.736,8,"(7e+03,7.2e+03]",80,2015,10,2
"6909","M","Yes",4,"Office Supplies",6.08,1,"(6.6e+03,6.8e+03]",80,2015,10,2
"6910","F","Yes",3,"Furniture",204.6,2,"(6.4e+03,6.6e+03]",18,2014,9,6
"6911","F","Yes",3,"Office Supplies",20,4,"(7e+03,7.2e+03]",20,2016,11,5
"6912","F","Yes",3,"Office Supplies",7.98,3,"(6.6e+03,6.8e+03]",20,2016,11,5
"6913","F","Yes",3,"Technology",143.64,9,"(7.6e+03,7.8e+03]",18,2014,8,4
"6914","F","Yes",3,"Office Supplies",12.84,3,"(6.6e+03,6.8e+03]",20,2016,4,5
"6915","F","Yes",3,"Furniture",4.224,3,"(6.2e+03,6.4e+03]",18,2014,8,6
"6916","F","Yes",3,"Technology",47.984,2,"(7.6e+03,7.8e+03]",21,2017,9,4
"6917","F","Yes",3,"Office Supplies",15.552,3,"(7.2e+03,7.4e+03]",18,2014,8,5
"6918","F","Yes",3,"Office Supplies",31.104,6,"(7e+03,7.2e+03]",18,2014,8,5
"6919","F","Yes",3,"Technology",44.75,5,"(7.6e+03,7.8e+03]",20,2016,12,4
"6920","F","Yes",3,"Office Supplies",8.75,1,"(6.6e+03,6.8e+03]",20,2016,11,5
"6921","F","Yes",3,"Furniture",24.1,5,"(6.2e+03,6.4e+03]",20,2016,11,6
"6922","F","Yes",3,"Office Supplies",153.552,3,"(6.8e+03,7e+03]",20,2016,12,5
"6923","F","Yes",3,"Office Supplies",123.92,4,"(7e+03,7.2e+03]",20,2016,12,5
"6924","F","Yes",3,"Technology",686.32,2,"(7.6e+03,7.8e+03]",18,2014,9,4
"6925","F","Yes",3,"Furniture",842.94,3,"(6.4e+03,6.6e+03]",20,2016,11,6
"6926","F","Yes",3,"Office Supplies",223.056,9,"(7e+03,7.2e+03]",18,2014,8,5
"6927","F","Yes",3,"Furniture",112.648,1,"(6e+03,6.2e+03]",18,2014,11,6
"6928","F","Yes",3,"Office Supplies",6.8,1,"(7.4e+03,7.6e+03]",18,2014,8,5
"6929","F","Yes",3,"Office Supplies",30.48,3,"(6.6e+03,6.8e+03]",18,2014,11,5
"6930","F","Yes",3,"Office Supplies",11.85,3,"(7e+03,7.2e+03]",18,2014,10,5
"6931","F","Yes",3,"Office Supplies",35.1,3,"(6.4e+03,6.6e+03]",20,2016,12,5
"6932","F","Yes",3,"Office Supplies",123.92,4,"(6.6e+03,6.8e+03]",21,2017,4,5
"6933","F","Yes",3,"Office Supplies",47.3,2,"(6.6e+03,6.8e+03]",21,2017,4,5
"6934","F","Yes",3,"Office Supplies",8.72,4,"(7e+03,7.2e+03]",18,2014,9,5
"6935","F","Yes",3,"Office Supplies",12.39,3,"(6.4e+03,6.6e+03]",21,2017,4,5
"6936","F","Yes",3,"Office Supplies",6.48,1,"(7.2e+03,7.4e+03]",18,2014,9,5
"6937","F","Yes",3,"Office Supplies",24.448,4,"(6.8e+03,7e+03]",21,2017,9,5
"6938","F","Yes",3,"Furniture",180.588,2,"(6e+03,6.2e+03]",21,2017,9,6
"6939","F","Yes",3,"Office Supplies",62.18,1,"(7.4e+03,7.6e+03]",18,2014,9,5
"6940","F","Yes",3,"Office Supplies",65.34,3,"(6.4e+03,6.6e+03]",20,2016,12,5
"6941","F","Yes",3,"Furniture",35.34,2,"(6.4e+03,6.6e+03]",42,2014,11,6
"6942","F","Yes",3,"Office Supplies",11.808,8,"(6.8e+03,7e+03]",42,2014,11,5
"6943","F","Yes",3,"Furniture",101.94,3,"(6.2e+03,6.4e+03]",44,2016,10,6
"6944","F","Yes",3,"Furniture",301.96,2,"(6.4e+03,6.6e+03]",43,2015,11,6
"6945","F","Yes",3,"Office Supplies",8.34,3,"(6.6e+03,6.8e+03]",44,2016,10,5
"6946","F","Yes",3,"Office Supplies",6.68,1,"(7.2e+03,7.4e+03]",44,2016,10,5
"6947","F","Yes",3,"Technology",9.588,2,"(7.8e+03,8e+03]",42,2014,11,3
"6948","M","Yes",4,"Office Supplies",16.06,1,"(7.4e+03,7.6e+03]",39,2017,8,2
"6949","M","Yes",4,"Technology",31.984,2,"(7.8e+03,8e+03]",38,2016,8,3
"6950","M","Yes",4,"Office Supplies",47.616,3,"(6.4e+03,6.6e+03]",38,2016,7,2
"6951","M","Yes",4,"Office Supplies",12.96,2,"(7.2e+03,7.4e+03]",38,2016,8,2
"6952","M","Yes",4,"Furniture",2887.056,9,"(6.4e+03,6.6e+03]",38,2016,8,1
"6953","M","Yes",4,"Office Supplies",105.52,4,"(7.2e+03,7.4e+03]",38,2016,6,2
"6954","M","Yes",4,"Technology",91.96,5,"(7.8e+03,8e+03]",38,2016,8,3
"6955","M","Yes",4,"Technology",254.97,3,"(7.4e+03,7.6e+03]",38,2016,8,3
"6956","M","Yes",4,"Office Supplies",47.52,9,"(7.2e+03,7.4e+03]",38,2016,8,2
"6957","M","Yes",4,"Technology",863.64,9,"(7.8e+03,8e+03]",38,2016,7,3
"6958","M","Yes",4,"Office Supplies",12.672,2,"(6.8e+03,7e+03]",38,2016,8,2
"6959","M","Yes",4,"Office Supplies",5.68,2,"(6.6e+03,6.8e+03]",41,2015,2,2
"6960","M","Yes",4,"Furniture",283.92,4,"(6e+03,6.2e+03]",41,2015,2,1
"6961","M","Yes",4,"Office Supplies",14.94,3,"(7e+03,7.2e+03]",41,2015,12,2
"6962","M","Yes",4,"Technology",288,4,"(7.4e+03,7.6e+03]",41,2015,10,3
"6963","M","Yes",4,"Office Supplies",6.48,1,"(7e+03,7.2e+03]",41,2015,12,2
"6964","M","Yes",4,"Office Supplies",19.752,3,"(6.8e+03,7e+03]",40,2014,8,2
"6965","M","Yes",4,"Office Supplies",1325.85,5,"(7.4e+03,7.6e+03]",41,2015,12,2
"6966","M","Yes",4,"Office Supplies",62.376,3,"(6.6e+03,6.8e+03]",42,2016,9,2
"6967","M","Yes",4,"Technology",115.136,8,"(7.8e+03,8e+03]",42,2016,7,3
"6968","M","Yes",4,"Furniture",121.3,2,"(6.2e+03,6.4e+03]",43,2017,8,1
"6969","M","Yes",4,"Furniture",1268.82,9,"(6e+03,6.2e+03]",41,2015,2,1
"6970","M","Yes",4,"Technology",1454.49,9,"(7.8e+03,8e+03]",43,2017,8,3
"6971","M","Yes",4,"Office Supplies",3.912,1,"(6.6e+03,6.8e+03]",42,2016,9,2
"6972","M","Yes",4,"Office Supplies",70.08,6,"(6.8e+03,7e+03]",43,2017,8,2
"6973","F","Yes",4,"Office Supplies",244.55,5,"(7.2e+03,7.4e+03]",38,2017,4,5
"6974","F","Yes",4,"Office Supplies",102.93,3,"(6.8e+03,7e+03]",38,2017,8,5
"6975","F","Yes",4,"Office Supplies",5.248,2,"(6.6e+03,6.8e+03]",38,2017,10,5
"6976","F","Yes",4,"Office Supplies",5.232,4,"(6.8e+03,7e+03]",38,2017,7,5
"6977","F","Yes",4,"Technology",98.16,6,"(7.6e+03,7.8e+03]",38,2017,8,4
"6978","F","Yes",4,"Office Supplies",195.76,4,"(7.2e+03,7.4e+03]",38,2017,4,5
"6979","F","Yes",4,"Technology",112.776,3,"(7.4e+03,7.6e+03]",37,2016,12,4
"6980","F","Yes",4,"Office Supplies",163.96,5,"(7e+03,7.2e+03]",38,2017,7,5
"6981","F","Yes",4,"Office Supplies",15.936,4,"(7e+03,7.2e+03]",37,2016,12,5
"6982","F","Yes",4,"Furniture",377.45,5,"(6.4e+03,6.6e+03]",37,2016,12,6
"6983","F","Yes",4,"Office Supplies",11.648,2,"(7.2e+03,7.4e+03]",37,2016,12,5
"6984","F","Yes",4,"Office Supplies",45.24,4,"(6.8e+03,7e+03]",37,2016,12,5
"6985","F","Yes",4,"Technology",28.68,3,"(7.8e+03,8e+03]",37,2016,12,4
"6986","F","Yes",4,"Furniture",259.136,4,"(6.2e+03,6.4e+03]",35,2014,7,6
"6987","F","Yes",4,"Office Supplies",18.688,4,"(6.6e+03,6.8e+03]",37,2016,12,5
"6988","F","Yes",4,"Technology",50.12,7,"(7.6e+03,7.8e+03]",37,2016,6,4
"6989","M","Yes",4,"Technology",79.96,5,"(7.8e+03,8e+03]",45,2016,5,3
"6990","M","Yes",4,"Technology",223.96,5,"(7.4e+03,7.6e+03]",45,2016,5,3
"6991","M","Yes",4,"Office Supplies",143.856,9,"(7e+03,7.2e+03]",43,2014,11,2
"6992","M","Yes",4,"Office Supplies",3.488,2,"(7e+03,7.2e+03]",43,2014,11,2
"6993","M","Yes",4,"Office Supplies",55.36,4,"(6.8e+03,7e+03]",45,2016,9,2
"6994","M","Yes",4,"Office Supplies",17.94,3,"(6.6e+03,6.8e+03]",44,2015,11,2
"6995","M","Yes",4,"Office Supplies",166.72,2,"(7.4e+03,7.6e+03]",46,2017,12,2
"6996","M","Yes",4,"Office Supplies",25.3,5,"(6.8e+03,7e+03]",43,2014,8,2
"6997","M","Yes",4,"Furniture",124.36,2,"(6.2e+03,6.4e+03]",46,2017,12,1
"6998","M","Yes",4,"Office Supplies",24.816,3,"(6.8e+03,7e+03]",46,2017,12,2
"6999","M","Yes",4,"Office Supplies",97.16,2,"(6.4e+03,6.6e+03]",46,2017,5,2
"7000","M","Yes",4,"Office Supplies",5.94,3,"(7e+03,7.2e+03]",46,2017,7,2
"7001","M","Yes",4,"Office Supplies",2625.12,8,"(6.4e+03,6.6e+03]",44,2015,11,2
"7002","M","Yes",4,"Technology",95.984,2,"(7.8e+03,8e+03]",46,2017,8,3
"7003","M","Yes",4,"Office Supplies",95.94,3,"(7.4e+03,7.6e+03]",43,2014,8,2
"7004","M","Yes",4,"Office Supplies",45.96,2,"(6.4e+03,6.6e+03]",45,2016,7,2
"7005","F","No",1,"Furniture",327.564,4,"(6e+03,6.2e+03]",77,2015,11,6
"7006","F","No",1,"Technology",118.782,3,"(7.6e+03,7.8e+03]",78,2016,4,4
"7007","F","No",1,"Office Supplies",845.728,13,"(6.4e+03,6.6e+03]",77,2015,5,5
"7008","F","No",1,"Office Supplies",769.184,4,"(7.4e+03,7.6e+03]",78,2016,4,5
"7009","F","No",1,"Furniture",195.136,4,"(6.2e+03,6.4e+03]",78,2016,11,6
"7010","M","Yes",4,"Furniture",339.136,4,"(6.2e+03,6.4e+03]",47,2017,11,1
"7011","M","Yes",4,"Office Supplies",192.16,4,"(7.2e+03,7.4e+03]",47,2017,8,2
"7012","M","Yes",4,"Furniture",220.064,4,"(6.2e+03,6.4e+03]",47,2017,11,1
"7013","M","Yes",4,"Technology",174.95,5,"(7.4e+03,7.6e+03]",47,2017,8,3
"7014","M","Yes",4,"Office Supplies",5.184,1,"(7.2e+03,7.4e+03]",47,2017,8,2
"7015","M","Yes",4,"Office Supplies",100.704,6,"(6.8e+03,7e+03]",47,2017,8,2
"7016","M","Yes",4,"Office Supplies",128.744,7,"(6.6e+03,6.8e+03]",45,2015,9,2
"7017","M","Yes",4,"Technology",242.624,8,"(7.8e+03,8e+03]",47,2017,8,3
"7018","M","Yes",4,"Office Supplies",46.74,3,"(7.4e+03,7.6e+03]",47,2017,8,2
"7019","M","Yes",4,"Furniture",512.94,3,"(6e+03,6.2e+03]",45,2015,3,1
"7020","M","Yes",4,"Furniture",373.08,6,"(6.2e+03,6.4e+03]",45,2015,3,1
"7021","M","Yes",4,"Technology",769.95,5,"(7.8e+03,8e+03]",45,2015,3,3
"7022","M","Yes",4,"Furniture",860.93,7,"(6e+03,6.2e+03]",45,2015,3,1
"7023","M","Yes",4,"Office Supplies",14.98,1,"(6.6e+03,6.8e+03]",45,2015,3,2
"7024","M","Yes",4,"Technology",299.99,1,"(7.6e+03,7.8e+03]",47,2017,8,4
"7025","F","Yes",3,"Office Supplies",13.904,2,"(6.8e+03,7e+03]",32,2017,4,5
"7026","F","Yes",3,"Office Supplies",68.541,11,"(6.8e+03,7e+03]",32,2017,5,5
"7027","F","Yes",3,"Office Supplies",16.56,2,"(6.8e+03,7e+03]",31,2016,9,5
"7028","F","Yes",3,"Technology",279.95,5,"(7.4e+03,7.6e+03]",31,2016,9,4
"7029","F","Yes",3,"Technology",19.136,2,"(7.8e+03,8e+03]",31,2016,5,4
"7030","F","Yes",3,"Office Supplies",122.12,5,"(7e+03,7.2e+03]",32,2017,5,5
"7031","F","Yes",3,"Furniture",17.31,3,"(6.2e+03,6.4e+03]",32,2017,11,6
"7032","F","Yes",3,"Office Supplies",19.536,3,"(6.6e+03,6.8e+03]",29,2014,1,5
"7033","F","Yes",3,"Furniture",244.006,2,"(6.4e+03,6.6e+03]",31,2016,3,6
"7034","F","Yes",3,"Technology",627.168,4,"(7.8e+03,8e+03]",32,2017,5,4
"7035","F","Yes",4,"Office Supplies",25.76,2,"(7.4e+03,7.6e+03]",75,2017,5,5
"7036","F","Yes",4,"Office Supplies",208.44,3,"(6.4e+03,6.6e+03]",75,2017,5,5
