ProductCategory,Sales,Quantity,gender,MaritalStatus,Familysize,Prodbin,Age,year,month
Office Supplies,9.42,3,F,Yes,4,7,44,2014,5
Office Supplies,6.56,2,F,Yes,4,4,44,2014,5
Office Supplies,24.56,2,F,Yes,4,7,44,2014,5
Office Supplies,463.24800000000005,8,F,Yes,4,3,45,2015,4
Technology,383.952,6,F,Yes,4,9,45,2015,4
Office Supplies,9.568,2,F,Yes,4,7,45,2015,6
Office Supplies,82.368,2,F,Yes,4,8,45,2015,6
Furniture,364.704,6,F,Yes,4,3,45,2015,6
Furniture,40.256,4,F,Yes,4,2,45,2015,6
Office Supplies,14.9,5,F,Yes,4,8,45,2015,9
Office Supplies,87.71,7,F,Yes,4,6,45,2015,9
Furniture,199.764,2,F,Yes,4,1,45,2015,9
Office Supplies,94.6,4,F,Yes,4,8,45,2015,9
Furniture,4228.704000000001,6,F,Yes,4,1,45,2015,9
Furniture,2003.92,5,F,Yes,4,1,45,2015,9
Technology,209.97,3,F,Yes,4,10,45,2015,9
Technology,659.9,2,F,Yes,4,9,45,2015,9
Office Supplies,110.96,2,F,Yes,4,7,45,2015,9
Technology,67.8,4,F,Yes,4,9,45,2015,9
Technology,479.98400000000004,2,M,Yes,4,9,65,2014,5
Office Supplies,2.688,1,M,Yes,4,5,65,2014,6
Office Supplies,6.6,3,M,Yes,4,4,65,2014,6
Office Supplies,1.72,1,M,Yes,4,4,66,2015,10
Office Supplies,25.344,4,M,Yes,4,7,68,2017,6
Office Supplies,3.8160000000000003,1,M,Yes,4,6,68,2017,7
Office Supplies,17.48,4,M,Yes,4,3,68,2017,7
Furniture,515.88,6,F,Yes,4,3,22,2014,6
Furniture,683.1439999999999,4,F,Yes,4,2,23,2014,11
Office Supplies,1.476,3,F,Yes,4,4,23,2014,11
Office Supplies,40.711999999999996,7,F,Yes,4,8,23,2014,11
Furniture,20.104,1,F,Yes,4,2,23,2015,6
Technology,30.08,2,F,Yes,4,9,23,2015,8
Office Supplies,36.288000000000004,7,F,Yes,4,7,23,2015,8
Office Supplies,10.272,3,F,Yes,4,3,23,2015,8
Technology,252.8,4,F,Yes,4,9,23,2015,8
Office Supplies,181.35,9,F,Yes,4,4,24,2015,9
Office Supplies,8.64,3,F,Yes,4,6,24,2015,9
Office Supplies,2.08,5,F,Yes,4,5,24,2015,9
Technology,1114.4,7,F,Yes,4,10,24,2015,9
Office Supplies,305.01,9,F,Yes,4,8,24,2016,1
Office Supplies,50.784,2,F,Yes,4,5,24,2016,1
Office Supplies,26.01,9,F,Yes,4,6,24,2016,1
Furniture,47.04,3,F,Yes,4,2,24,2016,6
Office Supplies,30.84,4,F,Yes,4,5,24,2016,6
Office Supplies,226.56,6,F,Yes,4,8,24,2016,6
Office Supplies,115.02,9,F,Yes,4,5,24,2016,6
Technology,68.04,7,F,Yes,4,10,24,2016,6
Furniture,474.43,11,F,Yes,4,2,25,2017,1
Office Supplies,725.84,4,F,Yes,4,8,25,2017,3
Office Supplies,10.895999999999999,3,F,Yes,4,5,25,2017,3
Office Supplies,8.544,2,F,Yes,4,4,25,2017,3
Technology,239.97,3,F,Yes,4,10,25,2017,6
Office Supplies,25.68,3,M,Yes,4,5,25,2014,8
Office Supplies,12.384,3,M,Yes,4,5,25,2014,8
Office Supplies,49.12,4,M,Yes,4,6,26,2015,2
Office Supplies,36.288000000000004,7,M,Yes,4,7,27,2015,10
Technology,150.384,2,M,Yes,4,10,27,2015,10
Office Supplies,19.968,2,M,Yes,4,5,27,2016,7
Office Supplies,33.488,7,M,Yes,4,8,27,2016,7
Office Supplies,8.736,4,M,Yes,4,5,27,2016,7
Furniture,662.88,3,M,Yes,4,2,27,2016,7
Office Supplies,22.910999999999998,7,M,Yes,4,4,27,2016,9
Office Supplies,309.45599999999996,9,M,Yes,4,3,27,2016,9
Office Supplies,19.456,4,M,Yes,4,4,27,2016,9
Furniture,472.51800000000003,3,M,Yes,4,3,27,2016,9
Technology,1012.68,3,M,Yes,4,9,27,2016,9
Office Supplies,17.22,5,M,Yes,4,5,27,2016,9
Furniture,698.352,3,M,Yes,4,1,28,2016,12
Furniture,1747.25,5,M,Yes,4,3,28,2016,12
Furniture,2563.056,8,M,Yes,4,1,28,2016,12
Furniture,698.352,3,M,Yes,4,1,28,2017,6
Furniture,77.72800000000001,2,M,Yes,4,1,28,2017,6
Office Supplies,25.695999999999998,2,M,Yes,4,8,28,2017,8
Office Supplies,34.24,8,M,Yes,4,4,29,2017,11
Technology,1299.99,2,F,Yes,4,9,41,2014,9
Office Supplies,533.94,3,F,Yes,4,3,41,2014,11
Office Supplies,167.94,3,F,Yes,4,6,41,2014,11
Furniture,31.68,6,F,Yes,4,2,41,2014,11
Office Supplies,43.98,2,F,Yes,4,5,42,2015,5
Technology,377.97,3,F,Yes,4,10,42,2015,5
Furniture,123.96,3,F,Yes,4,2,42,2015,5
Furniture,204.6,2,F,Yes,4,3,42,2015,9
Technology,135.72,3,F,Yes,4,10,42,2015,10
Office Supplies,12.56,2,F,Yes,4,5,42,2015,10
Technology,263.96,4,F,Yes,4,10,42,2015,10
Office Supplies,8.56,2,F,Yes,4,6,45,2017,11
Office Supplies,52.4,5,F,Yes,4,8,45,2017,11
Office Supplies,14.94,3,F,Yes,4,6,45,2017,11
Office Supplies,64.86399999999999,4,M,Yes,3,3,20,2014,1
Office Supplies,4.368,3,M,Yes,3,4,21,2014,7
Furniture,289.24,7,M,Yes,3,2,21,2014,8
Office Supplies,69.456,2,M,Yes,3,4,21,2014,8
Furniture,318.43,5,M,Yes,3,2,23,2016,11
Technology,122.92,7,M,Yes,3,10,23,2016,11
Furniture,7.068,3,M,Yes,3,2,23,2016,11
Office Supplies,27.18,3,M,Yes,3,7,24,2017,9
Furniture,177.225,5,M,Yes,3,3,24,2017,10
Office Supplies,10.56,2,F,Yes,4,6,39,2014,1
Office Supplies,229.94,2,F,Yes,4,8,39,2014,1
Technology,31.92,2,F,Yes,4,9,40,2015,3
Office Supplies,39.92,2,F,Yes,4,5,41,2015,7
Furniture,239.666,2,F,Yes,4,1,41,2016,6
Office Supplies,22.5,6,F,Yes,4,6,41,2016,6
Office Supplies,219.84,4,F,Yes,4,7,41,2016,6
Office Supplies,12.96,2,F,Yes,4,6,42,2016,11
Technology,863.928,9,F,Yes,4,10,42,2016,12
Office Supplies,23.36,4,F,Yes,4,4,43,2017,12
Technology,39.98,2,F,Yes,4,9,43,2017,12
Office Supplies,7.68,5,F,Yes,4,5,67,2014,9
Furniture,129.92,5,F,Yes,4,2,67,2014,10
Office Supplies,52.76,2,F,Yes,4,7,70,2017,7
Office Supplies,63.84,8,F,Yes,4,8,70,2017,8
Technology,347.97,3,F,Yes,4,10,70,2017,8
Office Supplies,37.008,6,F,Yes,4,5,70,2017,8
Furniture,198.46,2,F,Yes,4,2,65,2017,7
Office Supplies,786.48,8,F,Yes,4,6,65,2017,7
Office Supplies,23.168000000000003,2,F,Yes,4,4,65,2017,7
Technology,50.0,2,F,Yes,4,9,65,2017,7
Technology,475.944,7,F,Yes,4,10,81,2014,12
Office Supplies,87.36,6,F,Yes,4,3,81,2015,1
Office Supplies,56.16,6,F,Yes,4,5,81,2015,1
Technology,91.475,1,F,Yes,4,9,82,2016,6
Office Supplies,9.664,2,F,Yes,4,7,84,2017,11
Furniture,8.544,4,F,Yes,4,2,84,2017,12
Furniture,842.3760000000001,3,F,Yes,4,1,84,2017,12
Office Supplies,604.656,9,F,No,1,5,62,2014,11
Technology,11.992,1,F,No,1,9,63,2016,3
Office Supplies,12.96,2,F,No,1,7,65,2017,9
Office Supplies,17.94,3,F,No,1,4,65,2017,9
Technology,40.775999999999996,3,F,No,1,9,65,2017,11
Office Supplies,166.44,3,F,Yes,4,6,64,2014,11
Office Supplies,43.056000000000004,9,F,Yes,4,7,65,2015,6
Office Supplies,51.184,7,F,Yes,4,4,66,2016,3
Furniture,434.64599999999996,3,F,Yes,4,2,66,2016,4
Technology,99.99,1,F,Yes,4,9,67,2017,4
Office Supplies,286.15,5,F,Yes,4,8,67,2017,4
Furniture,493.43,5,M,Yes,4,1,38,2014,9
Technology,11.12,2,M,Yes,4,10,38,2014,9
Technology,1439.9679999999998,4,M,Yes,4,9,39,2015,4
Technology,43.56,3,M,Yes,4,9,39,2015,4
Office Supplies,8.26,2,M,Yes,4,6,39,2015,5
Technology,2973.32,7,M,Yes,4,9,39,2015,5
Office Supplies,104.79,7,M,Yes,4,8,39,2015,5
Technology,775.7280000000001,6,M,Yes,4,10,39,2015,5
Office Supplies,68.62,2,M,Yes,4,5,39,2015,9
Technology,71.976,3,M,Yes,4,10,41,2017,6
Office Supplies,19.44,3,M,Yes,4,7,41,2017,6
Furniture,400.784,1,M,Yes,4,1,41,2017,6
Office Supplies,636.408,3,F,Yes,4,8,40,2014,3
Office Supplies,83.16799999999999,4,F,Yes,4,4,40,2014,3
Technology,1799.97,5,F,Yes,4,9,41,2014,5
Furniture,700.056,3,F,Yes,4,3,41,2014,5
Office Supplies,2.78,2,F,Yes,4,3,42,2015,10
Office Supplies,79.96,2,F,Yes,4,5,42,2015,10
Furniture,300.93,5,F,Yes,4,3,43,2016,9
Technology,719.96,5,F,Yes,4,10,43,2016,9
Office Supplies,4.91,1,F,Yes,4,6,44,2017,4
Furniture,204.6664,1,F,Yes,4,1,44,2017,5
Office Supplies,2.88,1,F,Yes,4,6,44,2017,6
Office Supplies,25.92,4,F,Yes,4,7,44,2017,8
Office Supplies,80.48,1,F,Yes,4,3,44,2017,9
Office Supplies,5.94,3,M,Yes,4,6,39,2014,1
Technology,783.96,4,M,Yes,4,10,40,2014,11
Office Supplies,48.896,2,M,Yes,4,4,40,2014,11
Office Supplies,7.856,2,M,Yes,4,5,40,2014,11
Technology,323.976,3,M,Yes,4,10,40,2014,12
Office Supplies,15.552,3,M,Yes,4,6,40,2014,12
Office Supplies,32.592,3,M,Yes,4,8,40,2014,12
Office Supplies,6.48,1,M,Yes,4,7,41,2015,12
Office Supplies,41.86,7,M,Yes,4,6,41,2015,12
Technology,1619.91,9,M,Yes,4,9,41,2015,12
Furniture,113.92,4,M,Yes,4,2,41,2015,12
Technology,107.97,3,M,Yes,4,8,42,2017,4
Office Supplies,15.92,5,M,Yes,4,4,43,2017,9
Office Supplies,109.92,2,M,Yes,4,7,79,2016,5
Office Supplies,19.44,3,M,Yes,4,7,79,2016,5
Office Supplies,11.16,2,M,Yes,4,4,79,2016,5
Furniture,26.94,3,M,Yes,4,2,79,2016,5
Technology,1399.944,7,M,Yes,4,9,79,2016,8
Office Supplies,39.808,4,M,Yes,4,8,79,2016,11
Office Supplies,18.54,2,M,Yes,4,7,79,2016,12
Office Supplies,679.96,5,M,Yes,4,5,79,2016,12
Furniture,1685.88,6,M,Yes,4,3,39,2016,5
Office Supplies,5.728,2,M,Yes,4,5,39,2016,5
Technology,199.98,2,M,Yes,4,9,40,2017,3
Technology,183.96,5,M,Yes,4,10,40,2017,5
Office Supplies,17.61,3,M,Yes,4,7,40,2017,5
Furniture,300.904,1,M,Yes,4,3,40,2017,5
Furniture,31.984,2,M,Yes,4,2,40,2017,6
Technology,71.984,2,M,Yes,4,10,40,2017,6
Furniture,321.568,2,M,Yes,4,2,41,2017,11
Office Supplies,244.55,5,M,Yes,4,7,41,2017,11
Technology,166.16,8,M,Yes,4,9,41,2017,11
Office Supplies,197.72,4,M,Yes,4,3,58,2015,11
Office Supplies,182.72,8,M,Yes,4,7,59,2016,12
Furniture,400.032,2,M,Yes,4,3,59,2016,12
Office Supplies,33.63,3,M,Yes,4,8,59,2016,12
Furniture,542.646,3,M,Yes,4,2,59,2016,12
Office Supplies,6.3,2,M,Yes,4,6,59,2016,12
Office Supplies,13.468,13,M,Yes,4,5,59,2017,3
Technology,239.96,5,M,Yes,4,9,60,2017,11
Furniture,215.544,4,M,Yes,4,2,60,2017,12
Furniture,1573.4879999999998,7,F,Yes,4,1,63,2014,12
Office Supplies,155.82,7,F,Yes,4,8,65,2016,11
Office Supplies,70.008,3,F,Yes,4,5,65,2016,11
Furniture,31.56,3,F,Yes,4,2,65,2016,11
Office Supplies,1.188,2,F,Yes,4,5,66,2017,12
Office Supplies,7.218,3,M,Yes,4,4,29,2015,11
Office Supplies,27.2,4,M,Yes,4,8,29,2015,11
Furniture,59.99,7,M,Yes,4,2,29,2016,1
Office Supplies,2.182,1,M,Yes,4,4,30,2016,5
Office Supplies,27.384,7,M,Yes,4,4,30,2016,5
Office Supplies,26.406,3,M,Yes,4,3,30,2016,5
Office Supplies,92.94,3,M,Yes,4,6,30,2016,6
Office Supplies,52.56,3,M,Yes,4,3,30,2016,6
Technology,1439.976,4,M,Yes,4,9,30,2016,7
Office Supplies,4.956,4,M,Yes,4,5,31,2017,2
Office Supplies,146.82,3,M,Yes,4,7,31,2017,11
Office Supplies,61.568000000000005,2,M,Yes,4,8,31,2017,12
Office Supplies,21.34,2,F,No,1,6,31,2015,4
Furniture,544.008,3,F,No,1,2,32,2016,7
Office Supplies,1.8719999999999999,3,F,No,1,5,32,2016,7
Furniture,854.352,3,F,No,1,1,32,2016,7
Office Supplies,593.568,2,F,No,1,8,32,2016,7
Office Supplies,338.04,3,F,No,1,8,32,2016,7
Office Supplies,15.936,4,F,No,1,6,32,2016,9
Office Supplies,9.78,1,F,No,1,5,32,2017,1
Technology,69.98,2,F,No,1,9,33,2017,4
Furniture,332.028,9,F,No,1,2,33,2017,7
Office Supplies,11.394,9,F,No,1,5,33,2017,7
Office Supplies,15.552,3,F,No,1,6,33,2017,7
Office Supplies,31.104,6,F,No,1,7,33,2017,7
Office Supplies,6.316,1,F,No,1,5,33,2017,7
Office Supplies,20.016,9,F,Yes,3,4,79,2014,6
Office Supplies,3.1039999999999996,1,F,Yes,3,8,79,2014,6
Office Supplies,10.92,6,F,Yes,3,4,80,2015,11
Technology,83.9,2,F,Yes,3,9,80,2015,11
Office Supplies,19.75,5,F,Yes,3,3,80,2015,11
Technology,393.54,3,F,Yes,3,8,80,2015,11
Office Supplies,12.42,3,F,Yes,3,4,81,2016,10
Furniture,41.37,3,F,Yes,3,2,82,2017,11
Technology,321.552,6,M,Yes,3,10,21,2014,10
Office Supplies,142.04,4,M,Yes,3,8,21,2015,4
Office Supplies,14.67,3,M,Yes,3,4,21,2015,4
Technology,748.752,8,M,Yes,3,10,22,2015,11
Office Supplies,8.872,1,M,Yes,3,5,22,2016,4
Office Supplies,121.104,6,M,Yes,3,5,22,2016,4
Office Supplies,40.635,7,M,Yes,3,5,22,2016,5
Office Supplies,69.5,5,M,Yes,3,8,22,2016,5
Office Supplies,191.6,4,M,Yes,3,7,22,2016,5
Furniture,701.372,2,M,Yes,3,1,23,2016,9
Office Supplies,2.3080000000000003,2,M,Yes,3,5,23,2016,9
Office Supplies,12.74,7,M,Yes,3,4,23,2017,1
Office Supplies,8.82,3,M,Yes,3,4,23,2017,1
Furniture,120.78399999999999,1,M,Yes,3,1,23,2017,1
Office Supplies,82.4,5,M,Yes,3,5,23,2017,6
Office Supplies,6.24,2,M,Yes,3,4,23,2017,6
Office Supplies,447.84,8,M,Yes,3,7,23,2017,6
Technology,41.424,2,M,Yes,3,9,23,2017,7
Office Supplies,18.648,7,M,Yes,3,5,22,2014,9
Furniture,68.704,2,M,Yes,3,2,22,2014,11
Office Supplies,3.1319999999999997,2,M,Yes,3,4,22,2014,11
Office Supplies,22.428,3,M,Yes,3,5,22,2014,11
Office Supplies,98.376,3,M,Yes,3,6,22,2014,12
Office Supplies,29.94,4,M,Yes,3,5,22,2014,12
Office Supplies,17.472,3,M,Yes,3,7,22,2014,12
Technology,36.738,1,M,Yes,3,10,22,2014,12
Technology,179.94,2,M,Yes,3,10,22,2014,12
Office Supplies,186.69,3,M,Yes,3,5,23,2015,5
Technology,599.99,1,M,Yes,3,9,23,2015,11
Office Supplies,92.064,6,M,Yes,3,3,24,2016,2
Office Supplies,6.976,4,M,Yes,3,6,24,2016,2
Furniture,62.958,3,M,Yes,3,2,24,2016,2
Office Supplies,5.184,1,M,Yes,3,6,24,2016,2
Furniture,135.8,7,M,Yes,3,2,24,2016,2
Office Supplies,185.88,6,M,Yes,3,6,24,2016,6
Office Supplies,12.96,2,M,Yes,3,7,24,2016,6
Technology,95.96799999999999,4,M,Yes,3,8,24,2016,6
Office Supplies,10.368,2,M,Yes,3,6,24,2016,6
Furniture,528.43,5,M,Yes,3,1,24,2016,7
Office Supplies,41.472,8,M,Yes,3,6,24,2016,7
Technology,341.991,3,M,Yes,3,9,24,2016,7
Office Supplies,9.78,2,M,Yes,3,4,25,2017,4
Office Supplies,54.816,3,M,Yes,3,7,25,2017,7
Furniture,31.4,5,M,Yes,4,2,38,2015,4
Furniture,9.48,1,M,Yes,4,2,38,2015,4
Technology,209.5,10,M,Yes,4,10,38,2015,4
Furniture,24.3,5,M,Yes,4,2,38,2015,4
Office Supplies,6.48,1,M,Yes,4,7,38,2015,4
Furniture,801.568,2,M,Yes,4,1,39,2016,9
Office Supplies,368.91,9,M,Yes,4,6,39,2016,9
Furniture,885.528,9,M,Yes,4,2,39,2016,9
Furniture,10.16,2,M,Yes,4,2,40,2017,10
Technology,209.94,6,M,Yes,4,9,40,2017,10
Technology,31.984,2,M,Yes,4,10,40,2017,10
Office Supplies,5083.96,5,M,Yes,4,5,40,2017,10
Furniture,9.64,2,M,Yes,4,2,41,2017,10
Office Supplies,38.864000000000004,7,M,Yes,4,4,41,2017,11
Furniture,161.28,2,M,No,1,3,40,2016,8
Office Supplies,13.36,2,F,Yes,3,4,29,2014,6
Technology,475.944,7,F,Yes,3,8,29,2014,9
Furniture,186.304,4,F,Yes,3,2,29,2014,12
Office Supplies,29.304000000000002,3,F,Yes,3,8,30,2015,3
Office Supplies,2.946,2,F,Yes,3,5,30,2015,9
Office Supplies,32.07,5,F,Yes,3,4,30,2015,10
Technology,24.0,2,F,Yes,3,9,30,2015,10
Furniture,35.49,1,F,Yes,3,1,30,2015,10
Technology,47.983999999999995,2,F,Yes,3,8,30,2015,10
Office Supplies,28.8,3,F,Yes,3,8,31,2016,4
Technology,419.944,7,F,Yes,3,10,31,2016,7
Office Supplies,5.904,2,F,Yes,3,6,31,2016,12
Office Supplies,13.712,2,F,Yes,3,8,31,2016,12
Technology,23.08,2,F,Yes,3,8,32,2017,5
Technology,863.88,3,M,Yes,4,10,60,2017,10
Office Supplies,21.34,2,M,Yes,4,6,30,2015,4
Furniture,544.008,3,M,Yes,4,2,31,2016,7
Office Supplies,1.8719999999999999,3,M,Yes,4,5,31,2016,7
Furniture,854.352,3,M,Yes,4,1,31,2016,7
Office Supplies,593.568,2,M,Yes,4,8,31,2016,7
Office Supplies,338.04,3,M,Yes,4,8,31,2016,7
Office Supplies,15.936,4,M,Yes,4,6,32,2016,9
Office Supplies,9.78,1,M,Yes,4,5,32,2017,1
Technology,69.98,2,M,Yes,4,9,32,2017,4
Furniture,332.028,9,M,Yes,4,2,32,2017,7
Office Supplies,11.394,9,M,Yes,4,5,32,2017,7
Office Supplies,15.552,3,M,Yes,4,6,32,2017,7
Office Supplies,31.104,6,M,Yes,4,7,32,2017,7
Office Supplies,6.316,1,M,Yes,4,5,32,2017,7
Office Supplies,2.3680000000000003,2,M,Yes,3,6,25,2014,4
Office Supplies,19.008,3,M,Yes,3,7,25,2014,4
Office Supplies,40.74,3,M,Yes,3,8,28,2016,10
Office Supplies,11.67,3,M,Yes,3,3,28,2016,10
Office Supplies,18.692999999999998,3,M,Yes,3,5,28,2016,12
Technology,383.952,6,M,Yes,3,9,28,2016,12
Furniture,189.576,1,M,Yes,3,3,29,2017,10
Technology,71.96,5,M,Yes,3,10,29,2017,10
Office Supplies,4.17,3,M,Yes,3,3,29,2017,12
Technology,67.04,4,M,Yes,3,10,29,2017,12
Office Supplies,37.32,3,M,Yes,3,8,29,2017,12
Office Supplies,18.45,5,M,Yes,3,6,29,2017,12
Office Supplies,15.0,4,F,Yes,4,6,50,2014,2
Technology,161.61,1,F,Yes,4,10,50,2014,2
Technology,144.95,5,F,Yes,4,10,50,2014,2
Furniture,73.915,1,F,Yes,4,3,50,2014,9
Office Supplies,38.88,6,F,Yes,4,6,51,2015,7
Office Supplies,26.16,4,F,Yes,4,5,53,2017,5
Office Supplies,1347.52,8,F,Yes,4,8,53,2017,6
Office Supplies,1085.42,7,F,Yes,4,8,53,2017,6
Office Supplies,6.912000000000001,3,M,Yes,4,6,30,2014,4
Technology,383.976,3,M,Yes,4,9,30,2014,4
Office Supplies,10.368,2,M,Yes,4,6,30,2014,4
Technology,335.944,7,M,Yes,4,9,30,2014,4
Furniture,369.912,3,M,Yes,4,3,31,2015,4
Office Supplies,434.352,3,M,Yes,4,3,32,2015,12
Office Supplies,3.552,2,M,Yes,4,3,32,2015,12
Office Supplies,88.83200000000001,4,M,Yes,4,3,32,2015,12
Furniture,573.174,7,M,Yes,4,2,33,2016,8
Office Supplies,73.36,7,M,Yes,4,8,33,2016,11
Technology,159.96,5,M,Yes,4,10,34,2017,8
Office Supplies,13.76,2,M,Yes,4,4,34,2017,8
Office Supplies,31.44,3,M,Yes,4,8,34,2017,8
Office Supplies,83.79,7,M,Yes,4,3,34,2017,8
Office Supplies,59.52,3,M,Yes,4,3,34,2017,8
Office Supplies,31.92,4,M,Yes,4,8,34,2017,8
Office Supplies,48.86,7,M,Yes,4,8,34,2017,11
Office Supplies,14.304,6,F,Yes,4,5,41,2014,7
Furniture,119.833,1,F,Yes,4,1,41,2014,7
Office Supplies,5.56,2,F,Yes,4,4,41,2014,7
Office Supplies,32.4,5,F,Yes,4,7,41,2014,7
Office Supplies,242.94,3,F,Yes,4,8,44,2017,1
Technology,179.97,3,F,Yes,4,9,44,2017,1
Office Supplies,99.696,6,F,Yes,4,5,44,2017,1
Office Supplies,27.936,4,F,Yes,4,5,44,2017,1
Furniture,84.98,1,F,Yes,4,1,44,2017,1
Office Supplies,18.72,5,F,Yes,4,4,44,2017,1
Technology,41.22,1,F,Yes,4,10,44,2017,4
Office Supplies,240.37,1,F,Yes,4,8,44,2017,4
Technology,119.02,2,F,Yes,4,10,44,2017,4
Furniture,32.775999999999996,1,F,Yes,4,2,44,2017,9
Office Supplies,147.184,2,F,Yes,4,8,44,2017,9
Technology,54.38399999999999,2,F,Yes,4,9,44,2017,9
Office Supplies,76.77600000000001,4,F,Yes,4,5,44,2017,9
Office Supplies,14.352,3,F,Yes,4,7,44,2017,9
Office Supplies,209.792,2,F,Yes,4,3,44,2017,9
Technology,176.8,8,F,Yes,4,9,26,2014,8
Office Supplies,11.735999999999999,3,F,Yes,4,4,27,2015,4
Office Supplies,4.784,1,F,Yes,4,5,28,2016,6
Office Supplies,4.73,1,F,Yes,4,7,28,2016,6
Office Supplies,44.02,2,F,Yes,4,4,28,2016,11
Office Supplies,7.968,2,F,Yes,4,6,28,2016,12
Technology,1499.97,5,F,Yes,4,10,28,2016,12
Technology,258.9,10,F,Yes,4,9,29,2017,7
Office Supplies,24.56,2,F,Yes,4,7,29,2017,7
Office Supplies,7.5360000000000005,6,F,Yes,4,5,29,2017,11
Office Supplies,1.4080000000000001,2,F,Yes,4,5,29,2017,11
Office Supplies,4.144,4,F,Yes,4,5,29,2017,11
Office Supplies,52.751999999999995,3,F,Yes,4,8,29,2017,11
Office Supplies,59.94,3,F,Yes,4,6,29,2017,11
Office Supplies,45.36,4,F,Yes,4,7,29,2017,11
Office Supplies,26.4,5,F,Yes,4,6,29,2017,11
Office Supplies,41.4,4,F,Yes,4,6,29,2017,11
Technology,16.95,1,F,Yes,4,9,29,2017,11
Office Supplies,2.88,1,F,Yes,4,4,29,2017,11
Office Supplies,1443.96,12,F,Yes,4,8,29,2017,11
Office Supplies,16.52,4,M,Yes,4,3,55,2015,8
Furniture,275.058,3,M,Yes,4,1,55,2015,12
Technology,1079.85,3,M,Yes,4,10,57,2017,9
Office Supplies,70.98,1,M,Yes,4,8,57,2017,9
Office Supplies,29.95,5,M,Yes,4,4,57,2017,9
Furniture,589.41,5,M,Yes,4,2,57,2017,9
Office Supplies,5.682,1,M,Yes,4,5,57,2017,11
Office Supplies,5.0,1,F,Yes,4,6,58,2015,11
Technology,371.97,3,F,Yes,4,9,58,2015,11
Office Supplies,1.4080000000000001,1,F,Yes,4,4,59,2016,10
Furniture,169.56799999999998,2,F,Yes,4,2,59,2016,10
Office Supplies,19.83,1,F,Yes,4,4,59,2017,3
Furniture,25.83,3,F,Yes,4,2,60,2017,11
Technology,55.983999999999995,2,M,Yes,3,10,22,2015,6
Furniture,129.93,3,M,Yes,3,2,22,2015,9
Office Supplies,69.93,7,M,Yes,3,7,22,2015,9
Office Supplies,28.85,5,M,Yes,3,5,23,2016,10
Office Supplies,93.06,6,M,Yes,3,8,23,2016,10
Technology,302.376,3,M,Yes,3,10,23,2016,10
Office Supplies,5.904,2,M,Yes,3,6,24,2017,5
Technology,54.368,4,M,Yes,3,10,24,2017,5
Furniture,219.075,3,M,Yes,3,3,24,2017,11
Office Supplies,220.77599999999998,3,F,Yes,4,8,37,2014,7
Office Supplies,281.42400000000004,11,F,Yes,4,8,37,2014,7
Office Supplies,5.46,3,F,Yes,4,4,37,2014,9
Office Supplies,14.495999999999999,3,F,Yes,4,7,38,2015,3
Furniture,301.47,3,F,Yes,4,1,39,2016,3
Office Supplies,18.656,2,F,Yes,4,3,39,2016,3
Office Supplies,12.48,2,F,Yes,4,7,40,2017,6
Office Supplies,37.608000000000004,3,F,Yes,4,6,40,2017,6
Office Supplies,272.048,7,F,Yes,4,3,40,2017,8
Office Supplies,1614.582,6,F,Yes,4,5,40,2017,8
Office Supplies,24.32,5,F,Yes,4,6,40,2017,8
Technology,1.584,2,F,Yes,4,9,40,2017,8
Furniture,31.984,1,F,Yes,4,2,40,2017,8
Office Supplies,14.76,5,F,Yes,4,5,40,2017,8
Furniture,423.648,2,F,Yes,4,1,40,2017,8
Office Supplies,8.927999999999999,2,F,Yes,4,3,40,2017,9
Office Supplies,47.583999999999996,2,F,Yes,4,8,40,2017,9
Office Supplies,4.36,2,F,Yes,4,8,40,2017,11
Office Supplies,36.36,3,M,Yes,4,5,43,2014,10
Office Supplies,10.368,2,M,Yes,4,7,43,2015,1
Furniture,21.936,2,M,Yes,4,2,44,2015,9
Office Supplies,6.587999999999999,3,M,Yes,4,4,44,2015,9
Office Supplies,77.55,5,M,Yes,4,8,44,2015,10
Furniture,301.96,2,M,Yes,4,2,44,2015,11
Office Supplies,555.21,5,M,Yes,4,3,44,2015,11
Office Supplies,523.48,4,M,Yes,4,8,44,2015,11
Office Supplies,161.82,9,M,Yes,4,4,44,2015,11
Furniture,1403.92,5,M,Yes,4,1,45,2016,10
Office Supplies,29.664,4,M,Yes,4,7,46,2017,8
Office Supplies,9.184,7,M,Yes,4,4,46,2017,8
Technology,153.584,2,M,Yes,4,10,46,2017,8
Office Supplies,12.864,8,M,Yes,4,5,46,2017,8
Office Supplies,2.655,1,M,Yes,4,5,46,2017,9
Office Supplies,10.847999999999999,2,M,Yes,4,7,46,2017,11
Technology,18.544,2,M,Yes,4,9,46,2017,11
Furniture,39.88,2,F,Yes,4,2,47,2014,12
Furniture,79.44,3,F,Yes,4,2,47,2014,12
Furniture,392.94,3,F,Yes,4,1,48,2015,10
Office Supplies,45.36,7,F,Yes,4,7,48,2015,10
Furniture,1454.9,5,F,Yes,4,1,48,2016,4
Technology,178.38400000000001,2,M,Yes,4,10,78,2014,8
Office Supplies,15.552,3,M,Yes,4,7,78,2014,8
Technology,559.71,3,M,Yes,4,9,78,2014,9
Office Supplies,46.62,9,M,Yes,4,5,79,2015,9
Office Supplies,70.26,3,M,Yes,4,8,79,2015,9
Technology,90.0,5,M,Yes,4,9,79,2015,9
Office Supplies,6.096,2,M,Yes,4,4,79,2015,9
