"BillNumber","BillDate","CustomerID","ProductID","ProductCategory","Sales","Quantity"
"B32595",2014-07-05,"C14832","PR6825","Office Supplies",9.81,5
"B32595",2014-07-05,"C14832","PR6361","Furniture",213.216,3
"B32645",2014-07-05,"C13646","PR6817","Office Supplies",180.96,6
"B33174",2014-07-05,"C12992","PR6674","Office Supplies",4.368,3
"B33227",2014-07-05,"C14864","PR7683","Technology",479.97,3
"B33227",2014-07-05,"C14864","PR7081","Office Supplies",14.62,2
"B33227",2014-07-05,"C14864","PR7150","Office Supplies",19.44,3
"B41897",2014-07-05,"C13280","PR7458","Office Supplies",220.776,3
"B41897",2014-07-05,"C13280","PR7416","Office Supplies",281.424,11
"B37604",2014-07-05,"C13677","PR6301","Furniture",19.52,2
"B37604",2014-07-05,"C13677","PR6825","Office Supplies",9.81,5
"B37604",2014-07-05,"C13677","PR6361","Furniture",213.216,3
"B37654",2014-07-05,"C14310","PR6817","Office Supplies",180.96,6
"B38183",2014-07-05,"C13563","PR6674","Office Supplies",4.368,3
"B38236",2014-07-05,"C14508","PR7683","Technology",479.97,3
"B38236",2014-07-05,"C14508","PR7081","Office Supplies",14.62,2
"B38236",2014-07-05,"C14508","PR7150","Office Supplies",19.44,3
"B46906",2014-07-05,"C14373","PR7458","Office Supplies",220.776,3
"B46906",2014-07-05,"C14373","PR7416","Office Supplies",281.424,11
"B42613",2014-07-05,"C12731","PR6301","Furniture",19.52,2
"B42613",2014-07-05,"C12731","PR6825","Office Supplies",9.81,5
"B42613",2014-07-05,"C12731","PR6361","Furniture",213.216,3
"B42663",2014-07-05,"C13947","PR6817","Office Supplies",180.96,6
"B43192",2014-07-05,"C13125","PR6674","Office Supplies",4.368,3
"B43245",2014-07-05,"C14846","PR7683","Technology",479.97,3
"B43245",2014-07-05,"C14846","PR7081","Office Supplies",14.62,2
"B43245",2014-07-05,"C14846","PR7150","Office Supplies",19.44,3
"B33118",2014-07-06,"C13103","PR6162","Furniture",478.48,2
"B32980",2014-07-06,"C12555","PR7715","Technology",559.992,1
"B38127",2014-07-06,"C14794","PR6162","Furniture",478.48,2
"B37989",2014-07-06,"C14137","PR7715","Technology",559.992,1
"B43136",2014-07-06,"C14455","PR6162","Furniture",478.48,2
"B42998",2014-07-06,"C13401","PR7715","Technology",559.992,1
"B36832",2014-07-07,"C13611","PR6209","Furniture",172.186,2
"B36832",2014-07-07,"C13611","PR6357","Furniture",69.008,2
"B41841",2014-07-07,"C14717","PR6209","Furniture",172.186,2
"B41841",2014-07-07,"C14717","PR6357","Furniture",69.008,2
"B46850",2014-07-07,"C13439","PR6209","Furniture",172.186,2
"B46850",2014-07-07,"C13439","PR6357","Furniture",69.008,2
"B32552",2014-07-08,"C14377","PR6469","Furniture",502.488,3
"B32552",2014-07-08,"C14377","PR6811","Office Supplies",196.704,6
"B33144",2014-07-08,"C12611","PR6205","Furniture",63.882,1
"B37561",2014-07-08,"C13146","PR6469","Furniture",502.488,3
"B37561",2014-07-08,"C13146","PR6811","Office Supplies",196.704,6
"B38153",2014-07-08,"C14911","PR6205","Furniture",63.882,1
"B42570",2014-07-08,"C14294","PR6469","Furniture",502.488,3
"B42570",2014-07-08,"C14294","PR6811","Office Supplies",196.704,6
"B43162",2014-07-08,"C14081","PR6205","Furniture",63.882,1
"B33301",2014-07-09,"C12752","PR7314","Office Supplies",10.368,2
"B33301",2014-07-09,"C12752","PR7271","Office Supplies",14.352,3
"B32720",2014-07-09,"C13267","PR6855","Office Supplies",14.304,6
"B32720",2014-07-09,"C13267","PR6152","Furniture",119.833,1
"B32720",2014-07-09,"C13267","PR6687","Office Supplies",5.56,2
"B32720",2014-07-09,"C13267","PR7279","Office Supplies",32.4,5
"B32731",2014-07-09,"C13157","PR7121","Office Supplies",2.88,1
"B32731",2014-07-09,"C13157","PR6879","Office Supplies",41.904,6
"B32731",2014-07-09,"C13157","PR7456","Office Supplies",23.92,4
"B38310",2014-07-09,"C13362","PR7314","Office Supplies",10.368,2
"B38310",2014-07-09,"C13362","PR7271","Office Supplies",14.352,3
"B37729",2014-07-09,"C12708","PR6855","Office Supplies",14.304,6
"B37729",2014-07-09,"C12708","PR6152","Furniture",119.833,1
"B37729",2014-07-09,"C12708","PR6687","Office Supplies",5.56,2
"B37729",2014-07-09,"C12708","PR7279","Office Supplies",32.4,5
"B37740",2014-07-09,"C13150","PR7121","Office Supplies",2.88,1
"B37740",2014-07-09,"C13150","PR6879","Office Supplies",41.904,6
"B37740",2014-07-09,"C13150","PR7456","Office Supplies",23.92,4
"B43319",2014-07-09,"C14627","PR7314","Office Supplies",10.368,2
"B43319",2014-07-09,"C14627","PR7271","Office Supplies",14.352,3
"B42738",2014-07-09,"C14613","PR6855","Office Supplies",14.304,6
"B42738",2014-07-09,"C14613","PR6152","Furniture",119.833,1
"B42738",2014-07-09,"C14613","PR6687","Office Supplies",5.56,2
"B42738",2014-07-09,"C14613","PR7279","Office Supplies",32.4,5
"B42749",2014-07-09,"C14227","PR7121","Office Supplies",2.88,1
"B42749",2014-07-09,"C14227","PR6879","Office Supplies",41.904,6
"B42749",2014-07-09,"C14227","PR7456","Office Supplies",23.92,4
"B33315",2014-07-11,"C14752","PR7969","Technology",164.85,3
"B33281",2014-07-11,"C13683","PR7160","Office Supplies",177.2,5
"B33281",2014-07-11,"C13683","PR7934","Technology",197.97,3
"B33281",2014-07-11,"C13683","PR6216","Furniture",854.94,3
"B33281",2014-07-11,"C13683","PR6271","Furniture",124.11,9
"B33281",2014-07-11,"C13683","PR7072","Office Supplies",14.4,5
"B32963",2014-07-11,"C14454","PR7256","Office Supplies",49.12,4
"B32963",2014-07-11,"C14454","PR6870","Office Supplies",18.28,5
"B32826",2014-07-11,"C14035","PR7818","Technology",575.968,4
"B32826",2014-07-11,"C14035","PR7169","Office Supplies",10.368,2
"B38324",2014-07-11,"C12808","PR7969","Technology",164.85,3
"B38290",2014-07-11,"C14206","PR7160","Office Supplies",177.2,5
"B38290",2014-07-11,"C14206","PR7934","Technology",197.97,3
"B38290",2014-07-11,"C14206","PR6216","Furniture",854.94,3
"B38290",2014-07-11,"C14206","PR6271","Furniture",124.11,9
"B38290",2014-07-11,"C14206","PR7072","Office Supplies",14.4,5
"B37972",2014-07-11,"C14441","PR7256","Office Supplies",49.12,4
"B37972",2014-07-11,"C14441","PR6870","Office Supplies",18.28,5
"B37835",2014-07-11,"C14811","PR7818","Technology",575.968,4
"B37835",2014-07-11,"C14811","PR7169","Office Supplies",10.368,2
"B43333",2014-07-11,"C14210","PR7969","Technology",164.85,3
"B43299",2014-07-11,"C13830","PR7160","Office Supplies",177.2,5
"B43299",2014-07-11,"C13830","PR7934","Technology",197.97,3
"B43299",2014-07-11,"C13830","PR6216","Furniture",854.94,3
"B43299",2014-07-11,"C13830","PR6271","Furniture",124.11,9
"B43299",2014-07-11,"C13830","PR7072","Office Supplies",14.4,5
"B42981",2014-07-11,"C13055","PR7256","Office Supplies",49.12,4
"B42981",2014-07-11,"C13055","PR6870","Office Supplies",18.28,5
"B42844",2014-07-11,"C14360","PR7818","Technology",575.968,4
"B42844",2014-07-11,"C14360","PR7169","Office Supplies",10.368,2
"B32919",2014-07-12,"C13170","PR6881","Office Supplies",7.712,2
"B32919",2014-07-12,"C13170","PR6482","Furniture",698.352,3
"B32685",2014-07-12,"C13234","PR7406","Office Supplies",249.75,9
"B32685",2014-07-12,"C13234","PR7805","Technology",255.936,8
"B32939",2014-07-12,"C14108","PR6186","Furniture",123.136,4
"B32939",2014-07-12,"C14108","PR6875","Office Supplies",11.264,4
"B32854",2014-07-12,"C12857","PR7219","Office Supplies",35.856,9
"B32854",2014-07-12,"C12857","PR7654","Technology",23.84,4
"B33264",2014-07-12,"C12743","PR6196","Furniture",512.358,3
"B33264",2014-07-12,"C12743","PR7029","Office Supplies",3.488,2
"B33264",2014-07-12,"C12743","PR6682","Office Supplies",22.288,7
"B33264",2014-07-12,"C12743","PR7241","Office Supplies",16.032,3
"B37928",2014-07-12,"C13810","PR6881","Office Supplies",7.712,2
"B37928",2014-07-12,"C13810","PR6482","Furniture",698.352,3
"B37694",2014-07-12,"C13028","PR7406","Office Supplies",249.75,9
"B37694",2014-07-12,"C13028","PR7805","Technology",255.936,8
"B37948",2014-07-12,"C13367","PR6186","Furniture",123.136,4
"B37948",2014-07-12,"C13367","PR6875","Office Supplies",11.264,4
"B37863",2014-07-12,"C14872","PR7219","Office Supplies",35.856,9
"B37863",2014-07-12,"C14872","PR7654","Technology",23.84,4
"B38273",2014-07-12,"C13561","PR6196","Furniture",512.358,3
"B38273",2014-07-12,"C13561","PR7029","Office Supplies",3.488,2
"B38273",2014-07-12,"C13561","PR6682","Office Supplies",22.288,7
"B38273",2014-07-12,"C13561","PR7241","Office Supplies",16.032,3
"B42937",2014-07-12,"C14472","PR6881","Office Supplies",7.712,2
"B42937",2014-07-12,"C14472","PR6482","Furniture",698.352,3
"B42703",2014-07-12,"C13154","PR7406","Office Supplies",249.75,9
"B42703",2014-07-12,"C13154","PR7805","Technology",255.936,8
"B42957",2014-07-12,"C14884","PR6186","Furniture",123.136,4
"B42957",2014-07-12,"C14884","PR6875","Office Supplies",11.264,4
"B42872",2014-07-12,"C12764","PR7219","Office Supplies",35.856,9
"B42872",2014-07-12,"C12764","PR7654","Technology",23.84,4
"B43282",2014-07-12,"C13770","PR6196","Furniture",512.358,3
"B43282",2014-07-12,"C13770","PR7029","Office Supplies",3.488,2
"B43282",2014-07-12,"C13770","PR6682","Office Supplies",22.288,7
"B43282",2014-07-12,"C13770","PR7241","Office Supplies",16.032,3
"B36900",2014-07-13,"C14791","PR6460","Furniture",351.216,3
"B41909",2014-07-13,"C14831","PR6460","Furniture",351.216,3
"B46918",2014-07-13,"C13151","PR6460","Furniture",351.216,3
"B36752",2014-07-14,"C13499","PR6791","Office Supplies",29.932,7
"B36752",2014-07-14,"C13499","PR7842","Technology",38.272,4
"B32678",2014-07-14,"C12695","PR6747","Office Supplies",17.94,3
"B36860",2014-07-14,"C12784","PR7428","Office Supplies",55.92,5
"B32843",2014-07-14,"C14125","PR6499","Office Supplies",39.48,1
"B33286",2014-07-14,"C13487","PR7863","Technology",13.494,1
"B33286",2014-07-14,"C13487","PR7890","Technology",23.988,2
"B33286",2014-07-14,"C13487","PR6285","Furniture",31.984,2
"B33286",2014-07-14,"C13487","PR6615","Office Supplies",41.584,2
"B41761",2014-07-14,"C13575","PR6791","Office Supplies",29.932,7
"B41761",2014-07-14,"C13575","PR7842","Technology",38.272,4
"B37687",2014-07-14,"C13061","PR6747","Office Supplies",17.94,3
"B41869",2014-07-14,"C14053","PR7428","Office Supplies",55.92,5
"B37852",2014-07-14,"C14802","PR6499","Office Supplies",39.48,1
"B38295",2014-07-14,"C13329","PR7863","Technology",13.494,1
"B38295",2014-07-14,"C13329","PR7890","Technology",23.988,2
"B38295",2014-07-14,"C13329","PR6285","Furniture",31.984,2
"B38295",2014-07-14,"C13329","PR6615","Office Supplies",41.584,2
"B46770",2014-07-14,"C14533","PR6791","Office Supplies",29.932,7
"B46770",2014-07-14,"C14533","PR7842","Technology",38.272,4
"B42696",2014-07-14,"C14204","PR6747","Office Supplies",17.94,3
"B46878",2014-07-14,"C14336","PR7428","Office Supplies",55.92,5
"B42861",2014-07-14,"C12820","PR6499","Office Supplies",39.48,1
"B43304",2014-07-14,"C13001","PR7863","Technology",13.494,1
"B43304",2014-07-14,"C13001","PR7890","Technology",23.988,2
"B43304",2014-07-14,"C13001","PR6285","Furniture",31.984,2
"B43304",2014-07-14,"C13001","PR6615","Office Supplies",41.584,2
"B32755",2014-07-15,"C14528","PR7680","Technology",2.97,3
"B32755",2014-07-15,"C14528","PR7016","Office Supplies",6.54,3
"B37764",2014-07-15,"C14469","PR7680","Technology",2.97,3
"B37764",2014-07-15,"C14469","PR7016","Office Supplies",6.54,3
"B42773",2014-07-15,"C14598","PR7680","Technology",2.97,3
"B42773",2014-07-15,"C14598","PR7016","Office Supplies",6.54,3
"B32829",2014-07-18,"C13066","PR6202","Furniture",259.136,4
"B33012",2014-07-18,"C13596","PR6838","Office Supplies",13.904,2
"B37838",2014-07-18,"C12961","PR6202","Furniture",259.136,4
"B38021",2014-07-18,"C13736","PR6838","Office Supplies",13.904,2
"B42847",2014-07-18,"C13093","PR6202","Furniture",259.136,4
"B43030",2014-07-18,"C13773","PR6838","Office Supplies",13.904,2
"B36859",2014-07-19,"C13506","PR7818","Technology",359.98,2
"B36859",2014-07-19,"C13506","PR6475","Furniture",70.56,1
"B36859",2014-07-19,"C13506","PR6897","Office Supplies",20.88,2
"B36859",2014-07-19,"C13506","PR6840","Office Supplies",3.81,1
"B33335",2014-07-19,"C14337","PR6823","Office Supplies",6.096,2
"B41868",2014-07-19,"C13819","PR7818","Technology",359.98,2
"B41868",2014-07-19,"C13819","PR6475","Furniture",70.56,1
"B41868",2014-07-19,"C13819","PR6897","Office Supplies",20.88,2
"B41868",2014-07-19,"C13819","PR6840","Office Supplies",3.81,1
"B38344",2014-07-19,"C14835","PR6823","Office Supplies",6.096,2
"B46877",2014-07-19,"C12609","PR7818","Technology",359.98,2
"B46877",2014-07-19,"C12609","PR6475","Furniture",70.56,1
"B46877",2014-07-19,"C12609","PR6897","Office Supplies",20.88,2
"B46877",2014-07-19,"C12609","PR6840","Office Supplies",3.81,1
"B43353",2014-07-19,"C14727","PR6823","Office Supplies",6.096,2
"B33060",2014-07-20,"C13782","PR7158","Office Supplies",104.85,1
"B33060",2014-07-20,"C13782","PR6829","Office Supplies",8.704,2
"B33060",2014-07-20,"C13782","PR7270","Office Supplies",19.92,4
"B33060",2014-07-20,"C13782","PR6374","Furniture",43.02,3
"B32897",2014-07-20,"C13622","PR7570","Technology",41.94,2
"B32897",2014-07-20,"C13622","PR7354","Office Supplies",11.96,2
"B32897",2014-07-20,"C13622","PR6695","Office Supplies",13.12,4
"B32897",2014-07-20,"C13622","PR7454","Office Supplies",535.41,3
"B33084",2014-07-20,"C13618","PR7500","Office Supplies",342.864,3
"B33084",2014-07-20,"C13618","PR6380","Furniture",16.74,5
"B33084",2014-07-20,"C13618","PR6192","Furniture",981.372,2
"B33222",2014-07-20,"C12950","PR6852","Office Supplies",89.712,6
"B33222",2014-07-20,"C12950","PR7383","Office Supplies",22.83,3
"B33073",2014-07-20,"C12582","PR7488","Office Supplies",25.984,1
"B33073",2014-07-20,"C12582","PR6784","Office Supplies",27.36,3
"B38069",2014-07-20,"C12804","PR7158","Office Supplies",104.85,1
"B38069",2014-07-20,"C12804","PR6829","Office Supplies",8.704,2
"B38069",2014-07-20,"C12804","PR7270","Office Supplies",19.92,4
"B38069",2014-07-20,"C12804","PR6374","Furniture",43.02,3
"B37906",2014-07-20,"C13694","PR7570","Technology",41.94,2
"B37906",2014-07-20,"C13694","PR7354","Office Supplies",11.96,2
"B37906",2014-07-20,"C13694","PR6695","Office Supplies",13.12,4
"B37906",2014-07-20,"C13694","PR7454","Office Supplies",535.41,3
"B38093",2014-07-20,"C14338","PR7500","Office Supplies",342.864,3
"B38093",2014-07-20,"C14338","PR6380","Furniture",16.74,5
"B38093",2014-07-20,"C14338","PR6192","Furniture",981.372,2
"B38231",2014-07-20,"C14687","PR6852","Office Supplies",89.712,6
"B38231",2014-07-20,"C14687","PR7383","Office Supplies",22.83,3
"B38082",2014-07-20,"C13117","PR7488","Office Supplies",25.984,1
"B38082",2014-07-20,"C13117","PR6784","Office Supplies",27.36,3
"B43078",2014-07-20,"C14689","PR7158","Office Supplies",104.85,1
"B43078",2014-07-20,"C14689","PR6829","Office Supplies",8.704,2
"B43078",2014-07-20,"C14689","PR7270","Office Supplies",19.92,4
"B43078",2014-07-20,"C14689","PR6374","Furniture",43.02,3
"B42915",2014-07-20,"C13370","PR7570","Technology",41.94,2
"B42915",2014-07-20,"C13370","PR7354","Office Supplies",11.96,2
"B42915",2014-07-20,"C13370","PR6695","Office Supplies",13.12,4
"B42915",2014-07-20,"C13370","PR7454","Office Supplies",535.41,3
"B43102",2014-07-20,"C14087","PR7500","Office Supplies",342.864,3
"B43102",2014-07-20,"C14087","PR6380","Furniture",16.74,5
"B43102",2014-07-20,"C14087","PR6192","Furniture",981.372,2
"B43240",2014-07-20,"C14392","PR6852","Office Supplies",89.712,6
"B43240",2014-07-20,"C14392","PR7383","Office Supplies",22.83,3
"B43091",2014-07-20,"C14277","PR7488","Office Supplies",25.984,1
"B43091",2014-07-20,"C14277","PR6784","Office Supplies",27.36,3
"B32915",2014-07-21,"C13824","PR6490","Office Supplies",4.992,3
"B32915",2014-07-21,"C13824","PR6998","Office Supplies",87.92,5
"B32915",2014-07-21,"C13824","PR6247","Furniture",657.93,5
"B32915",2014-07-21,"C13824","PR6768","Office Supplies",1.044,1
"B32767",2014-07-21,"C14090","PR6655","Office Supplies",99.2,5
"B32767",2014-07-21,"C14090","PR6179","Furniture",801.568,2
"B32767",2014-07-21,"C14090","PR6477","Furniture",272.848,1
"B32676",2014-07-21,"C14424","PR7944","Technology",35.98,2
"B37924",2014-07-21,"C13768","PR6490","Office Supplies",4.992,3
"B37924",2014-07-21,"C13768","PR6998","Office Supplies",87.92,5
"B37924",2014-07-21,"C13768","PR6247","Furniture",657.93,5
"B37924",2014-07-21,"C13768","PR6768","Office Supplies",1.044,1
"B37776",2014-07-21,"C14878","PR6655","Office Supplies",99.2,5
"B37776",2014-07-21,"C14878","PR6179","Furniture",801.568,2
"B37776",2014-07-21,"C14878","PR6477","Furniture",272.848,1
"B37685",2014-07-21,"C14651","PR7944","Technology",35.98,2
"B42933",2014-07-21,"C13254","PR6490","Office Supplies",4.992,3
"B42933",2014-07-21,"C13254","PR6998","Office Supplies",87.92,5
"B42933",2014-07-21,"C13254","PR6247","Furniture",657.93,5
"B42933",2014-07-21,"C13254","PR6768","Office Supplies",1.044,1
"B42785",2014-07-21,"C14356","PR6655","Office Supplies",99.2,5
"B42785",2014-07-21,"C14356","PR6179","Furniture",801.568,2
"B42785",2014-07-21,"C14356","PR6477","Furniture",272.848,1
"B42694",2014-07-21,"C13016","PR7944","Technology",35.98,2
"B32820",2014-07-22,"C13300","PR6741","Office Supplies",19.68,6
"B32895",2014-07-22,"C14250","PR6654","Office Supplies",5.96,2
"B32895",2014-07-22,"C14250","PR7647","Technology",159.98,2
"B36896",2014-07-22,"C14437","PR7496","Office Supplies",26.632,1
"B32772",2014-07-22,"C13764","PR6685","Office Supplies",11.52,4
"B32772",2014-07-22,"C13764","PR6162","Furniture",717.72,3
"B32772",2014-07-22,"C13764","PR7495","Office Supplies",236.5,10
"B32772",2014-07-22,"C13764","PR6485","Furniture",170.352,3
"B37829",2014-07-22,"C14302","PR6741","Office Supplies",19.68,6
"B37904",2014-07-22,"C14570","PR6654","Office Supplies",5.96,2
"B37904",2014-07-22,"C14570","PR7647","Technology",159.98,2
"B41905",2014-07-22,"C14568","PR7496","Office Supplies",26.632,1
"B37781",2014-07-22,"C14282","PR6685","Office Supplies",11.52,4
"B37781",2014-07-22,"C14282","PR6162","Furniture",717.72,3
"B37781",2014-07-22,"C14282","PR7495","Office Supplies",236.5,10
"B37781",2014-07-22,"C14282","PR6485","Furniture",170.352,3
"B42838",2014-07-22,"C12706","PR6741","Office Supplies",19.68,6
"B42913",2014-07-22,"C14318","PR6654","Office Supplies",5.96,2
"B42913",2014-07-22,"C14318","PR7647","Technology",159.98,2
"B46914",2014-07-22,"C13666","PR7496","Office Supplies",26.632,1
"B42790",2014-07-22,"C13798","PR6685","Office Supplies",11.52,4
"B42790",2014-07-22,"C13798","PR6162","Furniture",717.72,3
"B42790",2014-07-22,"C13798","PR7495","Office Supplies",236.5,10
"B42790",2014-07-22,"C13798","PR6485","Furniture",170.352,3
"B32589",2014-07-23,"C14784","PR7605","Technology",99.98,2
"B36793",2014-07-23,"C14740","PR6829","Office Supplies",8.16,5
"B36793",2014-07-23,"C14740","PR7683","Technology",1023.936,8
"B36793",2014-07-23,"C14740","PR6604","Office Supplies",9.24,1
"B36793",2014-07-23,"C14740","PR7630","Technology",479.04,10
"B33095",2014-07-23,"C12691","PR7806","Technology",604.752,6
"B33095",2014-07-23,"C12691","PR7565","Office Supplies",40.7,5
"B33095",2014-07-23,"C12691","PR7955","Technology",302.376,3
"B33095",2014-07-23,"C12691","PR7632","Technology",45,3
"B37598",2014-07-23,"C13562","PR7605","Technology",99.98,2
"B41802",2014-07-23,"C14642","PR6829","Office Supplies",8.16,5
"B41802",2014-07-23,"C14642","PR7683","Technology",1023.936,8
"B41802",2014-07-23,"C14642","PR6604","Office Supplies",9.24,1
"B41802",2014-07-23,"C14642","PR7630","Technology",479.04,10
"B38104",2014-07-23,"C13120","PR7806","Technology",604.752,6
"B38104",2014-07-23,"C13120","PR7565","Office Supplies",40.7,5
"B38104",2014-07-23,"C13120","PR7955","Technology",302.376,3
"B38104",2014-07-23,"C13120","PR7632","Technology",45,3
"B42607",2014-07-23,"C13827","PR7605","Technology",99.98,2
"B46811",2014-07-23,"C14413","PR6829","Office Supplies",8.16,5
"B46811",2014-07-23,"C14413","PR7683","Technology",1023.936,8
"B46811",2014-07-23,"C14413","PR6604","Office Supplies",9.24,1
"B46811",2014-07-23,"C14413","PR7630","Technology",479.04,10
"B43113",2014-07-23,"C13026","PR7806","Technology",604.752,6
"B43113",2014-07-23,"C13026","PR7565","Office Supplies",40.7,5
"B43113",2014-07-23,"C13026","PR7955","Technology",302.376,3
"B43113",2014-07-23,"C13026","PR7632","Technology",45,3
"B33085",2014-07-25,"C13771","PR7443","Office Supplies",53.72,4
"B33085",2014-07-25,"C13771","PR7532","Office Supplies",8187.65,5
"B33085",2014-07-25,"C13771","PR6409","Furniture",77.92,8
"B33104",2014-07-25,"C12674","PR7268","Office Supplies",6.48,1
"B33104",2014-07-25,"C12674","PR7550","Office Supplies",15.52,4
"B38094",2014-07-25,"C12785","PR7443","Office Supplies",53.72,4
"B38094",2014-07-25,"C12785","PR7532","Office Supplies",8187.65,5
"B38094",2014-07-25,"C12785","PR6409","Furniture",77.92,8
"B38113",2014-07-25,"C12936","PR7268","Office Supplies",6.48,1
"B38113",2014-07-25,"C12936","PR7550","Office Supplies",15.52,4
"B43103",2014-07-25,"C14650","PR7443","Office Supplies",53.72,4
"B43103",2014-07-25,"C14650","PR7532","Office Supplies",8187.65,5
"B43103",2014-07-25,"C14650","PR6409","Furniture",77.92,8
"B43122",2014-07-25,"C14796","PR7268","Office Supplies",6.48,1
"B43122",2014-07-25,"C14796","PR7550","Office Supplies",15.52,4
"B36872",2014-07-26,"C14229","PR7527","Office Supplies",123.552,3
"B33241",2014-07-26,"C14034","PR7627","Technology",111.93,7
"B32878",2014-07-26,"C14728","PR7832","Technology",911.984,2
"B32878",2014-07-26,"C14728","PR6215","Furniture",674.352,3
"B32878",2014-07-26,"C14728","PR6397","Furniture",134.01,9
"B32878",2014-07-26,"C14728","PR7706","Technology",170.97,3
"B33344",2014-07-26,"C13051","PR6957","Office Supplies",2177.584,8
"B33344",2014-07-26,"C13051","PR6417","Furniture",17.496,3
"B33344",2014-07-26,"C13051","PR6806","Office Supplies",16.784,4
"B33344",2014-07-26,"C13051","PR7630","Technology",431.136,9
"B33344",2014-07-26,"C13051","PR6818","Office Supplies",8.88,5
"B33344",2014-07-26,"C13051","PR6559","Office Supplies",4.836,2
"B32756",2014-07-26,"C13680","PR6169","Furniture",67.88,2
"B32756",2014-07-26,"C13680","PR7092","Office Supplies",162.89,13
"B32756",2014-07-26,"C13680","PR6273","Furniture",25.71,3
"B41881",2014-07-26,"C13834","PR7527","Office Supplies",123.552,3
"B38250",2014-07-26,"C12967","PR7627","Technology",111.93,7
"B37887",2014-07-26,"C13692","PR7832","Technology",911.984,2
"B37887",2014-07-26,"C13692","PR6215","Furniture",674.352,3
"B37887",2014-07-26,"C13692","PR6397","Furniture",134.01,9
"B37887",2014-07-26,"C13692","PR7706","Technology",170.97,3
"B38353",2014-07-26,"C13314","PR6957","Office Supplies",2177.584,8
"B38353",2014-07-26,"C13314","PR6417","Furniture",17.496,3
"B38353",2014-07-26,"C13314","PR6806","Office Supplies",16.784,4
"B38353",2014-07-26,"C13314","PR7630","Technology",431.136,9
"B38353",2014-07-26,"C13314","PR6818","Office Supplies",8.88,5
"B38353",2014-07-26,"C13314","PR6559","Office Supplies",4.836,2
"B37765",2014-07-26,"C12636","PR6169","Furniture",67.88,2
"B37765",2014-07-26,"C12636","PR7092","Office Supplies",162.89,13
"B37765",2014-07-26,"C12636","PR6273","Furniture",25.71,3
"B46890",2014-07-26,"C14883","PR7527","Office Supplies",123.552,3
"B43259",2014-07-26,"C14218","PR7627","Technology",111.93,7
"B42896",2014-07-26,"C12846","PR7832","Technology",911.984,2
"B42896",2014-07-26,"C12846","PR6215","Furniture",674.352,3
"B42896",2014-07-26,"C12846","PR6397","Furniture",134.01,9
"B42896",2014-07-26,"C12846","PR7706","Technology",170.97,3
"B43362",2014-07-26,"C13242","PR6957","Office Supplies",2177.584,8
"B43362",2014-07-26,"C13242","PR6417","Furniture",17.496,3
"B43362",2014-07-26,"C13242","PR6806","Office Supplies",16.784,4
"B43362",2014-07-26,"C13242","PR7630","Technology",431.136,9
"B43362",2014-07-26,"C13242","PR6818","Office Supplies",8.88,5
"B43362",2014-07-26,"C13242","PR6559","Office Supplies",4.836,2
"B42774",2014-07-26,"C12767","PR6169","Furniture",67.88,2
"B42774",2014-07-26,"C12767","PR7092","Office Supplies",162.89,13
"B42774",2014-07-26,"C12767","PR6273","Furniture",25.71,3
"B36858",2014-07-27,"C14580","PR7294","Office Supplies",65.78,11
"B33350",2014-07-27,"C14876","PR7487","Office Supplies",276.28,2
"B32850",2014-07-27,"C14547","PR7653","Technology",238,2
"B41867",2014-07-27,"C14362","PR7294","Office Supplies",65.78,11
"B38359",2014-07-27,"C13708","PR7487","Office Supplies",276.28,2
"B37859",2014-07-27,"C12564","PR7653","Technology",238,2
"B46876",2014-07-27,"C13041","PR7294","Office Supplies",65.78,11
"B43368",2014-07-27,"C14223","PR7487","Office Supplies",276.28,2
"B42868",2014-07-27,"C13613","PR7653","Technology",238,2
"B32943",2014-07-28,"C14399","PR7020","Office Supplies",14.32,5
"B32943",2014-07-28,"C14399","PR6376","Furniture",129.888,6
"B32943",2014-07-28,"C14399","PR6961","Office Supplies",48.944,7
"B37952",2014-07-28,"C12623","PR7020","Office Supplies",14.32,5
"B37952",2014-07-28,"C12623","PR6376","Furniture",129.888,6
"B37952",2014-07-28,"C12623","PR6961","Office Supplies",48.944,7
"B42961",2014-07-28,"C14700","PR7020","Office Supplies",14.32,5
"B42961",2014-07-28,"C14700","PR6376","Furniture",129.888,6
"B42961",2014-07-28,"C14700","PR6961","Office Supplies",48.944,7
"B32700",2014-07-30,"C13685","PR6137","Furniture",1367.84,8
"B37709",2014-07-30,"C13871","PR6137","Furniture",1367.84,8
"B42718",2014-07-30,"C13128","PR6137","Furniture",1367.84,8
"B33269",2014-08-01,"C13036","PR7025","Office Supplies",5.68,2
"B32770",2014-08-01,"C12695","PR7058","Office Supplies",17.544,3
"B32770",2014-08-01,"C12695","PR6271","Furniture",44.128,4
"B32770",2014-08-01,"C12695","PR6507","Office Supplies",62.92,1
"B32770",2014-08-01,"C12695","PR7280","Office Supplies",78.304,2
"B33168",2014-08-01,"C14443","PR6937","Office Supplies",19.752,3
"B38278",2014-08-01,"C14644","PR7025","Office Supplies",5.68,2
"B37779",2014-08-01,"C13061","PR7058","Office Supplies",17.544,3
"B37779",2014-08-01,"C13061","PR6271","Furniture",44.128,4
"B37779",2014-08-01,"C13061","PR6507","Office Supplies",62.92,1
"B37779",2014-08-01,"C13061","PR7280","Office Supplies",78.304,2
"B38177",2014-08-01,"C13092","PR6937","Office Supplies",19.752,3
