"CustomerID","DOB","gender","MaritalStatus","Familysize"
"C13252","1954-03-16","M","Yes",4
"C13253","1985-06-08","M","Yes",4
"C13254","1994-11-01","M","Yes",3
"C13255","1948-10-23","M","Yes",4
"C13256","1941-04-28","F","Yes",3
"C13257","1979-05-19","F","Yes",3
"C13258","1987-09-27","F","Yes",4
"C13259","1982-11-07","M","Yes",4
"C13260","1977-02-25","F","Yes",4
"C13261","1984-09-13","M","Yes",4
"C13262","1988-04-13","M","Yes",3
"C13263","1975-12-13","F","Yes",4
"C13264","1977-04-03","M","Yes",4
"C13265","1963-11-27","F","Yes",4
"C13266","1983-06-26","M","Yes",4
"C13267","1973-01-11","F","Yes",4
"C13268","1981-06-07","M","Yes",3
"C13269","1977-06-25","F","Yes",4
"C13270","1955-03-13","M","Yes",4
"C13271","1996-08-05","F","Yes",3
"C13272","1989-09-19","F","Yes",4
"C13273","1988-03-23","F","Yes",4
"C13274","1960-07-10","M","Yes",4
"C13275","1957-08-27","F","Yes",4
"C13276","1942-05-09","M","No",1
"C13277","1993-04-02","M","Yes",3
"C13278","1988-02-12","M","Yes",4
"C13279","1987-01-28","F","Yes",4
"C13280","1977-03-03","F","Yes",4
"C13281","1972-10-09","F","Yes",3
"C13282","1977-12-15","F","Yes",4
"C13283","1997-11-15","M","Yes",2
"C13284","1971-03-24","M","Yes",4
"C13285","1955-03-14","M","Yes",4
"C13286","1981-04-16","M","Yes",4
"C13287","1987-04-06","M","Yes",4
"C13288","1962-02-17","F","Yes",4
"C13289","1975-05-20","M","Yes",3
"C13290","1967-08-23","F","Yes",4
"C13291","1936-01-12","M","Yes",4
"C13292","1934-07-03","F","Yes",4
"C13293","1941-01-22","M","Yes",4
"C13294","1944-12-17","F","Yes",3
"C13295","1972-02-17","M","Yes",4
"C13296","1936-04-18","F","Yes",4
"C13297","1993-10-10","F","Yes",3
"C13298","2000-05-26","M","Yes",3
"C13299","1973-06-20","M","Yes",4
"C13300","1990-03-18","F","Yes",3
"C13301","1993-01-20","F","Yes",3
"C13302","1987-10-05","M","Yes",3
"C13303","1977-02-24","F","Yes",4
"C13304","1969-01-25","M","Yes",4
"C13305","1968-06-04","M","Yes",4
"C13306","1989-06-04","M","Yes",4
"C13307","1981-12-08","M","Yes",4
"C13308","1998-04-16","M","Yes",2
"C13309","1977-07-03","F","Yes",4
"C13310","1981-10-16","M","Yes",3
"C13311","1963-04-15","F","Yes",4
"C13312","1982-10-20","M","Yes",4
"C13313","1958-03-09","M","Yes",4
"C13314","1976-04-14","M","Yes",4
"C13315","1951-09-10","F","Yes",4
"C13316","2000-08-19","F","Yes",2
"C13317","1970-12-04","F","Yes",4
"C13318","1999-10-19","F","Yes",2
"C13319","1970-08-24","M","Yes",4
"C13320","1943-02-06","F","No",1
"C13321","1982-04-15","F","Yes",4
"C13322","1953-10-25","F","Yes",4
"C13323","1981-05-12","F","Yes",3
"C13324","1973-03-18","M","Yes",4
"C13325","1990-12-23","M","Yes",3
"C13326","1982-10-24","F","Yes",4
"C13327","1986-11-10","M","Yes",4
"C13328","1981-10-02","M","Yes",4
"C13329","1991-12-14","F","Yes",3
"C13330","1938-07-22","M","Yes",4
"C13331","1970-10-08","F","Yes",4
"C13332","1937-08-05","M","Yes",4
"C13333","1962-06-15","F","Yes",4
"C13334","1949-08-08","M","Yes",4
"C13335","1974-04-06","F","Yes",3
"C13336","1975-05-10","F","Yes",4
"C13337","1985-04-10","F","Yes",4
"C13338","1991-03-10","F","Yes",4
"C13339","1950-12-19","F","Yes",4
"C13340","1945-05-03","F","Yes",4
"C13341","1975-10-27","M","Yes",3
"C13342","1949-09-14","F","Yes",4
"C13343","1933-05-15","F","Yes",4
"C13344","1996-12-26","M","Yes",2
"C13345","1937-12-21","F","Yes",4
"C13346","1999-02-28","M","Yes",3
"C13347","1982-06-06","F","Yes",3
"C13348","1971-10-22","M","Yes",4
"C13349","1986-02-08","F","Yes",3
"C13350","1993-07-15","F","Yes",3
"C13351","1990-07-15","F","Yes",3
"C13352","1972-04-05","F","Yes",4
"C13353","1939-10-12","F","Yes",4
"C13354","1982-11-16","F","Yes",4
"C13355","1979-02-28","M","Yes",4
"C13356","1980-11-24","M","Yes",4
"C13357","1971-10-27","M","Yes",3
"C13358","1973-09-13","M","Yes",4
"C13359","1998-09-17","F","Yes",2
"C13360","1962-07-18","F","Yes",4
"C13361","1945-01-18","M","Yes",4
"C13362","1990-04-24","F","Yes",4
"C13363","1971-01-04","F","Yes",4
"C13364","1961-02-18","M","Yes",4
"C13365","1940-08-06","M","Yes",4
"C13366","1982-09-19","M","Yes",4
"C13367","1996-08-07","F","Yes",3
"C13368","1987-03-12","F","Yes",4
"C13369","1945-12-22","F","Yes",4
"C13370","1990-05-17","M","Yes",3
"C13371","1994-12-19","M","Yes",3
"C13372","1984-01-17","F","Yes",3
"C13373","1976-11-09","M","Yes",4
"C13374","1936-03-01","M","Yes",4
"C13375","1977-06-13","F","Yes",4
"C13376","1982-05-12","F","Yes",4
"C13377","1935-01-24","M","Yes",4
"C13378","1982-07-27","F","Yes",4
"C13379","1956-11-21","F","Yes",4
"C13380","1979-11-28","M","Yes",4
"C13381","1979-11-11","M","Yes",4
"C13382","1962-06-21","F","No",1
"C13383","1983-08-12","M","Yes",3
"C13384","1941-02-17","F","Yes",4
"C13385","1970-10-09","F","Yes",4
"C13386","1977-02-20","M","Yes",4
"C13387","1974-12-14","F","Yes",4
"C13388","1997-10-27","F","Yes",3
"C13389","1987-06-27","F","Yes",4
"C13390","1984-03-08","M","No",1
"C13391","1974-06-22","F","Yes",4
"C13392","1980-02-24","M","Yes",4
"C13393","1968-02-21","M","Yes",4
"C13394","1994-07-12","M","Yes",3
"C13395","1957-11-02","F","Yes",4
"C13396","1973-10-21","M","Yes",4
"C13397","1994-01-21","M","Yes",3
"C13398","1994-05-14","M","Yes",3
"C13399","1957-07-10","M","Yes",4
"C13400","1997-08-10","M","No",1
"C13401","1995-07-12","M","Yes",2
"C13402","1980-11-05","M","Yes",3
"C13403","1977-11-26","M","Yes",3
"C13404","1969-03-02","F","Yes",3
"C13405","1962-04-07","M","Yes",4
"C13406","1972-03-17","M","Yes",3
"C13407","1993-02-18","F","Yes",3
"C13408","1973-05-22","F","Yes",4
"C13409","1955-07-01","F","Yes",4
"C13410","1999-11-15","M","Yes",2
"C13411","1987-06-05","M","Yes",3
"C13412","1956-05-21","F","Yes",4
"C13413","1942-04-27","F","Yes",4
"C13414","1994-11-11","F","Yes",3
"C13415","1970-06-13","F","Yes",4
"C13416","1989-11-16","F","Yes",4
"C13417","1987-06-01","F","Yes",4
"C13418","1959-11-08","F","Yes",4
"C13419","1992-09-12","F","No",1
"C13420","1976-06-07","F","Yes",4
"C13421","1964-12-02","M","Yes",4
"C13422","1974-12-19","M","Yes",3
"C13423","1977-03-26","F","Yes",4
"C13424","1975-04-02","M","Yes",3
"C13425","1981-09-15","F","Yes",4
"C13426","1987-11-09","F","Yes",4
"C13427","1987-02-20","F","Yes",4
"C13428","1968-10-15","F","Yes",3
"C13429","1981-04-28","F","Yes",4
"C13430","1940-11-10","M","Yes",4
"C13431","1948-06-19","F","Yes",4
"C13432","1998-02-01","F","Yes",2
"C13433","1996-12-09","F","Yes",3
"C13434","1986-08-28","F","Yes",4
"C13435","1942-05-04","M","Yes",4
"C13436","1974-08-28","M","Yes",4
"C13437","1963-02-25","M","Yes",4
"C13438","1949-05-27","F","Yes",4
"C13439","1989-10-13","F","Yes",4
"C13440","1974-07-20","F","Yes",4
"C13441","1987-01-17","M","Yes",3
"C13442","1978-08-04","M","Yes",4
"C13443","1974-09-03","F","Yes",3
"C13444","1944-09-02","F","Yes",4
"C13445","1981-12-25","F","Yes",4
"C13446","1970-01-26","F","Yes",4
"C13447","1968-12-20","M","Yes",4
"C13448","1983-02-22","M","Yes",4
"C13449","1969-01-02","M","Yes",4
"C13450","1989-06-04","F","Yes",4
"C13451","1990-12-10","F","Yes",4
"C13452","1953-06-05","F","Yes",4
"C13453","1968-06-16","M","Yes",4
"C13454","1985-12-19","F","Yes",4
"C13455","1991-11-22","F","Yes",4
"C13456","1981-02-19","F","Yes",4
"C13457","1980-10-18","F","Yes",4
"C13458","1968-04-10","F","Yes",4
"C13459","1999-06-02","F","Yes",2
"C13460","1944-09-10","F","Yes",4
"C13461","1970-04-15","M","Yes",4
"C13462","1955-12-23","F","Yes",4
"C13463","1977-03-16","F","Yes",4
"C13464","1970-03-11","M","Yes",3
"C13465","1983-01-22","M","Yes",4
"C13466","1997-04-09","F","Yes",3
"C13467","1975-07-05","F","Yes",4
"C13468","1975-06-17","M","Yes",4
"C13469","1946-09-15","M","Yes",4
"C13470","1982-10-16","M","Yes",3
"C13471","1981-05-28","F","Yes",4
"C13472","1985-04-17","M","Yes",4
"C13473","1948-07-23","F","Yes",4
"C13474","1988-10-13","M","Yes",4
"C13475","1989-01-09","M","Yes",4
"C13476","1978-10-08","F","Yes",4
"C13477","1989-08-25","M","Yes",4
"C13478","1968-12-13","F","Yes",4
"C13479","1987-11-18","F","Yes",4
"C13480","1990-10-27","F","Yes",3
"C13481","1994-05-26","M","Yes",3
"C13482","1998-10-09","F","Yes",2
"C13483","1958-02-16","F","Yes",4
"C13484","1977-05-13","F","Yes",3
"C13485","1941-12-08","M","Yes",4
"C13486","1947-01-23","F","Yes",4
"C13487","1996-08-06","F","Yes",3
"C13488","1982-09-19","F","No",1
"C13489","1957-04-19","M","Yes",4
"C13490","1992-10-23","M","Yes",3
"C13491","1965-06-11","M","Yes",4
"C13492","1976-11-21","M","Yes",3
"C13493","1981-12-17","F","Yes",3
"C13494","1977-10-20","F","Yes",4
"C13495","1960-09-06","F","Yes",3
"C13496","1970-01-19","F","Yes",3
"C13497","1985-10-04","F","Yes",3
"C13498","1988-05-17","F","Yes",3
"C13499","1975-11-17","F","Yes",4
"C13500","1987-08-04","M","Yes",4
"C13501","1943-07-03","F","Yes",4
"C13502","1999-06-17","F","Yes",2
"C13503","1970-08-28","F","Yes",3
"C13504","1989-09-01","F","Yes",4
"C13505","2000-01-15","M","Yes",2
"C13506","1974-11-18","F","Yes",3
"C13507","1983-10-28","M","Yes",3
"C13508","1993-04-11","F","Yes",3
"C13509","1946-09-26","F","Yes",4
"C13510","1961-12-01","F","Yes",4
"C13511","1987-10-01","M","Yes",4
"C13512","1976-09-01","M","Yes",3
"C13513","1968-05-11","F","Yes",4
"C13514","1963-09-10","M","Yes",4
"C13515","1959-08-26","F","Yes",4
"C13516","1978-08-12","M","Yes",4
"C13517","1980-01-04","F","Yes",3
"C13518","1977-04-01","F","Yes",4
"C13519","1983-01-14","F","Yes",3
"C13520","1996-12-22","M","Yes",2
"C13521","1979-06-23","M","Yes",4
"C13522","1990-04-12","F","Yes",4
"C13523","1974-04-14","F","Yes",4
"C13524","1994-11-21","F","Yes",3
"C13525","1943-01-16","M","Yes",4
"C13526","1979-12-19","F","Yes",4
"C13527","1942-12-24","M","Yes",4
"C13528","1978-07-16","M","No",1
"C13529","1972-08-28","M","Yes",4
"C13530","1980-11-11","M","Yes",4
"C13531","1947-03-02","M","Yes",4
"C13532","1969-09-26","M","No",1
"C13533","1962-08-05","M","Yes",4
"C13534","1991-10-12","F","Yes",4
"C13535","1983-05-19","M","Yes",4
"C13536","1964-04-24","M","Yes",4
"C13537","1988-02-14","F","Yes",4
"C13538","1961-09-02","F","Yes",4
"C13539","1980-01-07","M","Yes",3
"C13540","1982-03-20","M","Yes",3
"C13541","1981-01-05","F","Yes",4
"C13542","1990-07-23","M","Yes",3
"C13543","1984-11-09","M","Yes",4
"C13544","1963-06-07","F","No",1
"C13545","1972-04-20","M","Yes",4
"C13546","1968-11-20","F","Yes",4
"C13547","1980-02-12","F","Yes",3
"C13548","1995-07-10","F","Yes",3
"C13549","1964-12-04","M","Yes",4
"C13550","1988-06-02","F","Yes",4
"C13551","1967-02-15","M","Yes",4
"C13552","1986-06-24","M","Yes",4
"C13553","1997-02-27","M","Yes",2
"C13554","1958-11-04","F","Yes",4
"C13555","1982-07-12","F","Yes",4
"C13556","1968-06-14","M","Yes",4
"C13557","1986-08-16","F","Yes",3
"C13558","1948-07-22","M","Yes",4
"C13559","1995-04-18","F","Yes",3
"C13560","1970-05-19","M","Yes",3
"C13561","1973-12-13","M","Yes",4
"C13562","1968-11-21","F","Yes",4
"C13563","1994-11-22","F","Yes",3
"C13564","1961-11-21","M","Yes",4
"C13565","1980-03-07","M","Yes",4
"C13566","1988-01-26","M","Yes",4
"C13567","1945-09-17","F","Yes",4
"C13568","1977-10-11","F","Yes",4
"C13569","1949-08-23","F","Yes",4
"C13570","1971-07-11","F","Yes",4
"C13571","1960-09-01","F","Yes",4
"C13572","1943-09-19","M","Yes",4
"C13573","1949-08-17","M","Yes",4
"C13574","1976-02-15","F","Yes",3
"C13575","1979-03-26","M","Yes",4
"C13576","1967-10-25","F","Yes",4
"C13577","1971-07-28","M","Yes",4
"C13578","1974-02-07","M","Yes",4
"C13579","1981-09-28","F","Yes",4
"C13580","1990-12-25","F","Yes",4
"C13581","1949-12-19","F","Yes",4
"C13582","1948-05-27","F","Yes",4
"C13583","1974-12-18","F","Yes",4
"C13584","1994-11-07","F","No",1
"C13585","1987-09-18","F","Yes",4
"C13586","1938-03-16","M","Yes",4
"C13587","1981-12-16","M","Yes",4
"C13588","1978-05-26","M","Yes",4
"C13589","1994-11-04","F","Yes",3
"C13590","1976-02-10","M","Yes",4
"C13591","1980-01-25","F","Yes",3
"C13592","1984-02-03","M","Yes",4
"C13593","1956-09-03","F","Yes",4
"C13594","1973-08-15","M","Yes",3
"C13595","1985-08-05","F","Yes",4
"C13596","1976-03-19","F","Yes",3
"C13597","1977-12-16","M","Yes",4
"C13598","1985-03-26","M","Yes",3
"C13599","1968-03-17","M","Yes",3
"C13600","1984-02-23","M","Yes",4
"C13601","1993-10-12","F","Yes",3
"C13602","1976-08-03","F","Yes",3
"C13603","1972-08-16","F","Yes",4
"C13604","1997-05-24","M","Yes",3
"C13605","1979-05-22","M","Yes",3
"C13606","1967-09-04","F","No",1
"C13607","1986-06-10","F","Yes",3
"C13608","1968-02-26","F","Yes",4
"C13609","1990-02-24","F","Yes",4
"C13610","1940-02-13","M","Yes",4
"C13611","1998-09-08","F","Yes",2
"C13612","1995-08-13","F","Yes",3
"C13613","1969-08-02","M","Yes",4
"C13614","1980-09-03","F","Yes",4
"C13615","1980-09-21","M","Yes",4
"C13616","1942-07-22","M","Yes",4
"C13617","1973-08-17","M","Yes",4
"C13618","1989-12-18","M","Yes",4
"C13619","1975-10-18","F","Yes",4
"C13620","1977-02-16","F","Yes",4
"C13621","1948-12-04","F","Yes",4
"C13622","1988-04-01","F","Yes",4
"C13623","1996-06-05","M","Yes",2
"C13624","1935-11-02","M","Yes",4
"C13625","1934-05-09","F","No",1
"C13626","1956-11-10","M","Yes",4
"C13627","1969-02-04","M","Yes",4
"C13628","1980-04-09","M","Yes",3
"C13629","1949-09-21","M","No",1
"C13630","1957-05-10","M","Yes",4
"C13631","1986-11-07","M","Yes",4
"C13632","1998-06-28","M","Yes",3
"C13633","1948-08-15","M","Yes",4
"C13634","1994-03-12","F","Yes",3
"C13635","1987-11-08","M","Yes",3
"C13636","1937-06-01","M","No",1
"C13637","1977-05-28","F","Yes",4
"C13638","1936-03-24","F","No",1
"C13639","1985-08-21","F","Yes",4
"C13640","1997-07-19","M","Yes",2
"C13641","1968-04-19","F","Yes",4
"C13642","1997-08-25","M","Yes",2
"C13643","1958-05-27","F","Yes",4
"C13644","1994-12-12","F","Yes",3
"C13645","1984-11-23","F","Yes",4
"C13646","1975-09-10","M","Yes",4
"C13647","1956-04-17","M","Yes",4
"C13648","1942-03-16","M","Yes",4
"C13649","1970-11-20","F","No",1
"C13650","1958-06-21","F","Yes",4
"C13651","1979-06-21","M","Yes",4
"C13652","1987-01-20","M","Yes",4
"C13653","2000-01-11","M","Yes",2
"C13654","1996-04-09","F","Yes",3
"C13655","1985-10-01","M","Yes",3
"C13656","1964-10-07","F","Yes",4
"C13657","1979-09-27","M","Yes",3
"C13658","1978-09-07","M","Yes",4
"C13659","1983-12-17","M","Yes",4
"C13660","1981-03-10","M","Yes",3
"C13661","1990-07-23","F","Yes",3
"C13662","1974-01-20","M","Yes",4
"C13663","1956-04-17","F","Yes",4
"C13664","1985-04-24","M","Yes",4
"C13665","1937-05-04","M","Yes",4
"C13666","1945-09-02","M","Yes",4
"C13667","1962-11-09","M","Yes",4
"C13668","1980-10-09","F","Yes",3
"C13669","1992-06-14","F","Yes",4
"C13670","1938-01-10","M","Yes",4
"C13671","1979-08-01","F","Yes",3
"C13672","1941-10-21","F","Yes",4
"C13673","2000-04-13","F","Yes",2
"C13674","1994-08-03","M","Yes",3
"C13675","1987-10-15","M","No",1
"C13676","1959-10-11","M","Yes",4
"C13677","1953-06-16","M","Yes",4
"C13678","1954-05-16","M","Yes",4
"C13679","1991-05-22","F","Yes",4
"C13680","1987-06-23","F","Yes",4
"C13681","1994-10-03","F","Yes",3
"C13682","1972-03-04","M","Yes",3
"C13683","1994-03-19","F","Yes",3
"C13684","1943-11-10","M","Yes",4
"C13685","1939-10-20","M","No",1
"C13686","1977-12-06","M","Yes",4
"C13687","1958-10-01","M","Yes",4
"C13688","1983-08-16","F","Yes",4
"C13689","1966-08-10","M","Yes",4
"C13690","1978-10-01","M","Yes",4
"C13691","1970-01-03","M","Yes",4
"C13692","1988-10-05","F","Yes",4
"C13693","1983-08-20","M","Yes",4
"C13694","1999-07-02","M","Yes",2
"C13695","1984-09-02","F","Yes",3
"C13696","1982-01-20","M","Yes",4
"C13697","1997-08-07","M","Yes",2
"C13698","1995-11-02","F","Yes",3
"C13699","1977-08-14","F","Yes",4
"C13700","1981-04-02","F","Yes",4
"C13701","1969-01-26","M","Yes",4
"C13702","1993-03-26","M","Yes",3
"C13703","1948-07-11","M","Yes",4
"C13704","1971-05-13","M","Yes",4
"C13705","1988-03-22","F","Yes",4
"C13706","1970-05-07","M","Yes",4
"C13707","1950-11-07","M","No",1
"C13708","1958-03-22","M","Yes",4
"C13709","1986-06-21","F","Yes",4
"C13710","1991-03-03","M","Yes",3
"C13711","1957-03-09","M","Yes",4
"C13712","1981-05-27","F","Yes",4
"C13713","1983-12-14","F","Yes",3
"C13714","1995-05-13","F","Yes",3
"C13715","1973-01-12","M","Yes",4
"C13716","1993-07-10","F","Yes",3
"C13717","1987-04-22","M","Yes",4
"C13718","1952-08-21","M","Yes",4
"C13719","1996-09-22","M","Yes",2
"C13720","1952-09-17","F","Yes",4
"C13721","1977-04-06","M","Yes",4
"C13722","1996-03-19","M","Yes",2
"C13723","1996-10-25","F","Yes",3
"C13724","1959-02-27","F","Yes",4
"C13725","1979-06-07","F","Yes",4
"C13726","1937-06-24","F","Yes",4
"C13727","1950-06-28","F","Yes",4
"C13728","1974-10-06","M","Yes",4
"C13729","1979-08-27","M","Yes",4
"C13730","1943-12-14","M","Yes",4
"C13731","1967-11-19","F","Yes",4
"C13732","1944-03-02","M","Yes",4
"C13733","1954-11-21","M","Yes",4
"C13734","1979-09-07","F","Yes",4
"C13735","1998-08-14","M","Yes",3
"C13736","1978-10-09","M","Yes",3
"C13737","1974-11-18","F","Yes",4
"C13738","1933-09-20","M","Yes",4
"C13739","1942-10-25","M","Yes",4
"C13740","1968-06-16","M","Yes",4
"C13741","1949-02-26","M","Yes",4
"C13742","1984-01-05","F","Yes",4
"C13743","1942-10-13","M","No",1
"C13744","1937-10-09","F","Yes",4
"C13745","1970-03-05","F","Yes",4
"C13746","1967-12-20","M","Yes",4
"C13747","1948-06-26","F","Yes",4
"C13748","1976-03-05","F","Yes",3
"C13749","1993-09-22","M","Yes",3
"C13750","1985-06-22","M","Yes",4
"C13751","1979-05-01","F","Yes",4
"C13752","1978-06-19","F","Yes",3
"C13753","1995-11-02","F","Yes",3
"C13754","1944-01-20","M","Yes",4
"C13755","1996-04-28","F","Yes",3
"C13756","1974-05-14","F","Yes",4
"C13757","1991-08-12","M","Yes",3
"C13758","1981-04-26","M","Yes",4
"C13759","1970-03-15","F","Yes",3
"C13760","1949-04-19","F","No",1
"C13761","1971-07-26","F","Yes",4
"C13762","1969-01-14","F","Yes",3
"C13763","1984-03-03","M","Yes",4
"C13764","1993-06-04","M","Yes",3
"C13765","1978-12-21","M","Yes",4
"C13766","1955-02-07","F","Yes",4
"C13767","1980-07-19","M","Yes",3
"C13768","1990-07-02","M","Yes",3
"C13769","1980-03-21","M","Yes",4
"C13770","1979-02-15","F","Yes",4
"C13771","1999-08-02","F","No",1
"C13772","1993-03-02","F","Yes",3
"C13773","1985-06-15","F","Yes",3
"C13774","1978-04-18","M","Yes",4
"C13775","1996-08-04","F","Yes",3
"C13776","1985-11-27","F","Yes",4
"C13777","1998-09-25","F","Yes",2
"C13778","1967-04-18","F","Yes",4
"C13779","1975-06-20","F","Yes",4
"C13780","1966-01-07","F","Yes",4
"C13781","1934-04-09","M","Yes",4
"C13782","1974-06-03","M","Yes",4
"C13783","1980-04-14","F","Yes",4
"C13784","1997-08-05","M","Yes",2
"C13785","1991-08-14","M","Yes",3
"C13786","1955-08-15","F","Yes",4
"C13787","1965-11-06","F","Yes",4
"C13788","1976-09-02","M","Yes",3
"C13789","1973-12-01","M","Yes",3
"C13790","1996-02-09","F","Yes",3
"C13791","1999-08-12","F","Yes",2
"C13792","1969-12-01","F","Yes",4
"C13793","1975-12-21","M","Yes",4
"C13794","1984-03-09","F","Yes",4
"C13795","1984-07-24","M","Yes",4
"C13796","1982-10-26","M","Yes",4
"C13797","1971-09-22","F","Yes",4
"C13798","2000-05-17","F","Yes",2
"C13799","2000-12-12","M","Yes",2
"C13800","1971-05-28","F","Yes",4
"C13801","1979-11-12","F","Yes",4
"C13802","1945-10-20","F","Yes",4
"C13803","1945-11-03","F","Yes",3
"C13804","1974-07-06","F","No",1
"C13805","1968-07-14","F","Yes",3
"C13806","1951-08-06","M","Yes",4
"C13807","1969-06-21","F","Yes",3
"C13808","1983-08-23","M","Yes",4
"C13809","1981-07-10","F","Yes",4
"C13810","1945-04-09","M","Yes",4
"C13811","1956-09-26","M","Yes",4
"C13812","1974-08-13","M","Yes",3
"C13813","1984-05-21","M","Yes",3
"C13814","1977-03-02","F","Yes",4
"C13815","1938-05-21","M","Yes",4
"C13816","1989-03-13","F","Yes",4
"C13817","1974-09-07","M","Yes",4
"C13818","1973-05-17","F","Yes",4
"C13819","1972-07-23","F","Yes",3
"C13820","1934-07-21","F","No",1
"C13821","1960-09-14","M","Yes",4
"C13822","1975-04-28","M","Yes",4
"C13823","1936-07-16","F","Yes",4
"C13824","1988-04-24","M","Yes",4
"C13825","1933-09-01","M","Yes",4
"C13826","1962-10-02","F","Yes",4
"C13827","1975-01-12","M","Yes",4
"C13828","1977-06-17","M","Yes",4
"C13829","1981-01-02","F","Yes",4
"C13830","1991-03-18","F","Yes",4
"C13831","1992-03-14","F","Yes",4
"C13832","1975-06-14","M","Yes",4
"C13833","1982-03-28","F","Yes",4
"C13834","1956-01-16","F","Yes",4
"C13835","1976-01-08","M","Yes",4
"C13836","1954-08-22","F","Yes",4
"C13837","1982-04-03","M","Yes",4
"C13838","1934-12-07","F","Yes",4
"C13839","1974-04-04","F","Yes",4
"C13840","1974-06-21","F","Yes",4
"C13841","1936-10-16","F","Yes",4
"C13842","1985-04-11","M","Yes",4
"C13843","1949-01-18","F","No",1
"C13844","1978-11-01","F","Yes",4
"C13845","1984-08-09","M","Yes",4
"C13846","1985-07-03","F","Yes",3
"C13847","1982-02-16","M","Yes",3
"C13848","1960-10-14","M","Yes",4
"C13849","1945-03-06","M","Yes",4
"C13850","1989-12-26","M","Yes",4
"C13851","1973-01-14","M","Yes",4
"C13852","1999-06-28","F","No",1
"C13853","1973-01-03","M","Yes",4
"C13854","1975-02-11","F","Yes",4
"C13855","1974-12-22","M","Yes",3
"C13856","1968-05-04","F","Yes",4
"C13857","1980-05-20","M","Yes",4
"C13858","1963-10-17","F","Yes",3
"C13859","1979-05-06","F","Yes",4
"C13860","1978-04-07","M","Yes",4
"C13861","1972-08-16","M","Yes",4
"C13862","1979-10-24","M","Yes",4
"C13863","1997-01-23","M","Yes",2
"C13864","1977-07-03","M","Yes",3
"C13865","1980-11-13","M","Yes",3
"C13866","1945-05-22","M","Yes",4
"C13867","1958-04-16","F","Yes",4
"C13868","1970-12-04","F","Yes",3
"C13869","1974-10-27","M","Yes",4
"C13870","1980-11-07","M","Yes",4
"C13871","1956-01-07","M","Yes",4
"C13872","1962-04-22","F","Yes",4
"C13873","1975-12-18","F","Yes",4
"C13874","1968-05-13","M","Yes",3
"C13875","1980-01-07","F","Yes",4
"C13876","1983-07-17","F","Yes",4
"C13877","1974-03-14","F","Yes",4
"C13878","1951-03-10","F","Yes",4
"C13879","1968-01-11","M","Yes",4
"C13880","1999-02-24","F","Yes",3
"C13881","1977-12-11","M","Yes",4
"C13882","1971-03-19","M","Yes",2
"C13883","1933-12-06","F","Yes",4
"C13884","1967-08-14","M","Yes",4
"C13885","1961-11-25","M","Yes",2
"C13886","1986-02-28","M","Yes",4
"C13887","1958-05-09","M","No",1
"C13888","1994-06-08","F","Yes",3
"C13889","1971-07-26","F","Yes",4
"C13890","1948-04-25","M","No",1
"C13891","1974-04-25","M","Yes",4
"C13892","1992-09-05","F","Yes",4
"C13893","1998-10-15","M","Yes",3
"C13894","1980-11-06","M","Yes",4
"C13895","1946-10-16","M","Yes",4
"C13896","1970-01-23","F","Yes",4
"C13897","1943-04-08","F","Yes",3
"C13898","1966-04-12","F","Yes",4
"C13899","1978-08-07","M","Yes",4
"C13900","1944-09-26","M","Yes",4
"C13901","1979-08-21","M","Yes",4
"C13902","1983-10-07","M","Yes",4
"C13903","1966-11-18","M","Yes",4
"C13904","1934-05-09","F","Yes",4
"C13905","1995-06-23","M","Yes",2
"C13906","1952-05-16","M","Yes",4
"C13907","1949-04-28","M","Yes",4
"C13908","1990-12-13","F","Yes",4
"C13909","1976-02-06","M","Yes",4
"C13910","1944-07-06","M","Yes",4
"C13911","1953-05-14","F","Yes",4
"C13912","1940-01-18","F","No",1
"C13913","1986-10-06","M","Yes",4
"C13914","1954-12-08","F","Yes",4
"C13915","1974-05-22","F","Yes",4
"C13916","1991-03-12","F","Yes",3
"C13917","1966-07-22","F","Yes",3
"C13918","1975-06-12","F","Yes",4
"C13919","1984-03-17","M","Yes",4
"C13920","1936-12-22","M","Yes",4
"C13921","2000-07-18","F","Yes",3
"C13922","1960-10-06","F","Yes",4
"C13923","1994-02-21","F","Yes",3
"C13924","1976-10-09","F","Yes",4
"C13925","1955-11-11","F","Yes",4
"C13926","1997-06-06","F","Yes",3
"C13927","1969-11-04","M","Yes",4
"C13928","1961-08-27","F","Yes",4
"C13929","1941-06-26","M","Yes",4
"C13930","1989-09-17","F","Yes",4
"C13931","1999-10-06","M","Yes",2
"C13932","1994-03-22","F","Yes",3
"C13933","1984-09-18","M","Yes",4
"C13934","1994-02-10","F","Yes",3
"C13935","1934-04-11","F","Yes",4
"C13936","1965-02-01","F","Yes",4
"C13937","1992-09-28","F","Yes",4
"C13938","1958-12-25","M","Yes",4
"C13939","1987-11-03","F","Yes",4
"C13940","1993-02-21","F","Yes",3
"C13941","1933-08-27","F","Yes",4
"C13942","1983-08-22","F","Yes",3
"C13943","1970-07-22","M","Yes",4
"C13944","1975-10-01","F","Yes",4
"C13945","1981-02-12","F","Yes",4
"C13946","1988-05-26","F","Yes",4
"C13947","1977-04-14","M","Yes",4
"C13948","1964-11-24","M","Yes",4
"C13949","1984-04-17","M","Yes",4
"C13950","1993-03-12","F","Yes",3
"C13951","1987-05-22","M","Yes",4
"C13952","1979-09-13","M","Yes",4
