"BillNumber","BillDate","CustomerID","ProductID","ProductCategory","Sales","Quantity"
"B40761","2017-11-20","C21233","PR6281","Furniture",50.97,3
"B43331","2014-05-05","C21234","PR7309","Office Supplies",9.42,3
"B43331","2014-05-05","C21234","PR6702","Office Supplies",6.56,2
"B43331","2014-05-05","C21234","PR7212","Office Supplies",24.56,2
"B43898","2015-04-07","C21234","PR6543","Office Supplies",463.248,8
"B43898","2015-04-07","C21234","PR7643","Technology",383.952,6
"B43754","2015-06-15","C21234","PR7271","Office Supplies",9.568,2
"B43754","2015-06-15","C21234","PR7527","Office Supplies",82.368,2
"B43754","2015-06-15","C21234","PR6424","Furniture",364.704,6
"B43754","2015-06-15","C21234","PR6334","Furniture",40.256,4
"B46977","2015-09-17","C21234","PR7420","Office Supplies",14.9,5
"B46977","2015-09-17","C21234","PR7092","Office Supplies",87.71,7
"B46977","2015-09-17","C21234","PR6190","Furniture",199.764,2
"B46977","2015-09-17","C21234","PR7495","Office Supplies",94.6,4
"B46977","2015-09-17","C21234","PR6160","Furniture",4228.704,6
"B46977","2015-09-17","C21234","PR6130","Furniture",2003.92,5
"B46977","2015-09-17","C21234","PR7869","Technology",209.97,3
"B46977","2015-09-17","C21234","PR7659","Technology",659.9,2
"B46977","2015-09-17","C21234","PR7360","Office Supplies",110.96,2
"B46977","2015-09-17","C21234","PR7797","Technology",67.8,4
"B37855","2014-05-02","C21235","PR7725","Technology",479.984,2
"B41807","2014-06-30","C21235","PR6939","Office Supplies",2.688,1
"B41807","2014-06-30","C21235","PR6614","Office Supplies",6.6,3
"B39029","2015-10-19","C21235","PR6766","Office Supplies",1.72,1
"B41532","2017-06-02","C21235","PR7389","Office Supplies",25.344,4
"B40496","2017-07-12","C21235","PR7185","Office Supplies",3.816,1
"B42389","2017-07-21","C21235","PR6532","Office Supplies",17.48,4
"B43008","2014-06-03","C21236","PR6473","Furniture",515.88,6
"B43261","2014-11-07","C21236","PR6206","Furniture",683.144,4
"B43261","2014-11-07","C21236","PR6757","Office Supplies",1.476,3
"B43261","2014-11-07","C21236","PR7559","Office Supplies",40.712,7
"B43738","2015-06-29","C21236","PR6295","Furniture",20.104,1
"B43618","2015-08-17","C21236","PR7633","Technology",30.08,2
"B43618","2015-08-17","C21236","PR7251","Office Supplies",36.288,7
"B43618","2015-08-17","C21236","PR6588","Office Supplies",10.272,3
"B43618","2015-08-17","C21236","PR7601","Technology",252.8,4
"B44218","2015-09-11","C21236","PR6736","Office Supplies",181.35,9
"B44218","2015-09-11","C21236","PR7098","Office Supplies",8.64,3
"B47051","2015-09-26","C21236","PR6955","Office Supplies",2.08,5
"B47051","2015-09-26","C21236","PR7851","Technology",1114.4,7
"B45099","2016-01-30","C21236","PR7424","Office Supplies",305.01,9
"B45099","2016-01-30","C21236","PR6949","Office Supplies",50.784,2
"B45099","2016-01-30","C21236","PR7123","Office Supplies",26.01,9
"B44324","2016-06-12","C21236","PR6326","Furniture",47.04,3
"B44324","2016-06-12","C21236","PR6906","Office Supplies",30.84,4
"B44324","2016-06-12","C21236","PR7429","Office Supplies",226.56,6
"B44324","2016-06-12","C21236","PR6980","Office Supplies",115.02,9
"B44324","2016-06-12","C21236","PR7933","Technology",68.04,7
"B46254","2017-01-01","C21236","PR6290","Furniture",474.43,11
"B45559","2017-03-21","C21236","PR7497","Office Supplies",725.84,4
"B45559","2017-03-21","C21236","PR6909","Office Supplies",10.896,3
"B45559","2017-03-21","C21236","PR6785","Office Supplies",8.544,2
"B46643","2017-06-26","C21236","PR7833","Technology",239.97,3
"B37879","2014-08-25","C21237","PR6839","Office Supplies",25.68,3
"B37879","2014-08-25","C21237","PR6843","Office Supplies",12.384,3
"B38743","2015-02-21","C21237","PR7146","Office Supplies",49.12,4
"B38499","2015-10-23","C21237","PR7386","Office Supplies",36.288,7
"B38499","2015-10-23","C21237","PR7866","Technology",150.384,2
"B39442","2016-07-08","C21237","PR6837","Office Supplies",19.968,2
"B39442","2016-07-08","C21237","PR7456","Office Supplies",33.488,7
"B39442","2016-07-08","C21237","PR6814","Office Supplies",8.736,4
"B39442","2016-07-08","C21237","PR6233","Furniture",662.88,3
"B39364","2016-09-02","C21237","PR6748","Office Supplies",22.911,7
"B39364","2016-09-02","C21237","PR6491","Office Supplies",309.456,9
"B39364","2016-09-02","C21237","PR6698","Office Supplies",19.456,4
"B39364","2016-09-02","C21237","PR6444","Furniture",472.518,3
"B39364","2016-09-02","C21237","PR7629","Technology",1012.68,3
"B39364","2016-09-02","C21237","PR6876","Office Supplies",17.22,5
"B39329","2016-12-25","C21237","PR6174","Furniture",698.352,3
"B39329","2016-12-25","C21237","PR6438","Furniture",1747.25,5
"B40346","2016-12-25","C21237","PR6200","Furniture",2563.056,8
"B40903","2017-06-15","C21237","PR6174","Furniture",698.352,3
"B40903","2017-06-15","C21237","PR6115","Furniture",77.728,2
"B42304","2017-08-25","C21237","PR7517","Office Supplies",25.696,2
"B40854","2017-11-14","C21237","PR6696","Office Supplies",34.24,8
"B36780","2014-09-09","C21238","PR7750","Technology",1299.99,2
"B36828","2014-11-01","C21238","PR6540","Office Supplies",533.94,3
"B36828","2014-11-01","C21238","PR7186","Office Supplies",167.94,3
"B36828","2014-11-01","C21238","PR6360","Furniture",31.68,6
"B33839","2015-05-08","C21238","PR6896","Office Supplies",43.98,2
"B33839","2015-05-08","C21238","PR7806","Technology",377.97,3
"B33839","2015-05-08","C21238","PR6274","Furniture",123.96,3
"B33527","2015-09-22","C21238","PR6405","Furniture",204.6,2
"B33805","2015-10-12","C21238","PR7905","Technology",135.72,3
"B33805","2015-10-12","C21238","PR6802","Office Supplies",12.56,2
"B33805","2015-10-12","C21238","PR7850","Technology",263.96,4
"B35780","2017-11-03","C21238","PR7153","Office Supplies",8.56,2
"B35780","2017-11-03","C21238","PR7447","Office Supplies",52.4,5
"B35780","2017-11-03","C21238","PR7080","Office Supplies",14.94,3
"B42852","2014-01-18","C21239","PR6501","Office Supplies",64.864,4
"B43192","2014-07-05","C21239","PR6674","Office Supplies",4.368,3
"B42978","2014-08-19","C21239","PR6274","Furniture",289.24,7
"B42978","2014-08-19","C21239","PR6773","Office Supplies",69.456,2
"B47153","2016-11-20","C21239","PR6222","Furniture",318.43,5
"B47153","2016-11-20","C21239","PR7911","Technology",122.92,7
"B47153","2016-11-20","C21239","PR6249","Furniture",7.068,3
"B47302","2017-09-22","C21239","PR7292","Office Supplies",27.18,3
"B45405","2017-10-22","C21239","PR6456","Furniture",177.225,5
"B32978","2014-01-30","C21240","PR7200","Office Supplies",10.56,2
"B32978","2014-01-30","C21240","PR7437","Office Supplies",229.94,2
"B33608","2015-03-05","C21240","PR7796","Technology",31.92,2
"B33445","2015-07-10","C21240","PR6902","Office Supplies",39.92,2
"B34610","2016-06-17","C21240","PR6152","Furniture",239.666,2
"B34610","2016-06-17","C21240","PR7055","Office Supplies",22.5,6
"B34610","2016-06-17","C21240","PR7217","Office Supplies",219.84,4
"B34487","2016-11-21","C21240","PR7143","Office Supplies",12.96,2
"B34679","2016-12-01","C21240","PR7932","Technology",863.928,9
"B35393","2017-12-11","C21240","PR6750","Office Supplies",23.36,4
"B35393","2017-12-11","C21240","PR7625","Technology",39.98,2
"B46813","2014-09-03","C21241","PR6917","Office Supplies",7.68,5
"B42789","2014-10-07","C21241","PR6257","Furniture",129.92,5
"B45611","2017-07-08","C21241","PR7315","Office Supplies",52.76,2
"B47463","2017-08-27","C21241","PR7479","Office Supplies",63.84,8
"B47463","2017-08-27","C21241","PR7807","Technology",347.97,3
"B47463","2017-08-27","C21241","PR6906","Office Supplies",37.008,6
"B40552","2017-07-08","C21242","PR6353","Furniture",198.46,2
"B40552","2017-07-08","C21242","PR7109","Office Supplies",786.48,8
"B40552","2017-07-08","C21242","PR6792","Office Supplies",23.168,2
"B40552","2017-07-08","C21242","PR7661","Technology",50,2
"B36819","2014-12-31","C21243","PR7968","Technology",475.944,7
"B34129","2015-01-05","C21243","PR6582","Office Supplies",87.36,6
"B34129","2015-01-05","C21243","PR6801","Office Supplies",56.16,6
"B34888","2016-06-16","C21243","PR7773","Technology",91.475,1
"B37508","2017-11-04","C21243","PR7221","Office Supplies",9.664,2
"B35932","2017-12-24","C21243","PR6305","Furniture",8.544,4
"B35932","2017-12-24","C21243","PR6181","Furniture",842.376,3
"B32910","2014-11-15","C21244","PR6988","Office Supplies",604.656,9
"B35036","2016-03-20","C21244","PR7790","Technology",11.992,1
"B36591","2017-09-22","C21244","PR7369","Office Supplies",12.96,2
"B36591","2017-09-22","C21244","PR6715","Office Supplies",17.94,3
"B37274","2017-11-03","C21244","PR7613","Technology",40.776,3
"B32565","2014-11-19","C21245","PR7156","Office Supplies",166.44,3
"B33933","2015-06-26","C21245","PR7358","Office Supplies",43.056,9
"B34553","2016-03-13","C21245","PR6786","Office Supplies",51.184,7
"B34859","2016-04-26","C21245","PR6246","Furniture",434.646,3
"B36364","2017-04-10","C21245","PR7698","Technology",99.99,1
"B36364","2017-04-10","C21245","PR7511","Office Supplies",286.15,5
"B37803","2014-09-20","C21246","PR6152","Furniture",493.43,5
"B37803","2014-09-20","C21246","PR7870","Technology",11.12,2
"B38981","2015-04-16","C21246","PR7718","Technology",1439.968,4
"B38981","2015-04-16","C21246","PR7692","Technology",43.56,3
"B39023","2015-05-22","C21246","PR7118","Office Supplies",8.26,2
"B39023","2015-05-22","C21246","PR7779","Technology",2973.32,7
"B39023","2015-05-22","C21246","PR7481","Office Supplies",104.79,7
"B39023","2015-05-22","C21246","PR7928","Technology",775.728,6
"B39145","2015-09-25","C21246","PR6857","Office Supplies",68.62,2
"B40745","2017-06-12","C21246","PR7889","Technology",71.976,3
"B40745","2017-06-12","C21246","PR7227","Office Supplies",19.44,3
"B40668","2017-06-25","C21246","PR6130","Furniture",400.784,1
"B46855","2014-03-10","C21247","PR7405","Office Supplies",636.408,3
"B46855","2014-03-10","C21247","PR6615","Office Supplies",83.168,4
"B42779","2014-05-08","C21247","PR7716","Technology",1799.97,5
"B43225","2014-05-12","C21247","PR6452","Furniture",700.056,3
"B43799","2015-10-31","C21247","PR6592","Office Supplies",2.78,2
"B43799","2015-10-31","C21247","PR6990","Office Supplies",79.96,2
"B44983","2016-09-10","C21247","PR6473","Furniture",300.93,5
"B44983","2016-09-10","C21247","PR7818","Technology",719.96,5
"B45908","2017-04-29","C21247","PR7111","Office Supplies",4.91,1
"B46213","2017-05-30","C21247","PR6125","Furniture",204.6664,1
"B46545","2017-06-24","C21247","PR7028","Office Supplies",2.88,1
"B45488","2017-08-20","C21247","PR7227","Office Supplies",25.92,4
"B45848","2017-09-21","C21247","PR6512","Office Supplies",80.48,1
"B33115","2014-01-23","C21248","PR7045","Office Supplies",5.94,3
"B32808","2014-11-03","C21248","PR7821","Technology",783.96,4
"B32808","2014-11-03","C21248","PR6774","Office Supplies",48.896,2
"B32808","2014-11-03","C21248","PR6900","Office Supplies",7.856,2
"B33348","2014-12-19","C21248","PR7900","Technology",323.976,3
"B33348","2014-12-19","C21248","PR7148","Office Supplies",15.552,3
"B33348","2014-12-19","C21248","PR7413","Office Supplies",32.592,3
"B36960","2015-12-06","C21248","PR7369","Office Supplies",6.48,1
"B36960","2015-12-06","C21248","PR7199","Office Supplies",41.86,7
"B36960","2015-12-06","C21248","PR7649","Technology",1619.91,9
"B36960","2015-12-06","C21248","PR6350","Furniture",113.92,4
"B35864","2017-04-25","C21248","PR7573","Technology",107.97,3
"B36136","2017-09-13","C21248","PR6682","Office Supplies",15.92,5
"B39283","2016-05-01","C21249","PR7217","Office Supplies",109.92,2
"B39283","2016-05-01","C21249","PR7352","Office Supplies",19.44,3
"B39283","2016-05-01","C21249","PR6605","Office Supplies",11.16,2
"B40018","2016-05-26","C21249","PR6322","Furniture",26.94,3
"B40126","2016-08-12","C21249","PR7687","Technology",1399.944,7
"B42106","2016-11-27","C21249","PR7431","Office Supplies",39.808,4
"B39935","2016-12-10","C21249","PR7237","Office Supplies",18.54,2
"B39935","2016-12-10","C21249","PR6893","Office Supplies",679.96,5
"B47083","2016-05-05","C21250","PR6465","Furniture",1685.88,6
"B47083","2016-05-05","C21250","PR6826","Office Supplies",5.728,2
"B45435","2017-03-09","C21250","PR7622","Technology",199.98,2
"B46628","2017-05-04","C21250","PR7910","Technology",183.96,5
"B46628","2017-05-04","C21250","PR7273","Office Supplies",17.61,3
"B46628","2017-05-04","C21250","PR6467","Furniture",300.904,1
"B46533","2017-06-04","C21250","PR6317","Furniture",31.984,2
"B46533","2017-06-04","C21250","PR7855","Technology",71.984,2
"B46409","2017-11-14","C21250","PR6211","Furniture",321.568,2
"B45398","2017-11-27","C21250","PR7316","Office Supplies",244.55,5
"B45398","2017-11-27","C21250","PR7604","Technology",166.16,8
"B38874","2015-11-02","C21251","PR6555","Office Supplies",197.72,4
"B42216","2016-12-03","C21251","PR7255","Office Supplies",182.72,8
"B42216","2016-12-03","C21251","PR6452","Furniture",400.032,2
"B42216","2016-12-03","C21251","PR7526","Office Supplies",33.63,3
"B42216","2016-12-03","C21251","PR6211","Furniture",542.646,3
"B42216","2016-12-03","C21251","PR7074","Office Supplies",6.3,2
"B40646","2017-03-31","C21251","PR6860","Office Supplies",13.468,13
"B41188","2017-11-17","C21251","PR7676","Technology",239.96,5
"B42559","2017-12-08","C21251","PR6217","Furniture",215.544,4
"B43161","2014-12-31","C21252","PR6134","Furniture",1573.488,7
"B44348","2016-11-10","C21252","PR7472","Office Supplies",155.82,7
"B44348","2016-11-10","C21252","PR6884","Office Supplies",70.008,3
"B45193","2016-11-27","C21252","PR6312","Furniture",31.56,3
"B47544","2017-12-28","C21252","PR6861","Office Supplies",1.188,2
"B36975","2015-11-05","C21253","PR6776","Office Supplies",7.218,3
"B36975","2015-11-05","C21253","PR7564","Office Supplies",27.2,4
"B34465","2016-01-23","C21253","PR6273","Furniture",59.99,7
"B35244","2016-05-03","C21253","PR6748","Office Supplies",2.182,1
"B35244","2016-05-03","C21253","PR6686","Office Supplies",27.384,7
"B35244","2016-05-03","C21253","PR6535","Office Supplies",26.406,3
"B34865","2016-06-12","C21253","PR7144","Office Supplies",92.94,3
"B34865","2016-06-12","C21253","PR6570","Office Supplies",52.56,3
"B34986","2016-07-25","C21253","PR7716","Technology",1439.976,4
"B35584","2017-02-24","C21253","PR6956","Office Supplies",4.956,4
"B37512","2017-11-16","C21253","PR7362","Office Supplies",146.82,3
"B36402","2017-12-04","C21253","PR7415","Office Supplies",61.568,2
"B33557","2015-04-25","C21254","PR7001","Office Supplies",21.34,2
"B34483","2016-07-18","C21254","PR6201","Furniture",544.008,3
"B34483","2016-07-18","C21254","PR6955","Office Supplies",1.872,3
"B34483","2016-07-18","C21254","PR6200","Furniture",854.352,3
"B34483","2016-07-18","C21254","PR7476","Office Supplies",593.568,2
"B34483","2016-07-18","C21254","PR7426","Office Supplies",338.04,3
"B34785","2016-09-29","C21254","PR7124","Office Supplies",15.936,4
"B35531","2017-01-12","C21254","PR6984","Office Supplies",9.78,1
"B37404","2017-04-24","C21254","PR7707","Technology",69.98,2
"B35351","2017-07-05","C21254","PR6375","Furniture",332.028,9
"B35351","2017-07-05","C21254","PR6885","Office Supplies",11.394,9
"B35351","2017-07-05","C21254","PR7143","Office Supplies",15.552,3
"B35351","2017-07-05","C21254","PR7268","Office Supplies",31.104,6
"B35351","2017-07-05","C21254","PR6936","Office Supplies",6.316,1
"B41821","2014-06-23","C21255","PR6671","Office Supplies",20.016,9
"B41821","2014-06-23","C21255","PR7550","Office Supplies",3.104,1
"B38473","2015-11-21","C21255","PR6708","Office Supplies",10.92,6
"B38473","2015-11-21","C21255","PR7760","Technology",83.9,2
"B38473","2015-11-21","C21255","PR6571","Office Supplies",19.75,5
"B38473","2015-11-21","C21255","PR7594","Technology",393.54,3
"B39659","2016-10-28","C21255","PR6730","Office Supplies",12.42,3
"B41225","2017-11-03","C21255","PR6271","Furniture",41.37,3
"B37570","2014-10-19","C21256","PR7970","Technology",321.552,6
"B38811","2015-04-10","C21256","PR7453","Office Supplies",142.04,4
"B38811","2015-04-10","C21256","PR6672","Office Supplies",14.67,3
"B42025","2015-11-27","C21256","PR7898","Technology",748.752,8
"B39326","2016-04-08","C21256","PR6979","Office Supplies",8.872,1
"B39326","2016-04-08","C21256","PR6924","Office Supplies",121.104,6
"B39969","2016-05-20","C21256","PR6890","Office Supplies",40.635,7
"B39814","2016-05-24","C21256","PR7537","Office Supplies",69.5,5
"B39814","2016-05-24","C21256","PR7371","Office Supplies",191.6,4
"B42234","2016-09-19","C21256","PR6179","Furniture",701.372,2
"B42234","2016-09-19","C21256","PR6944","Office Supplies",2.308,2
"B40615","2017-01-30","C21256","PR6708","Office Supplies",12.74,7
"B40615","2017-01-30","C21256","PR6623","Office Supplies",8.82,3
"B40615","2017-01-30","C21256","PR6175","Furniture",120.784,1
"B40862","2017-06-21","C21256","PR6864","Office Supplies",82.4,5
"B40862","2017-06-21","C21256","PR6755","Office Supplies",6.24,2
"B40862","2017-06-21","C21256","PR7256","Office Supplies",447.84,8
"B40879","2017-07-31","C21256","PR7675","Technology",41.424,2
"B36873","2014-09-13","C21257","PR6818","Office Supplies",18.648,7
"B32733","2014-11-01","C21257","PR6329","Furniture",68.704,2
"B32733","2014-11-01","C21257","PR6768","Office Supplies",3.132,2
"B32733","2014-11-01","C21257","PR6816","Office Supplies",22.428,3
"B33152","2014-12-05","C21257","PR7195","Office Supplies",98.376,3
"B33152","2014-12-05","C21257","PR6902","Office Supplies",29.94,4
"B33152","2014-12-05","C21257","PR7311","Office Supplies",17.472,3
"B33152","2014-12-05","C21257","PR7857","Technology",36.738,1
"B33152","2014-12-05","C21257","PR7853","Technology",179.94,2
"B34076","2015-05-23","C21257","PR6958","Office Supplies",186.69,3
"B34132","2015-11-26","C21257","PR7721","Technology",599.99,1
"B35329","2016-02-16","C21257","PR6573","Office Supplies",92.064,6
"B35329","2016-02-16","C21257","PR7016","Office Supplies",6.976,4
"B35329","2016-02-16","C21257","PR6241","Furniture",62.958,3
"B35329","2016-02-16","C21257","PR7188","Office Supplies",5.184,1
"B34584","2016-02-21","C21257","PR6309","Furniture",135.8,7
"B34315","2016-06-12","C21257","PR7144","Office Supplies",185.88,6
"B34315","2016-06-12","C21257","PR7392","Office Supplies",12.96,2
"B34374","2016-06-20","C21257","PR7599","Technology",95.968,4
"B34374","2016-06-20","C21257","PR7188","Office Supplies",10.368,2
"B34296","2016-07-02","C21257","PR6171","Furniture",528.43,5
"B34296","2016-07-02","C21257","PR7165","Office Supplies",41.472,8
"B35271","2016-07-10","C21257","PR7738","Technology",341.991,3
"B36437","2017-04-30","C21257","PR6672","Office Supplies",9.78,2
"B35791","2017-07-31","C21257","PR7343","Office Supplies",54.816,3
"B46952","2015-04-30","C21258","PR6354","Furniture",31.4,5
"B46952","2015-04-30","C21258","PR6335","Furniture",9.48,1
"B46952","2015-04-30","C21258","PR7829","Technology",209.5,10
"B46952","2015-04-30","C21258","PR6283","Furniture",24.3,5
"B46952","2015-04-30","C21258","PR7293","Office Supplies",6.48,1
"B44795","2016-09-18","C21258","PR6179","Furniture",801.568,2
"B44795","2016-09-18","C21258","PR7132","Office Supplies",368.91,9
"B44795","2016-09-18","C21258","PR6209","Furniture",885.528,9
"B45676","2017-10-02","C21258","PR6355","Furniture",10.16,2
"B46088","2017-10-13","C21258","PR7638","Technology",209.94,6
"B46088","2017-10-13","C21258","PR7914","Technology",31.984,2
"B46088","2017-10-13","C21258","PR6888","Office Supplies",5083.96,5
"B46156","2017-10-30","C21258","PR6351","Furniture",9.64,2
"B47535","2017-11-18","C21258","PR6642","Office Supplies",38.864,7
"B45012","2016-08-16","C21259","PR6475","Furniture",161.28,2
"B37971","2014-06-06","C21260","PR6668","Office Supplies",13.36,2
"B37653","2014-09-02","C21260","PR7589","Technology",475.944,7
"B37769","2014-12-14","C21260","PR6203","Furniture",186.304,4
"B39216","2015-03-20","C21260","PR7521","Office Supplies",29.304,3
"B39154","2015-09-25","C21260","PR6900","Office Supplies",2.946,2
"B42030","2015-10-03","C21260","PR6791","Office Supplies",32.07,5
"B42030","2015-10-03","C21260","PR7632","Technology",24,2
"B42030","2015-10-03","C21260","PR6155","Furniture",35.49,1
"B42030","2015-10-03","C21260","PR7571","Technology",47.984,2
"B39338","2016-04-16","C21260","PR7557","Office Supplies",28.8,3
"B39293","2016-07-14","C21260","PR7919","Technology",419.944,7
"B39535","2016-12-30","C21260","PR7106","Office Supplies",5.904,2
"B39535","2016-12-30","C21260","PR7545","Office Supplies",13.712,2
"B41423","2017-05-26","C21260","PR7584","Technology",23.08,2
"B40686","2017-10-23","C21261","PR7958","Technology",863.88,3
"B38566","2015-04-25","C21262","PR7001","Office Supplies",21.34,2
"B39492","2016-07-18","C21262","PR6201","Furniture",544.008,3
"B39492","2016-07-18","C21262","PR6955","Office Supplies",1.872,3
"B39492","2016-07-18","C21262","PR6200","Furniture",854.352,3
"B39492","2016-07-18","C21262","PR7476","Office Supplies",593.568,2
"B39492","2016-07-18","C21262","PR7426","Office Supplies",338.04,3
"B39794","2016-09-29","C21262","PR7124","Office Supplies",15.936,4
"B40540","2017-01-12","C21262","PR6984","Office Supplies",9.78,1
"B42413","2017-04-24","C21262","PR7707","Technology",69.98,2
"B40360","2017-07-05","C21262","PR6375","Furniture",332.028,9
"B40360","2017-07-05","C21262","PR6885","Office Supplies",11.394,9
"B40360","2017-07-05","C21262","PR7143","Office Supplies",15.552,3
"B40360","2017-07-05","C21262","PR7268","Office Supplies",31.104,6
"B40360","2017-07-05","C21262","PR6936","Office Supplies",6.316,1
"B32555","2014-04-08","C21263","PR7019","Office Supplies",2.368,2
"B32555","2014-04-08","C21263","PR7389","Office Supplies",19.008,3
"B34439","2016-10-29","C21263","PR7413","Office Supplies",40.74,3
"B34439","2016-10-29","C21263","PR6523","Office Supplies",11.67,3
"B37081","2016-12-12","C21263","PR6910","Office Supplies",18.693,3
"B37081","2016-12-12","C21263","PR7647","Technology",383.952,6
"B36377","2017-10-27","C21263","PR6440","Furniture",189.576,1
"B36377","2017-10-27","C21263","PR7944","Technology",71.96,5
"B35656","2017-12-22","C21263","PR6592","Office Supplies",4.17,3
"B35656","2017-12-22","C21263","PR7829","Technology",67.04,4
"B35656","2017-12-22","C21263","PR7431","Office Supplies",37.32,3
"B35656","2017-12-22","C21263","PR7075","Office Supplies",18.45,5
"B32945","2014-02-06","C21264","PR7093","Office Supplies",15,4
"B32945","2014-02-06","C21264","PR7928","Technology",161.61,1
"B32945","2014-02-06","C21264","PR7846","Technology",144.95,5
"B33011","2014-09-19","C21264","PR6483","Furniture",73.915,1
"B36991","2015-07-13","C21264","PR7126","Office Supplies",38.88,6
"B35916","2017-05-19","C21264","PR6825","Office Supplies",26.16,4
"B35505","2017-06-10","C21264","PR7514","Office Supplies",1347.52,8
"B36640","2017-06-30","C21264","PR7489","Office Supplies",1085.42,7
"B41759","2014-04-11","C21265","PR7028","Office Supplies",6.912,3
"B41759","2014-04-11","C21265","PR7626","Technology",383.976,3
"B41759","2014-04-11","C21265","PR7127","Office Supplies",10.368,2
"B41759","2014-04-11","C21265","PR7621","Technology",335.944,7
"B38912","2015-04-09","C21265","PR6459","Furniture",369.912,3
"B38712","2015-12-19","C21265","PR6504","Office Supplies",434.352,3
"B38712","2015-12-19","C21265","PR6550","Office Supplies",3.552,2
"B38712","2015-12-19","C21265","PR6566","Office Supplies",88.832,4
"B39608","2016-08-21","C21265","PR6210","Furniture",573.174,7
"B39764","2016-11-25","C21265","PR7447","Office Supplies",73.36,7
"B42516","2017-08-07","C21265","PR7805","Technology",159.96,5
"B42516","2017-08-07","C21265","PR6766","Office Supplies",13.76,2
"B42296","2017-08-13","C21265","PR7447","Office Supplies",31.44,3
"B42296","2017-08-13","C21265","PR6574","Office Supplies",83.79,7
"B42296","2017-08-13","C21265","PR6600","Office Supplies",59.52,3
"B42296","2017-08-13","C21265","PR7538","Office Supplies",31.92,4
"B40372","2017-11-16","C21265","PR7484","Office Supplies",48.86,7
"B32720","2014-07-09","C21266","PR6855","Office Supplies",14.304,6
"B32720","2014-07-09","C21266","PR6152","Furniture",119.833,1
"B32720","2014-07-09","C21266","PR6687","Office Supplies",5.56,2
"B32720","2014-07-09","C21266","PR7279","Office Supplies",32.4,5
"B35990","2017-01-21","C21266","PR7427","Office Supplies",242.94,3
"B35990","2017-01-21","C21266","PR7676","Technology",179.97,3
"B35990","2017-01-21","C21266","PR6910","Office Supplies",99.696,6
"B35990","2017-01-21","C21266","PR6879","Office Supplies",27.936,4
"B35990","2017-01-21","C21266","PR6123","Furniture",84.98,1
"B35990","2017-01-21","C21266","PR6754","Office Supplies",18.72,5
"B36250","2017-04-04","C21266","PR7938","Technology",41.22,1
"B36250","2017-04-04","C21266","PR7536","Office Supplies",240.37,1
"B36250","2017-04-04","C21266","PR7872","Technology",119.02,2
"B37392","2017-09-28","C21266","PR6318","Furniture",32.776,1
"B37392","2017-09-28","C21266","PR7458","Office Supplies",147.184,2
"B37392","2017-09-28","C21266","PR7679","Technology",54.384,2
"B37392","2017-09-28","C21266","PR6819","Office Supplies",76.776,4
"B37392","2017-09-28","C21266","PR7310","Office Supplies",14.352,3
"B37392","2017-09-28","C21266","PR6505","Office Supplies",209.792,2
"B42846","2014-08-26","C21267","PR7636","Technology",176.8,8
"B43764","2015-04-07","C21267","PR6649","Office Supplies",11.736,3
"B44320","2016-06-07","C21267","PR6880","Office Supplies",4.784,1
"B44320","2016-06-07","C21267","PR7355","Office Supplies",4.73,1
"B45128","2016-11-13","C21267","PR6676","Office Supplies",44.02,2
"B44504","2016-12-23","C21267","PR7161","Office Supplies",7.968,2
"B44504","2016-12-23","C21267","PR7894","Technology",1499.97,5
"B47427","2017-07-03","C21267","PR7675","Technology",258.9,10
"B47427","2017-07-03","C21267","PR7256","Office Supplies",24.56,2
"B45782","2017-11-04","C21267","PR6802","Office Supplies",7.536,6
"B45782","2017-11-04","C21267","PR6875","Office Supplies",1.408,2
"B45782","2017-11-04","C21267","PR6915","Office Supplies",4.144,4
"B45782","2017-11-04","C21267","PR7483","Office Supplies",52.752,3
"B47519","2017-11-06","C21267","PR7136","Office Supplies",59.94,3
"B47519","2017-11-06","C21267","PR7299","Office Supplies",45.36,4
"B47519","2017-11-06","C21267","PR7135","Office Supplies",26.4,5
"B47519","2017-11-06","C21267","PR7063","Office Supplies",41.4,4
"B47519","2017-11-06","C21267","PR7672","Technology",16.95,1
"B46308","2017-11-24","C21267","PR6770","Office Supplies",2.88,1
"B46308","2017-11-24","C21267","PR7459","Office Supplies",1443.96,12
"B43753","2015-08-22","C21268","PR6594","Office Supplies",16.52,4
"B43616","2015-12-26","C21268","PR6193","Furniture",275.058,3
"B46433","2017-09-14","C21268","PR7958","Technology",1079.85,3
"B46433","2017-09-14","C21268","PR7449","Office Supplies",70.98,1
"B46433","2017-09-14","C21268","PR6653","Office Supplies",29.95,5
"B46433","2017-09-14","C21268","PR6214","Furniture",589.41,5
"B47337","2017-11-06","C21268","PR6948","Office Supplies",5.682,1
"B38587","2015-11-08","C21269","PR7033","Office Supplies",5,1
"B38587","2015-11-08","C21269","PR7629","Technology",371.97,3
"B39493","2016-10-09","C21269","PR6626","Office Supplies",1.408,1
"B39493","2016-10-09","C21269","PR6298","Furniture",169.568,2
"B41307","2017-03-26","C21269","PR6734","Office Supplies",19.83,1
"B40520","2017-11-30","C21269","PR6371","Furniture",25.83,3
"B43427","2015-06-12","C21270","PR7903","Technology",55.984,2
"B43607","2015-09-13","C21270","PR6392","Furniture",129.93,3
"B43607","2015-09-13","C21270","PR7231","Office Supplies",69.93,7
"B47123","2016-10-06","C21270","PR6944","Office Supplies",28.85,5
