,name,postal_code,latitude,longitude,Day,accum_tot_comment,Total_accum_positive,Total_accum_negative,comments_of_day,pos_comment,neg_comment,nearby_89109,nearby_89119,stars,Chinese,Italian,Thai,Mexican,Japanese,Caribbean,Mediterranean,LatinAmerican,Saturday,Sunday,treatment,control2,diff_date
355,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,3daysbef,131.0,102.0,29.0,0.0,0.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
356,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,1daysbef,135.0,106.0,29.0,2.0,2.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
357,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,onthatday,136.0,107.0,29.0,1.0,1.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
358,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,1daysaft,136.0,107.0,29.0,0.0,0.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
359,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,3daysaft,136.0,107.0,29.0,0.0,0.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
360,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,5daysaft,137.0,108.0,29.0,0.0,0.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
361,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,7daysaft,138.0,109.0,29.0,0.0,0.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
362,Cucina by Wolfgang Puck,89158,36.107676716,-115.17506169,14daysaft,139.0,110.0,29.0,0.0,0.0,0.0,False,False,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
363,Da Lat,89103,36.1150660797,-115.2031197524,14daysbef,43.0,32.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
364,Da Lat,89103,36.1150660797,-115.2031197524,7daysbef,45.0,34.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
365,Da Lat,89103,36.1150660797,-115.2031197524,5daysbef,45.0,34.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
366,Da Lat,89103,36.1150660797,-115.2031197524,3daysbef,45.0,34.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
367,Da Lat,89103,36.1150660797,-115.2031197524,1daysbef,46.0,35.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
368,Da Lat,89103,36.1150660797,-115.2031197524,onthatday,46.0,35.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
369,Da Lat,89103,36.1150660797,-115.2031197524,1daysaft,46.0,35.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
370,Da Lat,89103,36.1150660797,-115.2031197524,3daysaft,46.0,35.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
371,Da Lat,89103,36.1150660797,-115.2031197524,5daysaft,46.0,35.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
372,Da Lat,89103,36.1150660797,-115.2031197524,7daysaft,46.0,35.0,11.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
373,Da Lat,89103,36.1150660797,-115.2031197524,14daysaft,49.0,35.0,14.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
374,Dairy Queen,89109,36.098971,-115.175587,14daysbef,5.0,2.0,3.0,1.0,0.0,1.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
375,Dairy Queen,89109,36.098971,-115.175587,7daysbef,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
376,Dairy Queen,89109,36.098971,-115.175587,5daysbef,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
377,Dairy Queen,89109,36.098971,-115.175587,3daysbef,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
378,Dairy Queen,89109,36.098971,-115.175587,1daysbef,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
379,Dairy Queen,89109,36.098971,-115.175587,onthatday,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
380,Dairy Queen,89109,36.098971,-115.175587,1daysaft,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
381,Dairy Queen,89109,36.098971,-115.175587,3daysaft,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
382,Dairy Queen,89109,36.098971,-115.175587,5daysaft,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
383,Dairy Queen,89109,36.098971,-115.175587,7daysaft,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
384,Dairy Queen,89109,36.098971,-115.175587,14daysaft,5.0,2.0,3.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
385,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,14daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
386,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,7daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
387,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,5daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
388,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,3daysbef,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
389,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,1daysbef,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
390,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,onthatday,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
391,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,1daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
392,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,3daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
393,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,5daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
394,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,7daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
395,Dairy Queen / Orange Julius Treat Center,89106,36.1636048029,-115.1579041626,14daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
396,Del Taco,89104,36.1585666986,-115.124751781,14daysbef,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
397,Del Taco,89104,36.1585666986,-115.124751781,7daysbef,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
398,Del Taco,89104,36.1585666986,-115.124751781,5daysbef,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
399,Del Taco,89104,36.1585666986,-115.124751781,3daysbef,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
400,Del Taco,89104,36.1585666986,-115.124751781,1daysbef,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
401,Del Taco,89104,36.1585666986,-115.124751781,onthatday,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
402,Del Taco,89104,36.1585666986,-115.124751781,1daysaft,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
403,Del Taco,89104,36.1585666986,-115.124751781,3daysaft,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
404,Del Taco,89104,36.1585666986,-115.124751781,5daysaft,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
405,Del Taco,89104,36.1585666986,-115.124751781,7daysaft,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
406,Del Taco,89104,36.1585666986,-115.124751781,14daysaft,5.0,2.0,3.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
407,Del Taco,89109,36.103409,-115.17234,14daysbef,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
408,Del Taco,89109,36.103409,-115.17234,7daysbef,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
409,Del Taco,89109,36.103409,-115.17234,5daysbef,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
410,Del Taco,89109,36.103409,-115.17234,3daysbef,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
411,Del Taco,89109,36.103409,-115.17234,1daysbef,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
412,Del Taco,89109,36.103409,-115.17234,onthatday,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
413,Del Taco,89109,36.103409,-115.17234,1daysaft,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
414,Del Taco,89109,36.103409,-115.17234,3daysaft,7.0,4.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
415,Del Taco,89109,36.103409,-115.17234,5daysaft,8.0,5.0,3.0,1.0,1.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
416,Del Taco,89109,36.103409,-115.17234,7daysaft,8.0,5.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
417,Del Taco,89109,36.103409,-115.17234,14daysaft,8.0,5.0,3.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
418,Denny's,89109,36.1040631,-115.1724967,14daysbef,36.0,18.0,18.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
419,Denny's,89109,36.1040631,-115.1724967,7daysbef,36.0,18.0,18.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
420,Denny's,89109,36.1040631,-115.1724967,5daysbef,37.0,18.0,19.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
421,Denny's,89109,36.1040631,-115.1724967,3daysbef,37.0,18.0,19.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
422,Denny's,89109,36.1040631,-115.1724967,1daysbef,38.0,19.0,19.0,1.0,1.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
423,Denny's,89109,36.1040631,-115.1724967,onthatday,38.0,19.0,19.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
424,Denny's,89109,36.1040631,-115.1724967,1daysaft,38.0,19.0,19.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
425,Denny's,89109,36.1040631,-115.1724967,3daysaft,38.0,19.0,19.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
426,Denny's,89109,36.1040631,-115.1724967,5daysaft,38.0,19.0,19.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
427,Denny's,89109,36.1040631,-115.1724967,7daysaft,38.0,19.0,19.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
428,Denny's,89109,36.1040631,-115.1724967,14daysaft,39.0,19.0,20.0,0.0,0.0,0.0,True,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
429,Divine Events,89118,36.074147,-115.189719,14daysbef,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
430,Divine Events,89118,36.074147,-115.189719,7daysbef,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
431,Divine Events,89118,36.074147,-115.189719,5daysbef,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
432,Divine Events,89118,36.074147,-115.189719,3daysbef,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
433,Divine Events,89118,36.074147,-115.189719,1daysbef,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
434,Divine Events,89118,36.074147,-115.189719,onthatday,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
435,Divine Events,89118,36.074147,-115.189719,1daysaft,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
436,Divine Events,89118,36.074147,-115.189719,3daysaft,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
437,Divine Events,89118,36.074147,-115.189719,5daysaft,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
438,Divine Events,89118,36.074147,-115.189719,7daysaft,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
439,Divine Events,89118,36.074147,-115.189719,14daysaft,3.0,3.0,0.0,0.0,0.0,0.0,False,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
440,Dragon Noodle Co.,89109,36.105289,-115.174037,14daysbef,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
441,Dragon Noodle Co.,89109,36.105289,-115.174037,7daysbef,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
442,Dragon Noodle Co.,89109,36.105289,-115.174037,5daysbef,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
443,Dragon Noodle Co.,89109,36.105289,-115.174037,3daysbef,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
444,Dragon Noodle Co.,89109,36.105289,-115.174037,1daysbef,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
445,Dragon Noodle Co.,89109,36.105289,-115.174037,onthatday,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
446,Dragon Noodle Co.,89109,36.105289,-115.174037,1daysaft,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
447,Dragon Noodle Co.,89109,36.105289,-115.174037,3daysaft,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
448,Dragon Noodle Co.,89109,36.105289,-115.174037,5daysaft,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
449,Dragon Noodle Co.,89109,36.105289,-115.174037,7daysaft,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
450,Dragon Noodle Co.,89109,36.105289,-115.174037,14daysaft,29.0,14.0,15.0,0.0,0.0,0.0,True,False,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
451,Drai's After Hours,89109,36.115018,-115.17178,14daysbef,13.0,8.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
452,Drai's After Hours,89109,36.115018,-115.17178,7daysbef,13.0,8.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
453,Drai's After Hours,89109,36.115018,-115.17178,5daysbef,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
454,Drai's After Hours,89109,36.115018,-115.17178,3daysbef,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
455,Drai's After Hours,89109,36.115018,-115.17178,1daysbef,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
456,Drai's After Hours,89109,36.115018,-115.17178,onthatday,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
457,Drai's After Hours,89109,36.115018,-115.17178,1daysaft,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
458,Drai's After Hours,89109,36.115018,-115.17178,3daysaft,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
459,Drai's After Hours,89109,36.115018,-115.17178,5daysaft,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
460,Drai's After Hours,89109,36.115018,-115.17178,7daysaft,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
461,Drai's After Hours,89109,36.115018,-115.17178,14daysaft,14.0,9.0,5.0,0.0,0.0,0.0,True,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
462,Due Pizzeria,89169,36.102907,-115.155708,14daysbef,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
463,Due Pizzeria,89169,36.102907,-115.155708,7daysbef,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
464,Due Pizzeria,89169,36.102907,-115.155708,5daysbef,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
465,Due Pizzeria,89169,36.102907,-115.155708,3daysbef,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
466,Due Pizzeria,89169,36.102907,-115.155708,1daysbef,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
467,Due Pizzeria,89169,36.102907,-115.155708,onthatday,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
468,Due Pizzeria,89169,36.102907,-115.155708,1daysaft,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
469,Due Pizzeria,89169,36.102907,-115.155708,3daysaft,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
470,Due Pizzeria,89169,36.102907,-115.155708,5daysaft,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
471,Due Pizzeria,89169,36.102907,-115.155708,7daysaft,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
472,Due Pizzeria,89169,36.102907,-115.155708,14daysaft,1.0,1.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
473,El Pollo Loco,89030,36.1962026,-115.1167693,14daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
474,El Pollo Loco,89030,36.1962026,-115.1167693,7daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
475,El Pollo Loco,89030,36.1962026,-115.1167693,5daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
476,El Pollo Loco,89030,36.1962026,-115.1167693,3daysbef,3.0,1.0,2.0,0.0,0.0,0.0,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
477,El Pollo Loco,89030,36.1962026,-115.1167693,1daysbef,3.0,1.0,2.0,0.0,0.0,0.0,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
478,El Pollo Loco,89030,36.1962026,-115.1167693,onthatday,3.0,1.0,2.0,0.0,0.0,0.0,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
479,El Pollo Loco,89030,36.1962026,-115.1167693,1daysaft,3.0,1.0,2.0,0.0,0.0,0.0,False,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
